"","interaction_id","node_from","node_to","date","direction","type","method","attr_id","value","geom","public","network_id","created_at","updated_at","attribute.id","attribute.name","attribute.description","attribute.unit","attribute.created_at","attribute.updated_at"
"1",97817,24416,24408,"1930-10-01T00:00:00.000Z","directed","parasitism","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.916Z","2019-03-05T16:32:11.916Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"2",97818,24417,24406,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.958Z","2019-03-05T16:32:11.958Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"3",97819,24417,24407,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.006Z","2019-03-05T16:32:12.006Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"4",97820,24417,24408,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.041Z","2019-03-05T16:32:12.041Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"5",97821,24417,24409,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.075Z","2019-03-05T16:32:12.075Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"6",97822,24417,24410,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.106Z","2019-03-05T16:32:12.106Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"7",97823,24417,24411,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.145Z","2019-03-05T16:32:12.145Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"8",97824,24417,24412,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.186Z","2019-03-05T16:32:12.186Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"9",97825,24418,24406,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.227Z","2019-03-05T16:32:12.227Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"10",97826,24418,24407,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.257Z","2019-03-05T16:32:12.257Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"11",97827,24418,24408,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.314Z","2019-03-05T16:32:12.314Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"12",97828,24418,24409,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.353Z","2019-03-05T16:32:12.353Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"13",97829,24418,24410,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.388Z","2019-03-05T16:32:12.388Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"14",97830,24418,24411,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.419Z","2019-03-05T16:32:12.419Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"15",97831,24418,24412,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.448Z","2019-03-05T16:32:12.448Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"16",97832,24419,24412,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.480Z","2019-03-05T16:32:12.480Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"17",97833,24420,24412,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.512Z","2019-03-05T16:32:12.512Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"18",97834,24420,24413,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:12.557Z","2019-03-05T16:32:12.557Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"19",97812,24414,24406,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.685Z","2019-03-05T16:32:11.685Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"20",97813,24414,24407,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.734Z","2019-03-05T16:32:11.734Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"21",97814,24414,24408,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.778Z","2019-03-05T16:32:11.778Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"22",97815,24414,24409,"1930-10-01T00:00:00.000Z","directed","predation","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.818Z","2019-03-05T16:32:11.818Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"23",97816,24415,24407,"1930-10-01T00:00:00.000Z","directed","parasitism","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.871Z","2019-03-05T16:32:11.871Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"24",97804,24406,24405,"1930-10-01T00:00:00.000Z","directed","detritivore","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.354Z","2019-03-05T16:32:11.354Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"25",97805,24407,24405,"1930-10-01T00:00:00.000Z","directed","detritivore","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.402Z","2019-03-05T16:32:11.402Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"26",97806,24408,24405,"1930-10-01T00:00:00.000Z","directed","detritivore","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.436Z","2019-03-05T16:32:11.436Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"27",97807,24409,24405,"1930-10-01T00:00:00.000Z","directed","detritivore","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.469Z","2019-03-05T16:32:11.469Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"28",97808,24410,24405,"1930-10-01T00:00:00.000Z","directed","detritivore","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.499Z","2019-03-05T16:32:11.499Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"29",97809,24411,24405,"1930-10-01T00:00:00.000Z","directed","detritivore","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.548Z","2019-03-05T16:32:11.548Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"30",97810,24412,24405,"1930-10-01T00:00:00.000Z","directed","detritivore","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.593Z","2019-03-05T16:32:11.593Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"31",97811,24413,24405,"1930-10-01T00:00:00.000Z","directed","detritivore","field observation/experiment",25,1,NA,TRUE,1482,"2019-03-05T16:32:11.643Z","2019-03-05T16:32:11.643Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
