,node_id,original_name,node_level,network_id,taxonomy_id,created_at,updated_at,taxonomy.id,taxon_Kingdom,taxon_Class,taxon_Order,taxon_Family,taxonomy.name,taxonomy.ncbi,taxonomy.tsn,taxonomy.eol,taxonomy.bold,taxonomy.gbif,taxonomy.col,taxonomy.rank,taxonomy.created_at,taxonomy.updated_at,taxonomy
18,25101,Psilochorus imitatus,taxon,1499,6233,2019-03-06T19:21:35.754Z,2019-03-06T19:21:35.754Z,6233,Animalia,Arachnida,Araneae,Pholcidae,Psilochorus imitatus,2068986,865954,1183685,NA,2149791,10cf302c14d6ab61175183e2a8d9ddda,species,2019-03-06T19:20:22.389Z,2019-06-14T15:27:25.979Z,NA
19,25104,R. planifrons larvae,taxon,1499,6226,2019-03-06T19:21:35.845Z,2019-03-06T19:21:35.845Z,6226,Animalia,Insecta,Diptera,Sarcophagidae,Ravinia planifrons,1266476,151884,729720,668221,1483331,3c51039b9ec74b80acf0bd589ded0106,species,2019-03-06T19:20:22.051Z,2019-06-14T15:27:25.596Z,NA
20,25105,O. conclausa larvae,taxon,1499,6227,2019-03-06T19:21:35.872Z,2019-03-06T19:21:35.872Z,6227,Animalia,Insecta,Diptera,Sarcophagidae,Oxysarcodexia conclausa,NA,NA,781592,853681,1482322,60e2487493d8999ec5a415fd35601535,species,2019-03-06T19:20:22.098Z,2019-06-14T15:27:25.649Z,NA
21,25106,bovine or equine dung,taxon,1499,NA,2019-03-06T19:21:35.909Z,2019-03-06T19:21:35.909Z,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,25080,Conomyrma bicolor,taxon,1499,NA,2019-03-06T19:21:34.974Z,2019-03-06T19:21:34.974Z,NA,Animalia,Insecta,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,25081,Iridomyrmex pruinosis,taxon,1499,NA,2019-03-06T19:21:35.003Z,2019-03-06T19:21:35.003Z,NA,Animalia,Insecta,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,25082,Myrmecosystus romainei,taxon,1499,NA,2019-03-06T19:21:35.059Z,2019-03-06T19:21:35.059Z,NA,Animalia,Insecta,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,25089,Eusattus reticularis,taxon,1499,NA,2019-03-06T19:21:35.287Z,2019-03-06T19:21:35.287Z,NA,Animalia,Insecta,Coleoptera,Tenebrionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,25093,Ravinia l'herminieri,taxon,1499,NA,2019-03-06T19:21:35.419Z,2019-03-06T19:21:35.419Z,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,25103,R. l'herminieri larvae,taxon,1499,NA,2019-03-06T19:21:35.814Z,2019-03-06T19:21:35.814Z,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,25102,Lycosa coloradensis,taxon,1499,NA,2019-03-06T19:21:35.783Z,2019-03-06T19:21:35.783Z,NA,Animalia,Arachnida,Araneae,Lycosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
