"","interaction_id","node_from","node_to","date","direction","type","method","attr_id","value","geom","public","network_id","created_at","updated_at","attribute.id","attribute.name","attribute.description","attribute.unit","attribute.created_at","attribute.updated_at"
"1",103943,26475,26461,"1980-05-01T00:00:00.000Z","directed","predation","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.898Z","2019-03-14T22:20:30.898Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"2",103922,26462,26457,"1980-05-01T00:00:00.000Z","directed","scavenger","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:29.925Z","2019-03-14T22:20:29.925Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"3",103923,26463,26457,"1980-05-01T00:00:00.000Z","directed","scavenger","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:29.986Z","2019-03-14T22:20:29.986Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"4",103924,26464,26457,"1980-05-01T00:00:00.000Z","directed","scavenger","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.034Z","2019-03-14T22:20:30.034Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"5",103925,26465,26457,"1980-05-01T00:00:00.000Z","directed","scavenger","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.069Z","2019-03-14T22:20:30.069Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"6",103926,26466,26457,"1980-05-01T00:00:00.000Z","directed","scavenger","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.101Z","2019-03-14T22:20:30.101Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"7",103927,26469,26457,"1980-05-01T00:00:00.000Z","directed","scavenger","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.140Z","2019-03-14T22:20:30.140Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"8",103928,26470,26457,"1980-05-01T00:00:00.000Z","directed","scavenger","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.199Z","2019-03-14T22:20:30.199Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"9",103929,26471,26457,"1980-05-01T00:00:00.000Z","directed","scavenger","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.246Z","2019-03-14T22:20:30.246Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"10",103930,26472,26458,"1980-05-01T00:00:00.000Z","directed","predation","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.288Z","2019-03-14T22:20:30.288Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"11",103931,26472,26459,"1980-05-01T00:00:00.000Z","directed","predation","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.336Z","2019-03-14T22:20:30.336Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"12",103932,26472,26460,"1980-05-01T00:00:00.000Z","directed","predation","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.383Z","2019-03-14T22:20:30.383Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"13",103933,26472,26457,"1980-05-01T00:00:00.000Z","directed","scavenger","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.428Z","2019-03-14T22:20:30.428Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"14",103934,26473,26458,"1980-05-01T00:00:00.000Z","directed","predation","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.475Z","2019-03-14T22:20:30.475Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"15",103935,26473,26459,"1980-05-01T00:00:00.000Z","directed","predation","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.520Z","2019-03-14T22:20:30.520Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"16",103936,26473,26460,"1980-05-01T00:00:00.000Z","directed","predation","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.572Z","2019-03-14T22:20:30.572Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"17",103937,26473,26457,"1980-05-01T00:00:00.000Z","directed","scavenger","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.610Z","2019-03-14T22:20:30.610Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"18",103938,26474,26461,"1980-05-01T00:00:00.000Z","directed","predation","field observation and literature",25,1,NA,TRUE,1561,"2019-03-14T22:20:30.667Z","2019-03-14T22:20:30.667Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
