"","food.web","interaction","consumer","resource","pred_mass","prey_mass"
"205",18,1,919,666,0.032972737,0.010170915
"206",26,1,921,666,0.015861711,0.010170915
"207",26,1,924,666,0.048319342,0.010170915
"208",14,1,924,666,0.048319342,0.010170915
"209",48,1,924,666,0.048319342,0.010170915
"210",7,1,924,666,0.048319342,0.010170915
"211",10,1,924,666,0.048319342,0.010170915
"212",1,1,924,666,0.048319342,0.010170915
"213",18,1,924,666,0.048319342,0.010170915
"214",18,1,925,666,0.017886063,0.010170915
"215",1,1,925,666,0.017886063,0.010170915
"216",48,1,925,666,0.017886063,0.010170915
"217",10,1,925,666,0.017886063,0.010170915
"218",14,1,925,666,0.017886063,0.010170915
"219",26,0,926,666,0.006027348,0.010170915
"220",26,1,927,666,0.012200284,0.010170915
"221",48,1,927,666,0.012200284,0.010170915
"222",18,1,927,666,0.012200284,0.010170915
"223",10,0,928,666,0.007124469,0.010170915
"224",10,0,692,666,0.015176733,0.010170915
"225",18,0,692,666,0.015176733,0.010170915
"226",1,0,692,666,0.015176733,0.010170915
"227",26,0,692,666,0.015176733,0.010170915
"228",48,0,692,666,0.015176733,0.010170915
"229",7,0,692,666,0.015176733,0.010170915
"230",14,1,930,666,0.0353094,0.010170915
"231",26,0,931,666,607.275641,0.010170915
"232",18,0,932,666,267.5373016,0.010170915
"233",26,0,932,666,267.5373016,0.010170915
"234",18,0,933,666,219.6428571,0.010170915
"235",7,0,933,666,219.6428571,0.010170915
"236",26,0,933,666,219.6428571,0.010170915
"237",14,0,933,666,219.6428571,0.010170915
"238",7,0,934,666,85.81142857,0.010170915
"239",26,0,934,666,85.81142857,0.010170915
"240",18,0,934,666,85.81142857,0.010170915
"241",1,0,937,666,0.014617906,0.010170915
"242",10,0,693,666,0.014617906,0.010170915
"243",1,0,693,666,0.014617906,0.010170915
"244",48,0,693,666,0.014617906,0.010170915
"245",14,0,693,666,0.014617906,0.010170915
"246",7,0,693,666,0.014617906,0.010170915
"247",26,0,693,666,0.014617906,0.010170915
"248",18,0,693,666,0.014617906,0.010170915
"249",7,0,945,666,45.625,0.010170915
"250",26,0,946,666,53.33333333,0.010170915
"251",48,0,947,666,146.1111111,0.010170915
"252",48,0,948,666,50,0.010170915
"253",48,0,950,666,40,0.010170915
"254",1,1,952,666,0.717334005,0.010170915
"255",14,0,953,666,0.049976974,0.010170915
"256",48,0,953,666,0.049976974,0.010170915
"257",7,0,953,666,0.049976974,0.010170915
"258",26,0,953,666,0.049976974,0.010170915
"259",1,0,953,666,0.049976974,0.010170915
"260",10,0,953,666,0.049976974,0.010170915
"261",18,0,953,666,0.049976974,0.010170915
"262",14,0,956,666,0.024884492,0.010170915
"263",10,0,959,666,0.00491606,0.010170915
"264",26,0,960,666,0.007108297,0.010170915
"265",10,0,960,666,0.007108297,0.010170915
"266",1,0,960,666,0.007108297,0.010170915
"267",18,0,960,666,0.007108297,0.010170915
"268",48,0,960,666,0.007108297,0.010170915
"269",14,0,960,666,0.007108297,0.010170915
"270",18,0,962,666,0.04351019,0.010170915
"271",1,0,962,666,0.04351019,0.010170915
"272",7,0,963,666,0.035702446,0.010170915
"273",14,0,963,666,0.035702446,0.010170915
"274",14,0,964,666,0.01987468,0.010170915
"275",10,0,964,666,0.01987468,0.010170915
"276",1,0,964,666,0.01987468,0.010170915
"277",26,0,964,666,0.01987468,0.010170915
"278",26,0,965,666,0.015490987,0.010170915
"279",48,0,966,666,0.011728446,0.010170915
"280",7,0,966,666,0.011728446,0.010170915
"281",1,0,966,666,0.011728446,0.010170915
"282",26,0,966,666,0.011728446,0.010170915
"283",18,0,966,666,0.011728446,0.010170915
"284",14,0,966,666,0.011728446,0.010170915
"285",26,0,696,666,0.012907841,0.010170915
"286",10,0,696,666,0.012907841,0.010170915
"287",7,0,969,666,0.216929495,0.010170915
"288",1,0,970,666,0.011718403,0.010170915
"289",26,0,970,666,0.011718403,0.010170915
"290",18,0,970,666,0.011718403,0.010170915
"291",7,0,972,666,0.087033756,0.010170915
"292",14,0,972,666,0.087033756,0.010170915
"293",26,0,974,666,0.078898801,0.010170915
"294",26,0,976,666,0.007217984,0.010170915
"295",48,0,697,666,0.00503632,0.010170915
"296",18,0,697,666,0.00503632,0.010170915
"297",10,0,980,666,0.025116954,0.010170915
"298",14,0,980,666,0.025116954,0.010170915
"299",18,0,981,666,0.000736207,0.010170915
"300",26,0,981,666,0.000736207,0.010170915
"301",14,0,981,666,0.000736207,0.010170915
"302",48,0,981,666,0.000736207,0.010170915
"303",7,0,981,666,0.000736207,0.010170915
"304",10,0,981,666,0.000736207,0.010170915
"305",1,0,981,666,0.000736207,0.010170915
"306",26,0,698,666,0.003875485,0.010170915
"307",48,0,988,666,0.035343861,0.010170915
"308",1,0,989,666,0.00383249,0.010170915
"309",48,0,989,666,0.00383249,0.010170915
"310",18,0,989,666,0.00383249,0.010170915
"311",26,0,989,666,0.00383249,0.010170915
"312",1,0,990,666,0.063698738,0.010170915
"313",1,0,993,666,0.084327359,0.010170915
"314",48,0,993,666,0.084327359,0.010170915
"315",10,0,993,666,0.084327359,0.010170915
"316",7,0,994,666,0.007781704,0.010170915
"317",10,0,995,666,0.006679626,0.010170915
"318",14,0,995,666,0.006679626,0.010170915
"319",7,0,995,666,0.006679626,0.010170915
"320",18,0,995,666,0.006679626,0.010170915
"321",1,0,995,666,0.006679626,0.010170915
"322",14,0,996,666,0.008986805,0.010170915
"323",48,0,996,666,0.008986805,0.010170915
"324",18,0,996,666,0.008986805,0.010170915
"325",1,0,996,666,0.008986805,0.010170915
"326",10,0,996,666,0.008986805,0.010170915
"327",7,0,996,666,0.008986805,0.010170915
"328",26,0,996,666,0.008986805,0.010170915
"329",26,0,997,666,0.015184244,0.010170915
"330",10,0,997,666,0.015184244,0.010170915
"331",18,0,997,666,0.015184244,0.010170915
"332",1,0,997,666,0.015184244,0.010170915
"333",14,0,997,666,0.015184244,0.010170915
"334",7,0,997,666,0.015184244,0.010170915
"335",48,0,998,666,0.005677377,0.010170915
"336",18,0,1000,666,0.062275955,0.010170915
"337",14,0,1000,666,0.062275955,0.010170915
"338",1,0,1004,666,0.09993143,0.010170915
"339",7,0,1005,666,0.222343431,0.010170915
"340",7,0,1006,666,0.123863445,0.010170915
"341",14,0,1006,666,0.123863445,0.010170915
"342",1,0,1006,666,0.123863445,0.010170915
"343",10,0,1006,666,0.123863445,0.010170915
"344",48,0,1008,666,0.228193162,0.010170915
"345",10,0,1009,666,0.06804585,0.010170915
"346",14,0,1009,666,0.06804585,0.010170915
"347",1,0,1009,666,0.06804585,0.010170915
"348",48,0,1009,666,0.06804585,0.010170915
"349",14,0,1010,666,0.07444264,0.010170915
"350",26,0,1011,666,0.111057388,0.010170915
"351",14,0,1011,666,0.111057388,0.010170915
"352",10,0,1011,666,0.111057388,0.010170915
"353",1,0,1011,666,0.111057388,0.010170915
"354",7,0,1014,666,0.003467413,0.010170915
"355",1,0,1015,666,0.00477167,0.010170915
"356",1,0,1019,666,0.00873352,0.010170915
"357",7,0,1019,666,0.00873352,0.010170915
"358",14,0,1019,666,0.00873352,0.010170915
"359",48,0,1019,666,0.00873352,0.010170915
"360",10,0,1019,666,0.00873352,0.010170915
"361",7,0,1020,666,0.00873352,0.010170915
"362",10,0,1020,666,0.00873352,0.010170915
"363",1,0,1021,666,0.00503632,0.010170915
"364",48,0,1023,666,0.463400479,0.010170915
"365",18,0,702,666,0.014558369,0.010170915
"366",1,0,1028,666,0.015176733,0.010170915
"367",26,0,1029,666,0.009848976,0.010170915
"368",18,0,1030,666,0.013517378,0.010170915
"369",48,0,1030,666,0.013517378,0.010170915
"370",26,0,1030,666,0.013517378,0.010170915
"371",14,0,1033,666,0.054710228,0.010170915
"372",14,0,1036,666,1.341256992,0.010170915
"373",18,0,1037,666,5.681208278,0.010170915
"374",26,0,1037,666,5.681208278,0.010170915
"375",26,0,1041,666,4.688650168,0.010170915
"376",18,0,1041,666,4.688650168,0.010170915
"377",7,0,1041,666,4.688650168,0.010170915
"378",14,0,1041,666,4.688650168,0.010170915
"379",10,0,1053,666,0.201582231,0.010170915
"380",26,0,1053,666,0.201582231,0.010170915
"381",18,0,1053,666,0.201582231,0.010170915
"382",14,0,1055,666,63.822,0.010170915
"383",26,0,1055,666,63.822,0.010170915
"384",1,0,1055,666,63.822,0.010170915
"385",1,0,669,666,0.00595572,0.010170915
"386",7,0,669,666,0.00595572,0.010170915
"387",48,0,705,666,0.002406192,0.010170915
"388",26,0,705,666,0.002406192,0.010170915
"389",18,0,705,666,0.002406192,0.010170915
"390",10,0,705,666,0.002406192,0.010170915
"391",14,0,705,666,0.002406192,0.010170915
"392",1,0,705,666,0.002406192,0.010170915
"393",7,0,705,666,0.002406192,0.010170915
"394",7,0,1060,666,0,0.010170915
"395",14,0,1060,666,0,0.010170915
"396",10,0,1060,666,0,0.010170915
"397",26,0,1060,666,0,0.010170915
"398",18,0,1060,666,0,0.010170915
"399",48,0,1060,666,0,0.010170915
"400",1,0,1060,666,0,0.010170915
"401",1,0,1061,666,0,0.010170915
"402",10,0,1061,666,0,0.010170915
"403",7,0,1061,666,0,0.010170915
"404",48,0,1061,666,0,0.010170915
"405",18,0,1061,666,0,0.010170915
"406",14,0,1061,666,0,0.010170915
"407",26,0,1061,666,0,0.010170915
"408",26,0,1062,666,0.000225,0.010170915
"409",18,0,1062,666,0.000225,0.010170915
"410",1,0,1062,666,0.000225,0.010170915
"411",48,0,1062,666,0.000225,0.010170915
"412",7,0,1062,666,0.000225,0.010170915
"413",14,0,1062,666,0.000225,0.010170915
"414",10,0,1062,666,0.000225,0.010170915
"415",26,0,1063,666,0.000225,0.010170915
"416",14,0,1063,666,0.000225,0.010170915
"417",7,0,1063,666,0.000225,0.010170915
"418",1,0,1063,666,0.000225,0.010170915
"419",48,0,1063,666,0.000225,0.010170915
"420",18,0,1063,666,0.000225,0.010170915
"421",10,0,1063,666,0.000225,0.010170915
"422",7,0,1064,666,0.000225,0.010170915
"423",26,0,1064,666,0.000225,0.010170915
"424",1,0,1064,666,0.000225,0.010170915
"425",10,0,1064,666,0.000225,0.010170915
"426",14,0,1064,666,0.000225,0.010170915
"427",18,0,1064,666,0.000225,0.010170915
"428",48,0,1064,666,0.000225,0.010170915
"429",1,0,1065,666,0.000225,0.010170915
"430",18,0,1065,666,0.000225,0.010170915
"431",48,0,1065,666,0.000225,0.010170915
"432",26,0,1065,666,0.000225,0.010170915
"433",10,0,1065,666,0.000225,0.010170915
"434",14,0,1065,666,0.000225,0.010170915
"435",7,0,1065,666,0.000225,0.010170915
"436",1,0,706,666,0.01674548,0.010170915
"437",48,0,1066,666,0.000225,0.010170915
"438",26,0,1066,666,0.000225,0.010170915
"439",18,0,1066,666,0.000225,0.010170915
"440",10,0,1066,666,0.000225,0.010170915
"441",14,0,1066,666,0.000225,0.010170915
"442",1,0,1066,666,0.000225,0.010170915
"443",7,0,1066,666,0.000225,0.010170915
"444",26,0,1067,666,9.5e-13,0.010170915
"445",14,0,1067,666,9.5e-13,0.010170915
"446",7,0,1067,666,9.5e-13,0.010170915
"447",48,0,1067,666,9.5e-13,0.010170915
"448",1,0,1067,666,9.5e-13,0.010170915
"449",18,0,1067,666,9.5e-13,0.010170915
"450",10,0,1067,666,9.5e-13,0.010170915
"451",26,0,1068,666,1e-05,0.010170915
"452",1,0,1068,666,1e-05,0.010170915
"453",7,0,1068,666,1e-05,0.010170915
"454",14,0,1068,666,1e-05,0.010170915
"455",10,0,1068,666,1e-05,0.010170915
"456",18,0,1068,666,1e-05,0.010170915
"457",48,0,1068,666,1e-05,0.010170915
"458",26,0,1069,666,1e-05,0.010170915
"459",48,0,1069,666,1e-05,0.010170915
"460",18,0,1069,666,1e-05,0.010170915
"461",14,0,1069,666,1e-05,0.010170915
"462",1,0,1069,666,1e-05,0.010170915
"463",10,0,1069,666,1e-05,0.010170915
"464",7,0,1069,666,1e-05,0.010170915
"465",1,0,1070,666,1e-05,0.010170915
"466",14,0,1070,666,1e-05,0.010170915
"467",26,0,1070,666,1e-05,0.010170915
"468",48,0,1070,666,1e-05,0.010170915
"469",7,0,1070,666,1e-05,0.010170915
"470",10,0,1070,666,1e-05,0.010170915
"471",18,0,1070,666,1e-05,0.010170915
"472",14,0,1072,666,1e-04,0.010170915
"473",26,0,1072,666,1e-04,0.010170915
"474",48,0,1072,666,1e-04,0.010170915
"475",18,0,1072,666,1e-04,0.010170915
"476",7,0,1072,666,1e-04,0.010170915
"477",1,0,1072,666,1e-04,0.010170915
"478",10,0,1072,666,1e-04,0.010170915
"479",10,0,707,666,0.00873352,0.010170915
"480",26,0,707,666,0.00873352,0.010170915
"481",18,0,707,666,0.00873352,0.010170915
"482",1,0,707,666,0.00873352,0.010170915
"483",7,0,707,666,0.00873352,0.010170915
"484",48,1,1078,666,0.021230108,0.010170915
"485",48,1,1079,666,0.011108034,0.010170915
"486",48,1,1082,666,0.029205156,0.010170915
"487",1,1,1084,666,0.020964276,0.010170915
"488",7,1,1084,666,0.020964276,0.010170915
"489",48,1,1085,666,0.043063928,0.010170915
"490",48,1,1087,666,0.024738247,0.010170915
"491",48,0,1088,666,0.060019322,0.010170915
"492",48,1,1095,666,0.302116467,0.010170915
"493",48,0,1097,666,0.006754651,0.010170915
"494",48,1,1111,666,0.034937973,0.010170915
"495",48,1,1112,666,0.010288614,0.010170915
"496",7,1,1114,666,0.043369224,0.010170915
"497",48,0,1119,666,0.005962956,0.010170915
"498",1,1,1120,666,0.081865174,0.010170915
"499",10,0,1121,666,1.322539314,0.010170915
"500",1,0,1121,666,1.322539314,0.010170915
"501",18,0,1121,666,1.322539314,0.010170915
"502",48,1,1123,666,0.410937733,0.010170915
"503",48,1,1124,666,0.591425121,0.010170915
"504",10,0,1128,666,4.55682843,0.010170915
"505",18,0,1128,666,4.55682843,0.010170915
"506",48,0,1128,666,4.55682843,0.010170915
"507",18,0,713,666,0.005103613,0.010170915
"508",10,0,713,666,0.005103613,0.010170915
"509",14,0,713,666,0.005103613,0.010170915
"510",26,0,713,666,0.005103613,0.010170915
"511",18,0,1141,666,6.17,0.010170915
"512",10,0,1141,666,6.17,0.010170915
"513",7,0,1141,666,6.17,0.010170915
"514",1,0,1141,666,6.17,0.010170915
"515",14,0,1141,666,6.17,0.010170915
"516",26,0,1141,666,6.17,0.010170915
"517",48,0,1143,666,32.937,0.010170915
"518",48,0,1144,666,0.02779257,0.010170915
"519",14,0,714,666,0.005103613,0.010170915
"520",18,0,714,666,0.005103613,0.010170915
"521",48,0,1145,666,7.473572936,0.010170915
"522",1,0,1147,666,0.064383742,0.010170915
"523",14,0,1149,666,0.080589956,0.010170915
"524",48,0,1151,666,0.071478662,0.010170915
"525",1,0,1156,666,0.011718403,0.010170915
"526",10,0,1156,666,0.011718403,0.010170915
"527",48,0,1161,666,0.012727412,0.010170915
"528",10,0,1163,666,0.055191732,0.010170915
"529",1,0,1163,666,0.055191732,0.010170915
"530",26,0,716,666,0.004747429,0.010170915
"531",10,0,1165,666,0.012216626,0.010170915
"532",10,0,1170,666,0.367071399,0.010170915
"533",1,0,1172,666,0.173747388,0.010170915
"534",48,0,1172,666,0.173747388,0.010170915
"535",48,0,1175,666,0.191789694,0.010170915
"536",48,0,1176,666,6.138126984,0.010170915
"537",48,0,1178,666,4.475885357,0.010170915
"538",48,0,1179,666,4.364084689,0.010170915
"539",48,0,1200,666,4.231508679,0.010170915
"540",1,0,1201,666,5.740154809,0.010170915
"541",26,0,720,666,0.014558369,0.010170915
"542",48,1,1213,666,0.457829954,0.010170915
"543",48,1,1219,666,0.426637697,0.010170915
"544",7,1,1226,666,0.457726267,0.010170915
"545",48,1,1226,666,0.457726267,0.010170915
"546",7,0,1229,666,385.8571429,0.010170915
"547",1,1,1233,666,0.622870179,0.010170915
"548",1,0,1234,666,2.04427979,0.010170915
"549",26,0,723,666,3.348347366,0.010170915
"550",10,1,1235,666,0.946800855,0.010170915
"551",14,0,1238,666,3.435355456,0.010170915
"552",26,0,1238,666,3.435355456,0.010170915
"553",7,0,1238,666,3.435355456,0.010170915
"554",1,1,1241,666,0.206593951,0.010170915
"555",1,0,1242,666,1.036460701,0.010170915
"556",10,0,1242,666,1.036460701,0.010170915
"557",26,1,724,666,0.951285814,0.010170915
"558",18,1,724,666,0.951285814,0.010170915
"559",10,1,1247,666,0.229611521,0.010170915
"560",14,1,1247,666,0.229611521,0.010170915
"561",7,0,1254,666,3.398146043,0.010170915
"562",7,0,1257,666,1.220856565,0.010170915
"563",10,0,1262,666,0.115867504,0.010170915
"564",1,0,1263,666,0.125912874,0.010170915
"565",10,0,1265,666,0.075951935,0.010170915
"566",7,0,1267,666,0.06507317,0.010170915
"567",1,0,1268,666,0.173747388,0.010170915
"568",10,0,1268,666,0.173747388,0.010170915
"569",1,0,1269,666,0.246295405,0.010170915
"570",10,0,1271,666,0.020558185,0.010170915
"571",7,0,1272,666,0.198495332,0.010170915
"572",10,0,1276,666,0.002699562,0.010170915
"573",14,0,1276,666,0.002699562,0.010170915
"574",7,0,1276,666,0.002699562,0.010170915
"575",1,0,1276,666,0.002699562,0.010170915
"576",10,0,1277,666,0.104471281,0.010170915
"577",7,0,1278,666,0.007217984,0.010170915
"578",14,0,1278,666,0.007217984,0.010170915
"579",10,0,1278,666,0.007217984,0.010170915
"580",26,0,1279,666,0.006166226,0.010170915
"581",7,0,1279,666,0.006166226,0.010170915
"582",10,0,1279,666,0.006166226,0.010170915
"583",1,0,1279,666,0.006166226,0.010170915
"584",14,0,1279,666,0.006166226,0.010170915
"585",18,0,1279,666,0.006166226,0.010170915
"586",48,0,1279,666,0.006166226,0.010170915
"587",1,0,1280,666,0.011718403,0.010170915
"588",10,0,1280,666,0.011718403,0.010170915
"589",1,0,1281,666,0.111989629,0.010170915
"590",10,0,1285,666,22.69424237,0.010170915
"591",14,0,1294,666,5.468270892,0.010170915
"592",14,0,1300,666,0.004566264,0.010170915
"593",1,0,1301,666,0.005713733,0.010170915
"594",7,1,1302,666,0.019994368,0.010170915
"595",10,0,730,666,4.660423644,0.010170915
"596",26,0,730,666,4.660423644,0.010170915
"597",1,0,1304,666,0.04422961,0.010170915
"598",10,1,1307,666,0.038228038,0.010170915
"599",7,1,1308,666,0.022237454,0.010170915
