"","food.web","interaction","consumer","resource","pred_mass","prey_mass"
"4448",30,0,1279,771,0.006166226,17.68597554
"4449",31,1,728,771,5.282778905,17.68597554
"4450",30,1,730,771,4.660423644,17.68597554
"4451",22,1,731,771,1.784674203,17.68597554
"4452",30,1,731,771,1.784674203,17.68597554
"4453",31,0,734,771,0.467175617,17.68597554
"4454",43,0,1344,771,0.014617906,17.68597554
"4455",30,0,1349,771,0.01263181,17.68597554
"4456",22,0,672,771,0.008339618,17.68597554
"4457",31,0,735,771,0.0411443,17.68597554
"4458",30,1,1354,771,2.886337995,17.68597554
"4459",30,0,1355,771,1.667807087,17.68597554
"4460",30,0,1357,771,0.157031297,17.68597554
"4461",22,0,1357,771,0.157031297,17.68597554
"4462",31,0,1357,771,0.157031297,17.68597554
"4463",31,0,1358,771,0.20405683,17.68597554
"4464",22,0,1358,771,0.20405683,17.68597554
"4465",20,0,736,771,0.066043048,17.68597554
"4466",30,0,1360,771,0.203722423,17.68597554
"4467",22,0,1360,771,0.203722423,17.68597554
"4468",20,0,1360,771,0.203722423,17.68597554
"4469",31,0,1360,771,0.203722423,17.68597554
"4470",43,0,1361,771,0.20092927,17.68597554
"4471",20,0,1363,771,4.052368204,17.68597554
"4472",30,0,1366,771,10.92300984,17.68597554
"4473",43,0,1366,771,10.92300984,17.68597554
"4474",22,0,1366,771,10.92300984,17.68597554
"4475",30,1,1368,771,18.71577456,17.68597554
"4476",22,1,1368,771,18.71577456,17.68597554
"4477",31,1,738,771,3.593440061,17.68597554
"4478",22,1,738,771,3.593440061,17.68597554
"4479",20,1,738,771,3.593440061,17.68597554
"4480",30,1,738,771,3.593440061,17.68597554
"4481",30,0,1370,771,0.027032843,17.68597554
"4482",31,0,1371,771,0.018725346,17.68597554
"4483",43,0,1371,771,0.018725346,17.68597554
"4484",31,0,1373,771,0.024195618,17.68597554
"4485",30,0,1374,771,0.019216795,17.68597554
"4486",22,1,739,771,4.253992615,17.68597554
"4487",30,1,739,771,4.253992615,17.68597554
"4488",20,1,739,771,4.253992615,17.68597554
"4489",31,0,1376,771,207.7777778,17.68597554
"4490",43,0,1378,771,921.8518519,17.68597554
"4491",43,0,1379,771,322.6969697,17.68597554
"4492",31,0,1379,771,322.6969697,17.68597554
"4493",22,0,1381,771,2295.738095,17.68597554
"4494",20,0,1382,771,2000.714286,17.68597554
"4495",30,0,1383,771,378.2722222,17.68597554
"4496",22,0,1383,771,378.2722222,17.68597554
"4497",20,0,1383,771,378.2722222,17.68597554
"4498",30,0,1384,771,2.292382689,17.68597554
"4499",22,0,1384,771,2.292382689,17.68597554
"4500",31,0,1384,771,2.292382689,17.68597554
"4501",20,1,740,771,5.906475701,17.68597554
"4502",30,1,740,771,5.906475701,17.68597554
"4503",22,1,740,771,5.906475701,17.68597554
"4504",30,0,1385,771,0.40419154,17.68597554
"4505",22,0,1385,771,0.40419154,17.68597554
"4506",31,0,1385,771,0.40419154,17.68597554
"4507",20,0,1385,771,0.40419154,17.68597554
"4508",30,0,1388,771,31.92465833,17.68597554
"4509",22,0,1390,771,0.194266569,17.68597554
"4510",31,0,1391,771,18.0733868,17.68597554
"4511",30,0,1393,771,1.585562302,17.68597554
"4512",43,0,1394,771,0.220271441,17.68597554
"4513",22,1,741,771,9.968430173,17.68597554
"4514",20,1,741,771,9.968430173,17.68597554
"4515",31,1,742,771,5.111423796,17.68597554
"4516",43,1,742,771,5.111423796,17.68597554
"4517",43,0,1400,771,0.392277052,17.68597554
"4518",31,1,743,771,7.949147891,17.68597554
"4519",31,1,744,771,6.997365444,17.68597554
"4520",30,1,744,771,6.997365444,17.68597554
"4521",22,1,744,771,6.997365444,17.68597554
"4522",30,0,673,771,0.00845225,17.68597554
"4523",43,0,673,771,0.00845225,17.68597554
"4524",20,0,673,771,0.00845225,17.68597554
"4525",20,0,1406,771,185.3578276,17.68597554
"4526",20,0,1407,771,73.5392988,17.68597554
"4527",31,0,1409,771,71.69419206,17.68597554
"4528",20,0,1412,771,39.10112262,17.68597554
"4529",31,0,1412,771,39.10112262,17.68597554
"4530",20,0,746,771,0.02330351,17.68597554
"4531",31,0,746,771,0.02330351,17.68597554
"4532",22,0,1415,771,7.771683899,17.68597554
"4533",20,0,1416,771,3.997226167,17.68597554
"4534",31,0,1416,771,3.997226167,17.68597554
"4535",22,0,1416,771,3.997226167,17.68597554
"4536",30,0,1417,771,2.188587403,17.68597554
"4537",43,0,1417,771,2.188587403,17.68597554
"4538",22,0,1417,771,2.188587403,17.68597554
"4539",22,0,1418,771,1.439063261,17.68597554
"4540",43,0,1418,771,1.439063261,17.68597554
"4541",30,0,1418,771,1.439063261,17.68597554
"4542",30,0,1419,771,192.3524667,17.68597554
"4543",22,0,1419,771,192.3524667,17.68597554
"4544",31,0,1419,771,192.3524667,17.68597554
"4545",30,0,1422,771,125.0120009,17.68597554
"4546",22,0,1422,771,125.0120009,17.68597554
"4547",22,0,1423,771,37.93413801,17.68597554
"4548",30,0,747,771,4.000437241,17.68597554
"4549",22,0,1426,771,184.894,17.68597554
"4550",31,0,1427,771,201.6191248,17.68597554
"4551",31,0,1428,771,10.15704301,17.68597554
"4552",31,0,1430,771,0.519992629,17.68597554
"4553",31,0,1431,771,598.465,17.68597554
"4554",30,1,748,771,27.92691152,17.68597554
"4555",22,0,1435,771,79.86371867,17.68597554
"4556",22,0,1438,771,0.232019304,17.68597554
"4557",31,0,1442,771,141.95807,17.68597554
"4558",31,0,1445,771,173.8216667,17.68597554
"4559",22,0,1449,771,436.485,17.68597554
"4560",22,0,1451,771,4.843954957,17.68597554
"4561",31,0,1451,771,4.843954957,17.68597554
"4562",31,0,1453,771,12.76612844,17.68597554
"4563",22,0,1457,771,27.96034088,17.68597554
"4564",20,0,1458,771,NA,17.68597554
"4565",22,0,1458,771,NA,17.68597554
"4566",31,0,1458,771,NA,17.68597554
"4567",43,0,1458,771,NA,17.68597554
"4568",22,1,1459,771,178.420123,17.68597554
"4569",30,1,1459,771,178.420123,17.68597554
"4570",31,1,1459,771,178.420123,17.68597554
"4571",31,1,751,771,543.6915667,17.68597554
"4572",22,1,1460,771,427.2114987,17.68597554
"4573",31,1,1460,771,427.2114987,17.68597554
"4574",30,1,1460,771,427.2114987,17.68597554
"4575",22,0,1461,771,29.57776998,17.68597554
"4576",31,0,1461,771,29.57776998,17.68597554
"4577",31,0,1464,771,5.330532177,17.68597554
"4578",30,1,1465,771,623.3199166,17.68597554
"4579",22,1,1468,771,518.2592395,17.68597554
"4580",31,0,1469,771,3.922111173,17.68597554
"4581",22,0,1470,771,10.45723676,17.68597554
"4582",43,0,1471,771,7.247948787,17.68597554
"4583",31,0,1471,771,7.247948787,17.68597554
"4584",22,0,1471,771,7.247948787,17.68597554
"4585",30,0,1472,771,16.71807307,17.68597554
"4586",22,0,1472,771,16.71807307,17.68597554
"4587",31,0,1474,771,11.24115215,17.68597554
"4588",31,1,1475,771,65.97107685,17.68597554
"4589",20,0,1476,771,10.99221551,17.68597554
"4590",22,1,753,771,38.17262306,17.68597554
"4591",43,1,1485,771,110.875648,17.68597554
"4592",31,1,754,771,238.2602732,17.68597554
"4593",43,0,1496,771,8.09943051,17.68597554
"4594",22,0,1504,771,3.1544008,17.68597554
"4595",30,0,1504,771,3.1544008,17.68597554
"4596",31,0,1504,771,3.1544008,17.68597554
"4597",22,0,1505,771,1.742811796,17.68597554
"4598",31,0,1505,771,1.742811796,17.68597554
"4599",20,0,1505,771,1.742811796,17.68597554
"4600",22,0,1510,771,9.576654112,17.68597554
"4601",31,0,1511,771,4.02501333,17.68597554
"4602",31,0,1512,771,1003.329615,17.68597554
"4603",20,0,1512,771,1003.329615,17.68597554
"4604",30,0,1512,771,1003.329615,17.68597554
"4605",22,0,1512,771,1003.329615,17.68597554
"4606",43,1,1513,771,6.669259376,17.68597554
"4607",22,1,1513,771,6.669259376,17.68597554
"4608",31,1,1513,771,6.669259376,17.68597554
"4609",31,0,1517,771,4.962887456,17.68597554
"4610",30,0,1517,771,4.962887456,17.68597554
"4611",22,0,1517,771,4.962887456,17.68597554
"4612",22,0,1518,771,14.6936739,17.68597554
"4613",30,0,1518,771,14.6936739,17.68597554
"4614",31,0,1520,771,3.132980401,17.68597554
"4615",30,0,1520,771,3.132980401,17.68597554
"4616",22,1,1521,771,30.7053661,17.68597554
"4617",22,0,1524,771,1.997645253,17.68597554
"4618",20,0,1526,771,3.831576676,17.68597554
"4619",30,0,1526,771,3.831576676,17.68597554
"4620",30,0,1527,771,3.178051275,17.68597554
"4621",22,0,1531,771,1.820737315,17.68597554
"4622",30,0,1531,771,1.820737315,17.68597554
"4623",31,0,1532,771,4.189325095,17.68597554
"4624",31,1,1533,771,86.65949746,17.68597554
"4625",43,0,1541,771,8.812523822,17.68597554
"4626",30,0,1545,771,3.308775704,17.68597554
"4627",22,0,1549,771,3.001519396,17.68597554
"4628",20,1,1550,771,30.69857014,17.68597554
"4629",30,1,762,771,142.7955738,17.68597554
"4630",22,1,1553,771,77.27739074,17.68597554
"4631",22,1,1554,771,161.7493448,17.68597554
"4632",43,0,1556,771,15.68246457,17.68597554
"4633",43,0,1562,771,3.308775704,17.68597554
"4634",43,1,1563,771,41.92098239,17.68597554
"4635",43,0,1564,771,12.89523469,17.68597554
"4636",24,0,765,772,7.418932388,9.457605612
"4637",24,0,768,772,14.26802965,9.457605612
"4638",27,0,769,772,2.73111602,9.457605612
"4639",24,0,772,772,9.457605612,9.457605612
"4640",27,0,772,772,9.457605612,9.457605612
"4641",24,0,774,772,1.333964254,9.457605612
"4642",27,0,776,772,11.60101425,9.457605612
"4643",24,0,778,772,0.471002361,9.457605612
"4644",27,0,778,772,0.471002361,9.457605612
"4645",27,0,780,772,7.401825263,9.457605612
"4646",27,0,782,772,0.875669041,9.457605612
"4647",27,0,784,772,0.283672179,9.457605612
"4648",27,0,785,772,2.114100662,9.457605612
"4649",24,0,793,772,0.55058902,9.457605612
"4650",24,0,794,772,0.34998711,9.457605612
"4651",24,0,799,772,0.743497907,9.457605612
"4652",24,0,679,772,0.005410991,9.457605612
"4653",27,0,679,772,0.005410991,9.457605612
"4654",24,0,803,772,1.056938395,9.457605612
"4655",27,0,680,772,0.005410991,9.457605612
"4656",24,0,680,772,0.005410991,9.457605612
"4657",27,0,821,772,1.552368522,9.457605612
"4658",27,0,824,772,8.190922557,9.457605612
"4659",24,1,825,772,12.06814669,9.457605612
"4660",27,1,825,772,12.06814669,9.457605612
"4661",27,1,830,772,9.930466259,9.457605612
"4662",24,0,833,772,1.612679448,9.457605612
"4663",27,0,833,772,1.612679448,9.457605612
"4664",27,0,835,772,0.174151383,9.457605612
"4665",24,0,835,772,0.174151383,9.457605612
"4666",27,0,836,772,1.021355326,9.457605612
"4667",27,0,837,772,2.996785228,9.457605612
"4668",24,0,839,772,0.519894704,9.457605612
"4669",27,0,839,772,0.519894704,9.457605612
"4670",27,0,841,772,1.863227468,9.457605612
"4671",24,0,841,772,1.863227468,9.457605612
"4672",24,0,843,772,1.603524814,9.457605612
"4673",24,0,846,772,5.966948907,9.457605612
"4674",24,0,847,772,8.396656401,9.457605612
"4675",27,0,847,772,8.396656401,9.457605612
"4676",24,0,849,772,1.156146451,9.457605612
"4677",27,0,852,772,1.080163905,9.457605612
"4678",27,1,853,772,19.16277888,9.457605612
"4679",27,0,854,772,0.694884719,9.457605612
"4680",24,0,856,772,1.161098505,9.457605612
"4681",27,0,863,772,0.051034245,9.457605612
"4682",24,0,864,772,0.060859502,9.457605612
"4683",24,0,870,772,0.111700664,9.457605612
"4684",27,0,876,772,0.004797706,9.457605612
"4685",24,0,687,772,0.003268488,9.457605612
"4686",27,0,687,772,0.003268488,9.457605612
"4687",24,0,895,772,0.006461376,9.457605612
"4688",24,0,896,772,0.096192298,9.457605612
"4689",27,0,900,772,0.006118864,9.457605612
"4690",27,0,902,772,0.007037523,9.457605612
"4691",24,0,906,772,0.011640533,9.457605612
"4692",27,0,907,772,0.022838609,9.457605612
"4693",27,0,909,772,0.085350783,9.457605612
"4694",27,0,910,772,0.039537565,9.457605612
"4695",27,0,690,772,0.008992619,9.457605612
"4696",24,0,690,772,0.008992619,9.457605612
"4697",27,0,912,772,0.013359483,9.457605612
"4698",24,0,925,772,0.017886063,9.457605612
"4699",27,0,926,772,0.006027348,9.457605612
"4700",27,0,927,772,0.012200284,9.457605612
"4701",27,0,928,772,0.007124469,9.457605612
"4702",24,0,928,772,0.007124469,9.457605612
"4703",24,0,692,772,0.015176733,9.457605612
"4704",27,0,931,772,607.275641,9.457605612
"4705",24,0,932,772,267.5373016,9.457605612
"4706",27,0,933,772,219.6428571,9.457605612
"4707",27,0,934,772,85.81142857,9.457605612
"4708",27,0,935,772,50,9.457605612
"4709",27,0,693,772,0.014617906,9.457605612
"4710",24,0,693,772,0.014617906,9.457605612
"4711",27,0,942,772,6054.848485,9.457605612
"4712",24,0,942,772,6054.848485,9.457605612
"4713",27,0,943,772,73.33333333,9.457605612
"4714",24,0,953,772,0.049976974,9.457605612
"4715",24,0,956,772,0.024884492,9.457605612
"4716",27,0,956,772,0.024884492,9.457605612
"4717",24,0,960,772,0.007108297,9.457605612
"4718",24,0,963,772,0.035702446,9.457605612
"4719",24,0,965,772,0.015490987,9.457605612
"4720",27,0,965,772,0.015490987,9.457605612
"4721",24,0,970,772,0.011718403,9.457605612
"4722",27,0,697,772,0.00503632,9.457605612
"4723",24,0,979,772,0.016663889,9.457605612
"4724",27,0,980,772,0.025116954,9.457605612
"4725",24,0,981,772,0.000736207,9.457605612
"4726",27,0,981,772,0.000736207,9.457605612
"4727",27,0,989,772,0.00383249,9.457605612
"4728",24,0,991,772,0.009848976,9.457605612
"4729",24,0,993,772,0.084327359,9.457605612
"4730",27,0,993,772,0.084327359,9.457605612
"4731",27,0,996,772,0.008986805,9.457605612
"4732",24,0,996,772,0.008986805,9.457605612
"4733",24,0,997,772,0.015184244,9.457605612
"4734",27,0,997,772,0.015184244,9.457605612
"4735",24,0,999,772,0.015766004,9.457605612
"4736",27,0,1001,772,0.036309018,9.457605612
"4737",27,0,1002,772,0.012175164,9.457605612
"4738",24,0,1002,772,0.012175164,9.457605612
"4739",27,0,1009,772,0.06804585,9.457605612
"4740",27,0,1011,772,0.111057388,9.457605612
"4741",27,0,1013,772,0.014898297,9.457605612
"4742",24,0,1015,772,0.00477167,9.457605612
"4743",24,0,1023,772,0.463400479,9.457605612
"4744",27,0,1023,772,0.463400479,9.457605612
"4745",24,0,1029,772,0.009848976,9.457605612
"4746",27,0,1029,772,0.009848976,9.457605612
"4747",27,0,1030,772,0.013517378,9.457605612
"4748",24,0,1034,772,10.51145177,9.457605612
"4749",27,0,1034,772,10.51145177,9.457605612
"4750",24,0,1035,772,5.468270892,9.457605612
"4751",27,0,703,772,0.014617906,9.457605612
"4752",24,0,703,772,0.014617906,9.457605612
"4753",27,0,1041,772,4.688650168,9.457605612
"4754",24,0,704,772,0.014617906,9.457605612
"4755",27,0,1049,772,16.62764416,9.457605612
"4756",27,0,1053,772,0.201582231,9.457605612
"4757",27,0,1055,772,63.822,9.457605612
"4758",27,0,669,772,0.00595572,9.457605612
"4759",24,0,705,772,0.002406192,9.457605612
"4760",27,0,705,772,0.002406192,9.457605612
"4761",24,0,1060,772,0,9.457605612
"4762",27,0,1060,772,0,9.457605612
"4763",27,0,1061,772,0,9.457605612
"4764",24,0,1061,772,0,9.457605612
"4765",27,0,1062,772,0.000225,9.457605612
"4766",24,0,1062,772,0.000225,9.457605612
"4767",27,0,1063,772,0.000225,9.457605612
"4768",24,0,1063,772,0.000225,9.457605612
"4769",27,0,1064,772,0.000225,9.457605612
"4770",24,0,1064,772,0.000225,9.457605612
"4771",27,0,1065,772,0.000225,9.457605612
"4772",24,0,1065,772,0.000225,9.457605612
"4773",27,0,1066,772,0.000225,9.457605612
"4774",24,0,1066,772,0.000225,9.457605612
"4775",27,0,1067,772,9.5e-13,9.457605612
"4776",24,0,1067,772,9.5e-13,9.457605612
"4777",27,0,1068,772,1e-05,9.457605612
"4778",24,0,1068,772,1e-05,9.457605612
"4779",27,0,1069,772,1e-05,9.457605612
"4780",24,0,1069,772,1e-05,9.457605612
"4781",24,0,1070,772,1e-05,9.457605612
"4782",27,0,1070,772,1e-05,9.457605612
"4783",24,0,1072,772,1e-04,9.457605612
"4784",27,0,1072,772,1e-04,9.457605612
"4785",24,0,707,772,0.00873352,9.457605612
"4786",27,0,1128,772,4.55682843,9.457605612
"4787",24,0,713,772,0.005103613,9.457605612
"4788",27,0,713,772,0.005103613,9.457605612
"4789",24,0,1141,772,6.17,9.457605612
"4790",27,0,1141,772,6.17,9.457605612
"4791",24,0,714,772,0.005103613,9.457605612
"4792",24,0,715,772,0.005103613,9.457605612
"4793",24,0,716,772,0.004747429,9.457605612
"4794",27,1,1198,772,141.1591498,9.457605612
"4795",24,1,1198,772,141.1591498,9.457605612
"4796",24,0,1233,772,0.622870179,9.457605612
"4797",24,1,723,772,3.348347366,9.457605612
"4798",27,1,723,772,3.348347366,9.457605612
"4799",27,0,1238,772,3.435355456,9.457605612
"4800",27,1,724,772,0.951285814,9.457605612
"4801",27,1,726,772,7.029911632,9.457605612
"4802",27,0,1279,772,0.006166226,9.457605612
"4803",24,0,1279,772,0.006166226,9.457605612
"4804",24,1,730,772,4.660423644,9.457605612
"4805",27,1,731,772,1.784674203,9.457605612
"4806",27,1,732,772,6.53721251,9.457605612
"4807",24,0,734,772,0.467175617,9.457605612
"4808",27,0,735,772,0.0411443,9.457605612
"4809",24,0,1357,772,0.157031297,9.457605612
"4810",24,0,1358,772,0.20405683,9.457605612
"4811",27,0,1358,772,0.20405683,9.457605612
"4812",27,0,736,772,0.066043048,9.457605612
"4813",24,0,1360,772,0.203722423,9.457605612
"4814",27,0,1360,772,0.203722423,9.457605612
"4815",27,0,1363,772,4.052368204,9.457605612
"4816",27,1,738,772,3.593440061,9.457605612
"4817",24,1,738,772,3.593440061,9.457605612
"4818",24,0,1370,772,0.027032843,9.457605612
"4819",27,0,1371,772,0.018725346,9.457605612
"4820",27,1,739,772,4.253992615,9.457605612
"4821",24,1,739,772,4.253992615,9.457605612
"4822",24,0,1381,772,2295.738095,9.457605612
"4823",24,0,1383,772,378.2722222,9.457605612
"4824",24,0,1384,772,2.292382689,9.457605612
"4825",27,0,1384,772,2.292382689,9.457605612
"4826",27,1,740,772,5.906475701,9.457605612
"4827",24,0,1385,772,0.40419154,9.457605612
"4828",27,0,1386,772,1.396167973,9.457605612
"4829",24,0,1388,772,31.92465833,9.457605612
"4830",27,1,742,772,5.111423796,9.457605612
"4831",24,1,742,772,5.111423796,9.457605612
"4832",27,1,743,772,7.949147891,9.457605612
"4833",24,1,744,772,6.997365444,9.457605612
"4834",27,1,744,772,6.997365444,9.457605612
"4835",27,0,673,772,0.00845225,9.457605612
"4836",27,0,746,772,0.02330351,9.457605612
"4837",24,0,746,772,0.02330351,9.457605612
"4838",24,0,1416,772,3.997226167,9.457605612
"4839",24,0,1417,772,2.188587403,9.457605612
"4840",24,0,1419,772,192.3524667,9.457605612
"4841",24,0,1422,772,125.0120009,9.457605612
"4842",24,0,1426,772,184.894,9.457605612
"4843",24,0,1428,772,10.15704301,9.457605612
"4844",24,0,1433,772,24.60864314,9.457605612
"4845",24,0,1434,772,6.715285372,9.457605612
"4846",27,0,1434,772,6.715285372,9.457605612
"4847",24,0,1435,772,79.86371867,9.457605612
"4848",24,0,1438,772,0.232019304,9.457605612
"4849",27,0,1441,772,278.3054358,9.457605612
"4850",24,0,1443,772,261.1878458,9.457605612
"4851",24,0,1444,772,435.1096458,9.457605612
"4852",24,0,1451,772,4.843954957,9.457605612
"4853",24,0,1453,772,12.76612844,9.457605612
"4854",24,0,1455,772,6.092828659,9.457605612
"4855",27,0,1455,772,6.092828659,9.457605612
"4856",24,0,1458,772,NA,9.457605612
"4857",27,0,1458,772,NA,9.457605612
"4858",27,1,1459,772,178.420123,9.457605612
"4859",27,1,1460,772,427.2114987,9.457605612
"4860",24,0,1461,772,29.57776998,9.457605612
"4861",24,1,1462,772,22.69424237,9.457605612
"4862",24,0,1464,772,5.330532177,9.457605612
"4863",27,1,752,772,131.0653766,9.457605612
"4864",24,0,674,772,0.005103613,9.457605612
"4865",27,0,1504,772,3.1544008,9.457605612
"4866",24,0,1504,772,3.1544008,9.457605612
"4867",27,0,1505,772,1.742811796,9.457605612
"4868",24,0,1505,772,1.742811796,9.457605612
"4869",24,0,1506,772,10.36599583,9.457605612
"4870",27,0,1506,772,10.36599583,9.457605612
"4871",27,0,1508,772,3.204920358,9.457605612
"4872",24,0,1512,772,1003.329615,9.457605612
"4873",27,0,1512,772,1003.329615,9.457605612
"4874",27,1,1513,772,6.669259376,9.457605612
"4875",24,1,1513,772,6.669259376,9.457605612
"4876",24,0,1516,772,9.143081497,9.457605612
"4877",24,0,1517,772,4.962887456,9.457605612
"4878",27,0,1517,772,4.962887456,9.457605612
"4879",27,1,1518,772,14.6936739,9.457605612
"4880",24,1,1518,772,14.6936739,9.457605612
"4881",24,1,1521,772,30.7053661,9.457605612
"4882",27,0,1526,772,3.831576676,9.457605612
"4883",24,0,1526,772,3.831576676,9.457605612
"4884",24,0,1527,772,3.178051275,9.457605612
"4885",27,0,1540,772,4.654898294,9.457605612
"4886",27,0,1541,772,8.812523822,9.457605612
"4887",26,0,666,773,0.010170915,3.631715105
"4888",48,0,666,773,0.010170915,3.631715105
"4889",14,0,666,773,0.010170915,3.631715105
"4890",14,1,765,773,7.418932388,3.631715105
"4891",8,0,766,773,1.385543185,3.631715105
"4892",43,0,770,773,8.260424802,3.631715105
"4893",40,0,770,773,8.260424802,3.631715105
"4894",43,0,771,773,17.68597554,3.631715105
"4895",14,0,773,773,3.631715105,3.631715105
"4896",40,0,773,773,3.631715105,3.631715105
"4897",41,0,773,773,3.631715105,3.631715105
"4898",45,0,773,773,3.631715105,3.631715105
"4899",44,0,773,773,3.631715105,3.631715105
"4900",26,0,773,773,3.631715105,3.631715105
"4901",37,0,773,773,3.631715105,3.631715105
"4902",46,0,773,773,3.631715105,3.631715105
"4903",48,0,773,773,3.631715105,3.631715105
"4904",47,0,773,773,3.631715105,3.631715105
"4905",36,0,773,773,3.631715105,3.631715105
"4906",43,0,773,773,3.631715105,3.631715105
"4907",28,0,773,773,3.631715105,3.631715105
"4908",8,0,773,773,3.631715105,3.631715105
"4909",39,0,773,773,3.631715105,3.631715105
"4910",37,0,774,773,1.333964254,3.631715105
"4911",40,0,774,773,1.333964254,3.631715105
"4912",48,0,774,773,1.333964254,3.631715105
"4913",37,0,676,773,0.006754651,3.631715105
"4914",26,0,676,773,0.006754651,3.631715105
"4915",40,0,776,773,11.60101425,3.631715105
"4916",26,0,776,773,11.60101425,3.631715105
"4917",14,0,776,773,11.60101425,3.631715105
"4918",8,0,778,773,0.471002361,3.631715105
"4919",26,0,778,773,0.471002361,3.631715105
"4920",40,0,778,773,0.471002361,3.631715105
"4921",43,0,778,773,0.471002361,3.631715105
"4922",28,0,778,773,0.471002361,3.631715105
"4923",47,0,778,773,0.471002361,3.631715105
"4924",14,0,778,773,0.471002361,3.631715105
"4925",36,0,778,773,0.471002361,3.631715105
"4926",46,0,778,773,0.471002361,3.631715105
"4927",44,0,778,773,0.471002361,3.631715105
"4928",26,0,779,773,47.28724793,3.631715105
"4929",28,0,780,773,7.401825263,3.631715105
"4930",39,0,780,773,7.401825263,3.631715105
"4931",43,0,782,773,0.875669041,3.631715105
"4932",39,0,782,773,0.875669041,3.631715105
"4933",26,0,782,773,0.875669041,3.631715105
"4934",41,0,782,773,0.875669041,3.631715105
"4935",14,0,782,773,0.875669041,3.631715105
"4936",28,0,782,773,0.875669041,3.631715105
"4937",36,0,782,773,0.875669041,3.631715105
"4938",40,0,782,773,0.875669041,3.631715105
"4939",37,0,782,773,0.875669041,3.631715105
"4940",39,0,783,773,0.184086573,3.631715105
"4941",46,0,783,773,0.184086573,3.631715105
"4942",8,0,783,773,0.184086573,3.631715105
"4943",48,0,783,773,0.184086573,3.631715105
"4944",37,0,783,773,0.184086573,3.631715105
"4945",41,0,783,773,0.184086573,3.631715105
"4946",47,0,783,773,0.184086573,3.631715105
"4947",40,0,783,773,0.184086573,3.631715105
"4948",26,0,677,773,0.005410991,3.631715105
"4949",28,0,786,773,0.513792985,3.631715105
"4950",36,0,789,773,0.326196243,3.631715105
"4951",14,0,789,773,0.326196243,3.631715105
"4952",14,0,790,773,0.392886184,3.631715105
"4953",8,0,791,773,0.456893556,3.631715105
"4954",47,0,791,773,0.456893556,3.631715105
"4955",36,0,791,773,0.456893556,3.631715105
"4956",46,0,791,773,0.456893556,3.631715105
"4957",26,0,678,773,0.005410991,3.631715105
"4958",47,0,794,773,0.34998711,3.631715105
"4959",8,0,794,773,0.34998711,3.631715105
"4960",45,0,794,773,0.34998711,3.631715105
"4961",41,0,794,773,0.34998711,3.631715105
"4962",44,0,794,773,0.34998711,3.631715105
"4963",46,0,794,773,0.34998711,3.631715105
"4964",26,0,795,773,0.065979831,3.631715105
"4965",37,0,796,773,0.746442043,3.631715105
"4966",40,0,796,773,0.746442043,3.631715105
"4967",46,0,797,773,0.690190368,3.631715105
"4968",47,0,797,773,0.690190368,3.631715105
"4969",37,0,797,773,0.690190368,3.631715105
"4970",26,0,797,773,0.690190368,3.631715105
"4971",26,0,798,773,0.426637697,3.631715105
"4972",45,0,799,773,0.743497907,3.631715105
"4973",37,0,799,773,0.743497907,3.631715105
"4974",39,0,799,773,0.743497907,3.631715105
"4975",28,0,799,773,0.743497907,3.631715105
"4976",43,0,799,773,0.743497907,3.631715105
"4977",45,0,800,773,0.175231136,3.631715105
"4978",43,0,800,773,0.175231136,3.631715105
"4979",44,0,800,773,0.175231136,3.631715105
"4980",47,0,800,773,0.175231136,3.631715105
"4981",37,0,800,773,0.175231136,3.631715105
"4982",48,0,800,773,0.175231136,3.631715105
"4983",39,0,800,773,0.175231136,3.631715105
"4984",46,0,800,773,0.175231136,3.631715105
"4985",28,0,679,773,0.005410991,3.631715105
"4986",44,0,679,773,0.005410991,3.631715105
"4987",41,0,679,773,0.005410991,3.631715105
"4988",43,0,679,773,0.005410991,3.631715105
"4989",36,0,679,773,0.005410991,3.631715105
"4990",45,0,679,773,0.005410991,3.631715105
"4991",40,0,679,773,0.005410991,3.631715105
"4992",48,0,679,773,0.005410991,3.631715105
"4993",26,0,679,773,0.005410991,3.631715105
"4994",14,0,679,773,0.005410991,3.631715105
"4995",37,0,679,773,0.005410991,3.631715105
"4996",39,0,679,773,0.005410991,3.631715105
"4997",8,0,679,773,0.005410991,3.631715105
"4998",47,0,803,773,1.056938395,3.631715105
"4999",37,0,803,773,1.056938395,3.631715105
"5000",40,0,803,773,1.056938395,3.631715105
"5001",26,0,803,773,1.056938395,3.631715105
"5002",48,0,803,773,1.056938395,3.631715105
"5003",43,0,803,773,1.056938395,3.631715105
"5004",44,0,803,773,1.056938395,3.631715105
"5005",45,0,803,773,1.056938395,3.631715105
"5006",46,0,803,773,1.056938395,3.631715105
"5007",39,0,803,773,1.056938395,3.631715105
"5008",40,0,805,773,1.056938395,3.631715105
"5009",41,0,805,773,1.056938395,3.631715105
"5010",45,0,805,773,1.056938395,3.631715105
"5011",47,0,805,773,1.056938395,3.631715105
"5012",46,0,805,773,1.056938395,3.631715105
"5013",36,0,805,773,1.056938395,3.631715105
"5014",39,0,806,773,0.345256039,3.631715105
"5015",40,0,806,773,0.345256039,3.631715105
"5016",39,0,807,773,2.02802544,3.631715105
"5017",8,1,809,773,22.56244779,3.631715105
"5018",28,1,809,773,22.56244779,3.631715105
"5019",28,1,810,773,3.693546703,3.631715105
"5020",45,1,810,773,3.693546703,3.631715105
"5021",8,0,680,773,0.005410991,3.631715105
