"","ASV","Domain","Phylum","Class","Order","Family","ID_level"
"148","ASV_1290","Eukaryota","Arthropoda","Insecta","Odonata","Libellulidae","Family"
"149","ASV_1358","Eukaryota","Arthropoda","Insecta","Odonata","Libellulidae","Family"
"150","ASV_1562","Eukaryota","Arthropoda","Insecta","Odonata","Libellulidae","Family"
"151","ASV_1735","Eukaryota","Arthropoda","Insecta","Odonata","Libellulidae","Family"
"152","ASV_1736","Eukaryota","Arthropoda","Insecta","Odonata","Libellulidae","Family"
"153","ASV_19","Eukaryota","Arthropoda","Insecta","Odonata","Libellulidae","Family"
"154","ASV_24","Eukaryota","Arthropoda","Insecta","Odonata","Libellulidae","Family"
"155","ASV_495","Eukaryota","Arthropoda","Insecta","Odonata","Libellulidae","Family"
"156","ASV_5","Eukaryota","Arthropoda","Insecta","Odonata","Libellulidae","Family"
"157","ASV_795","Eukaryota","Arthropoda","Insecta","Odonata","Libellulidae","Family"
"158","ASV_803","Eukaryota","Arthropoda","Insecta","Odonata","Libellulidae","Family"
"159","ASV_1018","Eukaryota","Arthropoda","Branchiopoda","Anostraca","Branchipodidae","Family"
"160","ASV_782","Eukaryota","Arthropoda","Branchiopoda","Anostraca","Branchipodidae","Family"
"161","ASV_973","Eukaryota","Arthropoda","Branchiopoda","Anostraca","Branchipodidae","Family"
"162","ASV_455","Eukaryota","Arthropoda","Insecta","Coleoptera","Staphylinidae","Family"
"163","ASV_1664","Eukaryota","Arthropoda","Insecta","Lepidoptera","Crambidae","Family"
"164","ASV_504","Eukaryota","Arthropoda","Insecta","Lepidoptera","Crambidae","Family"
"165","ASV_1187","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"166","ASV_1232","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"167","ASV_1373","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"168","ASV_1684","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"169","ASV_1706","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"170","ASV_447","Eukaryota","Arthropoda","Insecta","Hemiptera","Coccidae","Family"
"171","ASV_1046","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Family"
"172","ASV_180","Eukaryota","Arthropoda","Insecta","Diptera","Platystomatidae","Family"
"173","ASV_243","Eukaryota","Arthropoda","Insecta","Diptera","Platystomatidae","Family"
"174","ASV_26","Eukaryota","Arthropoda","Insecta","Diptera","Platystomatidae","Family"
"175","ASV_486","Eukaryota","Arthropoda","Insecta","Diptera","Platystomatidae","Family"
"176","ASV_562","Eukaryota","Arthropoda","Insecta","Diptera","Platystomatidae","Family"
"177","ASV_569","Eukaryota","Arthropoda","Insecta","Diptera","Platystomatidae","Family"
"178","ASV_855","Eukaryota","Arthropoda","Insecta","Diptera","Platystomatidae","Family"
"179","ASV_1184","Eukaryota","Arthropoda","Insecta","Diptera","Sciaridae","Family"
"180","ASV_1442","Eukaryota","Arthropoda","Insecta","Diptera","Sciaridae","Family"
"181","ASV_1096","Eukaryota","Arthropoda","Insecta","Diptera","Sciaridae","Family"
"182","ASV_326","Eukaryota","Arthropoda","Insecta","Thysanoptera","Thripidae","Family"
"183","ASV_115","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"184","ASV_13","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"185","ASV_1630","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"186","ASV_1685","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"187","ASV_251","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"188","ASV_309","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"189","ASV_313","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"190","ASV_330","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"191","ASV_331","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"192","ASV_381","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"193","ASV_615","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"194","ASV_726","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"195","ASV_8","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"196","ASV_95","Eukaryota","Arthropoda","Arachnida","Araneae","Pholcidae","Family"
"197","ASV_1598","Eukaryota","Arthropoda","Collembola","Symphypleona","Sminthuridae","Family"
"198","ASV_133","Eukaryota","Arthropoda","Chilopoda","Geophilomorpha","Himantariidae","Family"
"199","ASV_538","Eukaryota","Arthropoda","Chilopoda","Geophilomorpha","Himantariidae","Family"
"200","ASV_681","Eukaryota","Arthropoda","Insecta","Diptera","Limoniidae","Family"
"201","ASV_839","Eukaryota","Chordata","Aves","Pelecaniformes","Sulidae","Family"
"202","ASV_1076","Eukaryota","Arthropoda","Chilopoda","Geophilomorpha","Mecistocephalidae","Family"
"203","ASV_1161","Eukaryota","Arthropoda","Chilopoda","Geophilomorpha","Mecistocephalidae","Family"
"204","ASV_15","Eukaryota","Arthropoda","Chilopoda","Geophilomorpha","Mecistocephalidae","Family"
"205","ASV_28","Eukaryota","Arthropoda","Chilopoda","Geophilomorpha","Mecistocephalidae","Family"
"206","ASV_38","Eukaryota","Arthropoda","Chilopoda","Geophilomorpha","Mecistocephalidae","Family"
"207","ASV_544","Eukaryota","Arthropoda","Chilopoda","Geophilomorpha","Mecistocephalidae","Family"
"208","ASV_667","Eukaryota","Arthropoda","Chilopoda","Geophilomorpha","Mecistocephalidae","Family"
"209","ASV_49","Eukaryota","Arthropoda","Insecta","Dermaptera","Anisolabididae","Family"
"210","ASV_425","Eukaryota","Arthropoda","Insecta","Diptera","Stratiomyidae","Family"
"211","ASV_1609","Eukaryota","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Family"
"212","ASV_96","Eukaryota","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Family"
"213","ASV_1078","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"214","ASV_271","Eukaryota","Chordata","Reptilia","Squamata","Gekkonidae","Family"
"215","ASV_716","Eukaryota","Arthropoda","Arachnida","Araneae","Araneidae","Family"
"216","ASV_1419","Eukaryota","Arthropoda","Insecta","Blattodea","Blattidae","Family"
"217","ASV_654","Eukaryota","Arthropoda","Insecta","Blattodea","Blattidae","Family"
"218","ASV_91","Eukaryota","Arthropoda","Insecta","Blattodea","Blattidae","Family"
"219","ASV_924","Eukaryota","Arthropoda","Insecta","Blattodea","Blattidae","Family"
"220","ASV_1490","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"221","ASV_1491","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"222","ASV_515","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"223","ASV_628","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"224","ASV_778","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"225","ASV_850","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"226","ASV_932","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"227","ASV_784","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"228","ASV_1516","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Suidasiidae","Family"
"229","ASV_682","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Suidasiidae","Family"
"230","ASV_14","Eukaryota","Arthropoda","Arachnida","Araneae","Theridiidae","Family"
"231","ASV_618","Eukaryota","Arthropoda","Arachnida","Araneae","Theridiidae","Family"
"232","ASV_793","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Acaridae","Family"
"233","ASV_124","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Family"
"234","ASV_1413","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Family"
"235","ASV_1517","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Family"
"236","ASV_1637","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Family"
"237","ASV_201","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Family"
"238","ASV_286","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Family"
"239","ASV_36","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Family"
"240","ASV_612","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Family"
"241","ASV_64","Eukaryota","Arthropoda","Insecta","Orthoptera","Acrididae","Family"
"242","ASV_488","Eukaryota","Arthropoda","Insecta","Diptera","Agromyzidae","Family"
"243","ASV_1678","Eukaryota","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Family"
"244","ASV_958","Eukaryota","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Family"
"245","ASV_1141","Eukaryota","Arthropoda","Collembola","Symphypleona","Bourletiellidae","Family"
"246","ASV_1204","Eukaryota","Arthropoda","Insecta","Diptera","Cecidomyiidae","Family"
"247","ASV_298","Eukaryota","Arthropoda","Insecta","Diptera","Chloropidae","Family"
"248","ASV_902","Eukaryota","Arthropoda","Insecta","Diptera","Chloropidae","Family"
"249","ASV_148","Eukaryota","Arthropoda","Insecta","Blattodea","Ectobiidae","Family"
"250","ASV_191","Eukaryota","Arthropoda","Insecta","Blattodea","Ectobiidae","Family"
"251","ASV_319","Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Family"
"252","ASV_1440","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"253","ASV_52","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"254","ASV_607","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Family"
"255","ASV_1165","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Family"
"256","ASV_1257","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Family"
"257","ASV_1679","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Family"
"258","ASV_164","Eukaryota","Arthropoda","Insecta","Psocoptera","Lepidopsocidae","Family"
"259","ASV_552","Eukaryota","Arthropoda","Insecta","Psocoptera","Lepidopsocidae","Family"
"260","ASV_400","Eukaryota","Arthropoda","Insecta","Diptera","Limoniidae","Family"
"261","ASV_1671","Eukaryota","Arthropoda","Insecta","Hemiptera","Pseudococcidae","Family"
"262","ASV_1022","Eukaryota","Arthropoda","Insecta","Diptera","Sciaridae","Family"
"263","ASV_1346","Eukaryota","Arthropoda","Insecta","Diptera","Sciaridae","Family"
"264","ASV_151","Eukaryota","Arthropoda","Insecta","Diptera","Sciaridae","Family"
"265","ASV_245","Eukaryota","Arthropoda","Insecta","Diptera","Sciaridae","Family"
"266","ASV_1","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"267","ASV_1017","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"268","ASV_1035","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"269","ASV_1083","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"270","ASV_1086","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"271","ASV_113","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"272","ASV_117","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"273","ASV_118","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"274","ASV_1194","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"275","ASV_1202","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"276","ASV_1237","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"277","ASV_1297","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"278","ASV_132","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"279","ASV_1326","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"280","ASV_1331","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"281","ASV_1418","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"282","ASV_149","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"283","ASV_1511","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"284","ASV_1524","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"285","ASV_1526","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"286","ASV_1529","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"287","ASV_154","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"288","ASV_155","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"289","ASV_156","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"290","ASV_1581","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"291","ASV_1633","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"292","ASV_1638","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"293","ASV_1642","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"294","ASV_1648","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
"295","ASV_190","Eukaryota","Arthropoda","Arachnida","Araneae","Sparassidae","Family"
