Group,Collection_Method,Plant,Date_Collected,Island,Site,Working_Name,Species_Name,Stage,Sex,Length_mm,Width_mm,Height_mm,Shape,Pi,Volume_mm3,Volume_ml,Mass_g,Mass_mg,Total_Mass_mg,Difference_Mass_Wieght,Femur.length.mm,Femur.width.mm,Femur.height.mm,Tibia.length.mm,Tibia.width.mm,Tibia.height.mm,Scale_Weight_mg,Scale,Box.Number,Column,Row,Notes,Measurer,Femur_Vol_mm3,Femur_Vol_ml,Femur_Mass_g,Femur_Mass_mg,Tibia_Vol_mm3,Tibia_Vol_ml,Tibia_Mass_g,Tibia_Mass_mg
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8,3.5,0.9,Rectangular_Prism,3.141592,25.2,0.0252,0.02772,27.72,27.72,14,,,,,,,32.1,Micro,2,C,2,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.1,2.9,0.25,Rectangular_Prism,3.141592,5.8725,0.0058725,0.00645975,6.45975,6.45975,44,,,,,,,11.566,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.1,4.3,0.8,Rectangular_Prism,3.141592,27.864,0.027864,0.0306504,30.6504,30.6504,4,,,,,,,31.9,Micro,3,J,9,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.1,3.5,1,Rectangular_Prism,3.141592,28.35,0.02835,0.031185,31.185,31.185,-11,,,,,,,28.18,Micro,1,J,8,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.2,4.1,0.3,Rectangular_Prism,3.141592,10.086,0.010086,0.0110946,11.0946,11.0946,37,,,,,,,17.64,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.2,3.9,1,Rectangular_Prism,3.141592,31.98,0.03198,0.035178,35.178,35.178,34,,,,,,,53.3,Micro,2,F,1,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.2,3.4,0.7,Rectangular_Prism,3.141592,19.516,0.019516,0.0214676,21.4676,21.4676,18,,,,,,,26.15,Micro,1,G,2,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.4,3.8,0.3,Rectangular_Prism,3.141592,9.576,0.009576,0.0105336,10.5336,10.5336,25,,,,,,,14.02,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.4,3.6,0.3,Rectangular_Prism,3.141592,9.072,0.009072,0.0099792,9.9792,9.9792,30,,,,,,,14.257,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.4,4.7,2.3,Rectangular_Prism,3.141592,90.804,0.090804,0.0998844,99.8844,99.8844,-200,,,,,,,33.3162,Micro,3,B,8,,RY,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.5,4,0.6,Rectangular_Prism,3.141592,20.4,0.0204,0.02244,22.44,22.44,27,,,,,,,30.67,Micro,2,E,5,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.5,3.5,0.4,Rectangular_Prism,3.141592,11.9,0.0119,0.01309,13.09,13.09,1,,,,,,,13.2,Micro,4,C,3,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.5,4.5,1.5,Rectangular_Prism,3.141592,57.375,0.057375,0.0631125,63.1125,63.1125,-82,,,,,,,34.6,Micro,2,F,1,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.7,3.1,0.3,Rectangular_Prism,3.141592,8.091,0.008091,0.0089001,8.9001,8.9001,40,,,,,,,14.831,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,8.8,4.3,1,Rectangular_Prism,3.141592,37.84,0.03784,0.041624,41.624,41.624,15,,,,,,,49,Micro,1,P,1,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9,4.7,1,Rectangular_Prism,3.141592,42.3,0.0423,0.04653,46.53,46.53,-20,,,,,,,38.917,Micro,2,E,5,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9,4,1.3,Rectangular_Prism,3.141592,46.8,0.0468,0.05148,51.48,51.48,-3,,,,,,,50.094,Micro,2,F,1,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9,4.5,1.2,Rectangular_Prism,3.141592,48.6,0.0486,0.05346,53.46,53.46,-43,,,,,,,37.38,Micro,2,F,1,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9,4,1,Rectangular_Prism,3.141592,36,0.036,0.0396,39.6,39.6,0,,,,,,,39.445,Micro,2,F,1,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9,3,1,Rectangular_Prism,3.141592,27,0.027,0.0297,29.7,29.7,-2,,,,,,,29.17,Micro,2,C,2,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,9,4,1.3,Rectangular_Prism,3.141592,46.8,0.0468,0.05148,51.48,51.48,-145,,,,,,,21.04,Micro,4,J,7,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,9,4,2.3,Rectangular_Prism,3.141592,82.8,0.0828,0.09108,91.08,91.08,-133,,,,,,,39.06,Micro,3,N,3,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.1,4.2,0.35,Rectangular_Prism,3.141592,13.377,0.013377,0.0147147,14.7147,14.7147,41,,,,,,,25.142,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,9.1,4.3,1,Rectangular_Prism,3.141592,39.13,0.03913,0.043043,43.043,43.043,-163,,,,,,,16.36,Micro,4,C,3,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.1,4,1,Rectangular_Prism,3.141592,36.4,0.0364,0.04004,40.04,40.04,12,,,,,,,45.35,Micro,1,P,1,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.2,3.9,0.3,Rectangular_Prism,3.141592,10.764,0.010764,0.0118404,11.8404,11.8404,49,,,,,,,23.401,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.2,4,0.8,Rectangular_Prism,3.141592,29.44,0.02944,0.032384,32.384,32.384,-40,,,,,,,23.1,Micro,2,F,1,,IH,,,,,,,,
Blattodea,Fogging,PF,7-Sep-16,Cooper,PF2,Megamareta.sp.adult,Megamareta_sp_1,Adult,,9.2,4.5,1.5,Rectangular_Prism,3.141592,62.1,0.0621,0.06831,68.31,68.31,-71,,,,,,,40,big scale,3,M,9,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Instars_VI_VII,,9.3,4,1.5,Rectangular_Prism,3.141592,55.8,0.0558,0.06138,61.38,61.38,-66,,,,,,,37.054,Micro,2,F,1,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.3,4,0.8,Rectangular_Prism,3.141592,29.76,0.02976,0.032736,32.736,32.736,4,,,,,,,34.1,Micro,2,F,1,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.4,3.5,1.1,Rectangular_Prism,3.141592,36.19,0.03619,0.039809,39.809,39.809,-2,,,,,,,39.1,Micro,2,F,1,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.5,3.5,1,Rectangular_Prism,3.141592,33.25,0.03325,0.036575,36.575,36.575,-56,,,,,,,23.38,Micro,2,C,2,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,9.5,4.5,1.7,Rectangular_Prism,3.141592,72.675,0.072675,0.0799425,79.9425,79.9425,-104,,,,,,,39.25,Micro,1,C,6,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,9.5,4.1,1.5,Rectangular_Prism,3.141592,58.425,0.058425,0.0642675,64.2675,64.2675,-77,,,,,,,36.35,Micro,2,D,8,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.6,3.8,0.3,Rectangular_Prism,3.141592,10.944,0.010944,0.0120384,12.0384,12.0384,41,,,,,,,20.413,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.6,4,0.3,Rectangular_Prism,3.141592,11.52,0.01152,0.012672,12.672,12.672,11,,,,,,,14.219,Micro,2,F,2,,KP,,,,,,,,
Blattodea,Fogging,PF,7-Sep-16,Cooper,PF2,Megamareta.sp.adult,Megamareta_sp_1,Adult,,9.7,4.2,2,Rectangular_Prism,3.141592,81.48,0.08148,0.089628,89.628,89.628,-124,,,,,,,40,big scale,3,M,9,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.8,4.5,0.3,Rectangular_Prism,3.141592,13.23,0.01323,0.014553,14.553,14.553,36,,,,,,,22.705,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.8-10mm,Megamareta_sp_1,Adult,,9.9,4.3,1.3,Rectangular_Prism,3.141592,55.341,0.055341,0.0608751,60.8751,60.8751,-12,,,,,,,54.3,Micro,1,H,1,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,10,4.8,1.4,Rectangular_Prism,3.141592,67.2,0.0672,0.07392,73.92,73.92,-75,,,,,,,42.3,Micro,1,O,6,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,10,4,2,Rectangular_Prism,3.141592,80,0.08,0.088,88,88,-165,,,,,,,33.15,Micro,2,A,4,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,10.2,4,0.3,Rectangular_Prism,3.141592,12.24,0.01224,0.013464,13.464,13.464,47,,,,,,,25.374,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,10.2,5.2,1.5,Rectangular_Prism,3.141592,79.56,0.07956,0.087516,87.516,87.516,-179,,,,,,,31.346,Micro,3,I,8,,AP,,,,,,,,
Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,10.3,4.1,0.3,Rectangular_Prism,3.141592,12.669,0.012669,0.0139359,13.9359,13.9359,47,,,,,,,26.433,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,10.3,3.9,0.45,Rectangular_Prism,3.141592,18.0765,0.0180765,0.01988415,19.88415,19.88415,27,,,,,,,27.251,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,10.3,4,2,Rectangular_Prism,3.141592,82.4,0.0824,0.09064,90.64,90.64,-114,,,,,,,42.26,Micro,4,D,4,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,10.5,4.7,2.6,Rectangular_Prism,3.141592,128.31,0.12831,0.141141,141.141,141.141,-164,,,,,,,53.4,Micro,4,B,5,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,10.5,4.2,1.1,Rectangular_Prism,3.141592,48.51,0.04851,0.053361,53.361,53.361,-16,,,,,,,45.96,Micro,2,C,4,,IH,,,,,,,,
Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,11,6,3,Rectangular_Prism,3.141592,198,0.198,0.2178,217.8,217.8,-385,,,,,,,44.867,Micro,3,I,8,,AP,,,,,,,,
Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,11.1,4,0.3,Rectangular_Prism,3.141592,13.32,0.01332,0.014652,14.652,14.652,30,,,,,,,20.994,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,11.3,4.7,0.3,Rectangular_Prism,3.141592,15.933,0.015933,0.0175263,17.5263,17.5263,34,,,,,,,26.509,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,11.4,4.9,0.35,Rectangular_Prism,3.141592,19.551,0.019551,0.0215061,21.5061,21.5061,10,,,,,,,23.807,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.10-12mm,Megamareta_sp_1,Adult,,11.4,4.5,0.3,Rectangular_Prism,3.141592,15.39,0.01539,0.016929,16.929,16.929,44,,,,,,,30.211,Micro,2,F,2,,KP,,,,,,,,
Blattodea,,,,,,Megamareta.sp.adult,Megamareta_sp_1,Adult,,11.5,4,2.5,Rectangular_Prism,3.141592,115,0.115,0.1265,126.5,126.5,-257,,,,,,,35.42,Micro,3,B,1,,IH,,,,,,,,
Blattodea,,,,,,Balta.notulata.0-2mm,Onchostylus_notulatus,Instars_I_II,,1.2,0.8,0.2,Rectangular_Prism,3.141592,0.192,0.000192,0.0002112,0.2112,0.2112,-118,,,,,,,0.097,Micro,1,L,1,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.0-2mm,Onchostylus_notulatus,Instars_I_II,,1.5,0.8,0.2,Rectangular_Prism,3.141592,0.24,0.00024,0.000264,0.264,0.264,-5,,,,,,,0.252,Micro,3,M,3,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.0-2mm,Onchostylus_notulatus,Instars_I_II,,1.7,1,0.1,Rectangular_Prism,3.141592,0.17,0.00017,0.000187,0.187,0.187,-4,,,,,,,0.18,Micro,1,L,1,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.0-2mm,Onchostylus_notulatus,Instars_I_II,,1.9,1,0.1,Rectangular_Prism,3.141592,0.19,0.00019,0.000209,0.209,0.209,16,,,,,,,0.25,Micro,1,L,1,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2,0.8,0.1,Rectangular_Prism,3.141592,0.16,0.00016,0.000176,0.176,0.176,-22,,,,,,,0.144,Micro,1,H,6,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2,1,0.1,Rectangular_Prism,3.141592,0.2,0.0002,0.00022,0.22,0.22,-36,,,,,,,0.162,Micro,1,H,6,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2,1.5,0.1,Rectangular_Prism,3.141592,0.3,0.0003,0.00033,0.33,0.33,-16,,,,,,,0.285,Micro,1,J,3,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.1,1.2,0.2,Rectangular_Prism,3.141592,0.504,0.000504,0.0005544,0.5544,0.5544,-19,,,,,,,0.465,Micro,1,H,6,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.1,1.8,0.4,Rectangular_Prism,3.141592,1.512,0.001512,0.0016632,1.6632,1.6632,-330,,,,,,,0.387,Micro,4,F,8,,RY,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.4,1.2,0.2,Rectangular_Prism,3.141592,0.576,0.000576,0.0006336,0.6336,0.6336,35,,,,,,,0.974,Micro,1,H,6,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.7,1.9,0.5,Rectangular_Prism,3.141592,2.565,0.002565,0.0028215,2.8215,2.8215,-285,,,,,,,0.7331,Micro,4,D,1,,RY,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.8,1.4,0.2,Rectangular_Prism,3.141592,0.784,0.000784,0.0008624,0.8624,0.8624,-45,,,,,,,0.596,Micro,1,L,1,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,2.9,1,0.2,Rectangular_Prism,3.141592,0.58,0.00058,0.000638,0.638,0.638,52,,,,,,,1.321,Micro,3,M,3,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,3,1.5,0.2,Rectangular_Prism,3.141592,0.9,0.0009,0.00099,0.99,0.99,8,,,,,,,1.071,Micro,1,L,1,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,3,1.7,0.4,Rectangular_Prism,3.141592,2.04,0.00204,0.002244,2.244,2.244,-129,,,,,,,0.981,Micro,3,L,9,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,3,1.9,0.25,Rectangular_Prism,3.141592,1.425,0.001425,0.0015675,1.5675,1.5675,#DIV/0!,,,,,,,,Micro,3,L,8,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,3,1.8,0.6,Rectangular_Prism,3.141592,3.24,0.00324,0.003564,3.564,3.564,-238,,,,,,,1.0551,Micro,4,K,6,,RY,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_I_II,,3,1.8,0.5,Rectangular_Prism,3.141592,2.7,0.0027,0.00297,2.97,2.97,-151,,,,,,,1.1837,Micro,3,P,2,"changed height measurement, suspected to be error",RY,,,,,,,,
Blattodea,Fogging,Cocos,15-Sep-16,Paradise,Cocos 2,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.2,1.6,0.4,Rectangular_Prism,3.141592,2.048,0.002048,0.0022528,2.2528,2.2528,#DIV/0!,,,,,,,,,3,C,1,,KP,will wait for micoscale,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.4,2,0.8,Rectangular_Prism,3.141592,5.44,0.00544,0.005984,5.984,5.984,-155,,,,,,,2.3466,Micro,3,P,2,,RY,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.4,1.9,0.6,Rectangular_Prism,3.141592,3.876,0.003876,0.0042636,4.2636,4.2636,-161,,,,,,,1.6329,Micro,4,I,2,,RY,,,,,,,,
Blattodea,BC,Litter,22-Aug-16,Eastern,PF3,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.4,2.2,0.3,Rectangular_Prism,3.141592,2.244,0.002244,0.0024684,2.4684,2.4684,#DIV/0!,,,,,,,,,4,O,9,,KP,will wait for micoscale,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.5,1.4,0.2,Rectangular_Prism,3.141592,0.98,0.00098,0.001078,1.078,1.078,27,,,,,,,1.474,Micro,3,M,3,,KP,,,,,,,,
Blattodea,Fogging,CN,4-Sep-16,Cocos,CN5,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.5,1.6,0.6,Rectangular_Prism,3.141592,3.36,0.00336,0.003696,3.696,3.696,#DIV/0!,,,,,,,,,6,C,3,will wait for micoscale,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.6,1.9,0.2,Rectangular_Prism,3.141592,1.368,0.001368,0.0015048,1.5048,1.5048,24,,,,,,,1.97,Micro,1,L,1,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.8,1.8,0.2,Rectangular_Prism,3.141592,1.368,0.001368,0.0015048,1.5048,1.5048,-54,,,,,,,0.974,Micro,1,L,1,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.9,2.5,0.9,Rectangular_Prism,3.141592,8.775,0.008775,0.0096525,9.6525,9.6525,-228,,,,,,,2.9451,Micro,3,P,2,,RY,,,,,,,,
Blattodea,,,,,,Balta.notulata.2-4mm,Onchostylus_notulatus,Instars_III_IV_V,,3.9,2.9,0.7,Rectangular_Prism,3.141592,7.917,0.007917,0.0087087,8.7087,8.7087,-252,,,,,,,2.4747,Micro,4,F,8,,RY,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4,1.4,0.2,Rectangular_Prism,3.141592,1.12,0.00112,0.001232,1.232,1.232,15,,,,,,,1.447,Micro,3,P,8,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.1,1.8,0.2,Rectangular_Prism,3.141592,1.476,0.001476,0.0016236,1.6236,1.6236,49,,,,,,,3.17,Micro,1,J,6,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.2,1.9,0.2,Rectangular_Prism,3.141592,1.596,0.001596,0.0017556,1.7556,1.7556,48,,,,,,,3.407,Micro,3,L,9,,KP,,,,,,,,
Blattodea,,,,,,Balta.Notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.2,1.4,0.3,Rectangular_Prism,3.141592,1.764,0.001764,0.0019404,1.9404,1.9404,-114,,,,,,,0.905,Micro,3,A,3,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.3,2.2,0.2,Rectangular_Prism,3.141592,1.892,0.001892,0.0020812,2.0812,2.0812,53,,,,,,,4.386,Micro,1,J,6,,KP,,,,,,,,
Blattodea,,,,,,Balta.Notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.3,1.7,0.3,Rectangular_Prism,3.141592,2.193,0.002193,0.0024123,2.4123,2.4123,-18,,,,,,,2.04,Micro,3,C,1,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.4,2.5,0.2,Rectangular_Prism,3.141592,2.2,0.0022,0.00242,2.42,2.42,54,,,,,,,5.211,Micro,1,H,6,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.5,2,0.2,Rectangular_Prism,3.141592,1.8,0.0018,0.00198,1.98,1.98,59,,,,,,,4.878,Micro,1,J,6,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.6,1.7,0.2,Rectangular_Prism,3.141592,1.564,0.001564,0.0017204,1.7204,1.7204,-53,,,,,,,1.122,Micro,4,D,3,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.8,2,0.2,Rectangular_Prism,3.141592,1.92,0.00192,0.002112,2.112,2.112,44,,,,,,,3.805,Micro,3,M,3,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.9,2,0.2,Rectangular_Prism,3.141592,1.96,0.00196,0.002156,2.156,2.156,60,,,,,,,5.411,Micro,1,J,6,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,4.9,3,0.6,Rectangular_Prism,3.141592,8.82,0.00882,0.009702,9.702,9.702,-123,,,,,,,4.3577,Micro,4,C,1,"changed height measurement, suspected to be error",RY,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,5,2.1,0.2,Rectangular_Prism,3.141592,2.1,0.0021,0.00231,2.31,2.31,64,,,,,,,6.413,Micro,3,K,7,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,5,3,0.5,Rectangular_Prism,3.141592,7.5,0.0075,0.00825,8.25,8.25,-123,,,,,,,3.704,Micro,1,H,6,"changed height measurement, suspected to be error",KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,5.1,2.9,0.4,Rectangular_Prism,3.141592,5.916,0.005916,0.0065076,6.5076,6.5076,-13,,,,,,,5.7716,Micro,4,L,5,"changed height measurement, suspected to be error",RY,,,,,,,,
Blattodea,,,,,,Balta.Notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,5.2,2,0.4,Rectangular_Prism,3.141592,4.16,0.00416,0.004576,4.576,4.576,-38,,,,,,,3.313,Micro,3,A,3,,KP,,,,,,,,
Blattodea,,,,,,Balta.Notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,5.5,2.4,0.3,Rectangular_Prism,3.141592,3.96,0.00396,0.004356,4.356,4.356,-32,,,,,,,3.291,Micro,3,C,1,,KP,,,,,,,,
Blattodea,,,,,,Balta.notulata.4-6mm,Onchostylus_notulatus,Instars_III_IV_V,,6,2,1,Rectangular_Prism,3.141592,12,0.012,0.0132,13.2,13.2,-231,,,,,,,3.99,Micro,1,K,1,,RY,,,,,,,,
Blattodea,Fogging,CN,28-Sep-16,Cooper,CN1 Fog,Balta.notulata.adult,Onchostylus_notulatus,Instars_III_IV_V,,6,2.1,0.6,Rectangular_Prism,3.141592,7.56,0.00756,0.008316,8.316,8.316,#DIV/0!,,,,,,,,,1,D,1,will wait for micoscale,KP,,,,,,,,
Blattodea,Fogging,CN,26-Sep-16,Kaula,CN5,Periplaneta.americana.0-2mm,Periplaneta_americana,Instars_I_II,,1.7,0.7,0.3,Ellipsoid,3.141592,0.186924724,0.000186924724,0.0002056171964,0.2056171964,0.2056171964,#DIV/0!,,,,,,,,,5,O,4,not sure if actually americana,KP,,,,,,,,
Blattodea,Fogging,Pisonia,10-Sep-16,Cooper,Pisonia 1,Periplaneta.americana.2-4mm,Periplaneta_americana,Instars_I_II,,2.5,0.5,0.3,Ellipsoid,3.141592,0.1963495,0.0001963495,0.00021598445,0.21598445,0.21598445,#DIV/0!,,,,,,,,,5,P,9,skinny megamareta?,KP,,,,,,,,
Blattodea,Fogging,TA,28-Sep-16,Cooper,TA3,Periplaneta.americana.2-4mm,Periplaneta_americana,Instars_I_II,,2.5,0.7,0.3,Ellipsoid,3.141592,0.2748893,0.0002748893,0.00030237823,0.30237823,0.30237823,#DIV/0!,,,,,,,,,6,B,1,skinny megamareta?,KP,,,,,,,,
