,node_id,original_name,node_level,network_id,taxonomy_id,created_at,updated_at,taxonomy.id,taxon_Kingdom,taxon_Class,taxon_Order,taxon_Family,taxonomy.name,taxonomy.ncbi,taxonomy.tsn,taxonomy.eol,taxonomy.bold,taxonomy.gbif,taxonomy.col,taxonomy.rank,taxonomy.created_at,taxonomy.updated_at,taxonomy
1,26147,O. ochripyga larvae,taxon,1544,6702,2019-03-14T19:20:20.138Z,2019-03-14T19:20:20.138Z,6702,Animalia,Insecta,Diptera,Sarcophagidae,Oxysarcodexia ochripyga,NA,151839,729748,NA,1482387,ecab6e2b5e3e9ac27602dad3c2b6e9a4,species,2019-03-14T19:20:05.445Z,2019-06-14T15:27:52.039Z,NA
2,26148,carcass,taxon,1544,5515,2019-03-14T19:20:20.176Z,2019-03-14T19:20:20.176Z,5515,NA,,,,Leporidae,9979,50875,1689,1552,NA,7acccf49da3ce5959dd3f762928f9476,family,2019-03-01T16:05:30.224Z,2019-06-14T15:26:47.481Z,NA
3,26149,Saprinus sp.,taxon,1544,6101,2019-03-14T19:20:20.210Z,2019-03-14T19:20:20.210Z,6101,Animalia,Insecta,Coleoptera,Histeridae,Saprinus,154170,114962,42801,237046,NA,0a6d0bc2f745ffafae800220335fb9a9,genus,2019-03-06T16:46:14.464Z,2019-06-14T15:27:17.907Z,NA
4,26150,S. pennsylvanicus,taxon,1544,6222,2019-03-14T19:20:20.243Z,2019-03-14T19:20:20.243Z,6222,Animalia,Insecta,Coleoptera,Histeridae,Saprinus pennsylvanicus,NA,NA,49769620,489832,NA,NA,NA,2019-03-06T19:20:21.814Z,2019-06-14T15:27:25.433Z,NA
5,26151,Eleodes hispilabris,taxon,1544,6703,2019-03-14T19:20:20.277Z,2019-03-14T19:20:20.277Z,6703,Animalia,Insecta,Coleoptera,Tenebrionidae,Eleodes hispilabris,1902546,NA,3275807,382242,9794554,NA,NA,2019-03-14T19:20:05.502Z,2019-06-14T15:27:52.100Z,NA
6,26152,Boreocanthon lecontei,taxon,1544,6704,2019-03-14T19:20:20.309Z,2019-03-14T19:20:20.309Z,6704,Animalia,Insecta,Coleoptera,Scarabaeidae,Canthon lecontei,NA,927472,1045024,379786,NA,d020e192092d1d7e8482c4984953c26a,species,2019-03-14T19:20:05.548Z,2019-06-14T15:27:52.153Z,NA
7,26154,Euxesta sp.,taxon,1544,5569,2019-03-14T19:20:20.383Z,2019-03-14T19:20:20.383Z,5569,Animalia,Insecta,Diptera,Ulidiidae,Euxesta,286468,120200,54559,470669,NA,aae8e3cd64efd8c4632c59c129b58cc8,genus,2019-03-01T18:22:30.272Z,2019-06-14T15:26:50.278Z,NA
8,26155,Oxysarcodexia ochripyga,taxon,1544,6702,2019-03-14T19:20:20.416Z,2019-03-14T19:20:20.416Z,6702,Animalia,Insecta,Diptera,Sarcophagidae,Oxysarcodexia ochripyga,NA,151839,729748,NA,1482387,ecab6e2b5e3e9ac27602dad3c2b6e9a4,species,2019-03-14T19:20:05.445Z,2019-06-14T15:27:52.039Z,NA
9,26156,Pogonomyrmex desertorum,taxon,1544,6706,2019-03-14T19:20:20.462Z,2019-03-14T19:20:20.462Z,6706,Animalia,Insecta,Hymenoptera,Formicidae,Pogonomyrmex desertorum,144038,581433,449713,101120,1325353,f5def998ba405ef6a6561df80db8fd65,species,2019-03-14T19:20:05.668Z,2019-06-14T15:27:52.204Z,NA
10,26157,P. rugosus,taxon,1544,6707,2019-03-14T19:20:20.496Z,2019-03-14T19:20:20.496Z,6707,Animalia,Insecta,Hymenoptera,Formicidae,Pogonomyrmex rugosus,144042,154236,599620,81296,1325373,98fd83017d9f183b3de24733a2b50ca4,species,2019-03-14T19:20:05.739Z,2019-06-14T15:27:52.253Z,NA
11,26159,Solenopsis xyloni,taxon,1544,6709,2019-03-14T19:20:20.567Z,2019-03-14T19:20:20.567Z,6709,Animalia,Insecta,Hymenoptera,Formicidae,Solenopsis xyloni,310435,154242,599614,83895,5035045,b1036acdf23104e1c811b6ee4c21e630,species,2019-03-14T19:20:05.861Z,2019-06-14T15:27:52.305Z,NA
12,26160,Pheidole sp.,taxon,1544,5545,2019-03-14T19:20:20.602Z,2019-03-14T19:20:20.602Z,5545,Animalia,Insecta,Hymenoptera,Formicidae,Pheidole,190769,154226,32986,2041,NA,d83028cbb56787c62e5d96351093e3f3,genus,2019-03-01T18:22:26.676Z,2019-06-14T15:26:49.290Z,NA
13,26162,Canis latrans,taxon,1544,5451,2019-03-14T19:20:20.675Z,2019-03-14T19:20:20.675Z,5451,Animalia,Mammalia,Carnivora,Canidae,Canis latrans,9614,180599,328608,12513,5219153,04afba115065ca57c2ea8f64fe876579,species,2019-03-01T16:05:26.429Z,2019-06-14T15:26:43.514Z,NA
14,26163,Cathartes aura,taxon,1544,6711,2019-03-14T19:20:20.713Z,2019-03-14T19:20:20.713Z,6711,Animalia,Aves,Accipitriformes,Cathartidae,Cathartes aura,43455,175265,45511376,17515,2481930,a8b345f08a9b41d1326900b5913ae2d9,species,2019-03-14T19:20:05.981Z,2019-06-14T15:27:52.365Z,NA
15,26164,Urocyon cinereoargenteus,taxon,1544,6712,2019-03-14T19:20:20.749Z,2019-03-14T19:20:20.749Z,6712,Animalia,Mammalia,Carnivora,Canidae,Urocyon cinereoargenteus,55040,180609,328611,17525,2434566,773e517e0d62fa2480d4e98d903bca20,species,2019-03-14T19:20:06.054Z,2019-06-14T15:27:52.419Z,NA
16,26153,Trox scutellaris,taxon,1544,NA,2019-03-14T19:20:20.351Z,2019-03-14T19:20:20.351Z,NA,Animalia,Insecta,Coleoptera,Trogidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,26158,Conomyrma insana,taxon,1544,NA,2019-03-14T19:20:20.529Z,2019-03-14T19:20:20.529Z,NA,Animalia,Insecta,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,26161,Iridomyrmex pruinosum,taxon,1544,NA,2019-03-14T19:20:20.639Z,2019-03-14T19:20:20.639Z,NA,Animalia,Insecta,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
