"","interaction_id","node_from","node_to","date","direction","type","method","attr_id","value","geom","public","network_id","created_at","updated_at","attribute.id","attribute.name","attribute.description","attribute.unit","attribute.created_at","attribute.updated_at"
"1",104734,26615,26614,"1922-01-01T00:00:00.000Z","directed","predation","field observation",25,1,NA,TRUE,1566,"2019-03-15T15:17:29.709Z","2019-03-15T15:17:29.709Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"2",104735,26616,26614,"1922-01-01T00:00:00.000Z","directed","predation","field observation",25,1,NA,TRUE,1566,"2019-03-15T15:17:29.745Z","2019-03-15T15:17:29.745Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"3",104736,26617,26614,"1922-01-01T00:00:00.000Z","directed","predation","field observation",25,1,NA,TRUE,1566,"2019-03-15T15:17:29.778Z","2019-03-15T15:17:29.778Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"4",104737,26633,26614,"1922-01-01T00:00:00.000Z","directed","predation","field observation",25,1,NA,TRUE,1566,"2019-03-15T15:17:29.808Z","2019-03-15T15:17:29.808Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"5",104738,26634,26614,"1922-01-01T00:00:00.000Z","directed","predation","field observation",25,1,NA,TRUE,1566,"2019-03-15T15:17:29.838Z","2019-03-15T15:17:29.838Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"6",104739,26630,26615,"1922-01-01T00:00:00.000Z","directed","predation","field observation",25,1,NA,TRUE,1566,"2019-03-15T15:17:29.875Z","2019-03-15T15:17:29.875Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"7",104740,26630,26616,"1922-01-01T00:00:00.000Z","directed","predation","field observation",25,1,NA,TRUE,1566,"2019-03-15T15:17:29.912Z","2019-03-15T15:17:29.912Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"8",104741,26630,26617,"1922-01-01T00:00:00.000Z","directed","predation","field observation",25,1,NA,TRUE,1566,"2019-03-15T15:17:29.948Z","2019-03-15T15:17:29.948Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"9",104742,26630,26618,"1922-01-01T00:00:00.000Z","directed","predation","field observation",25,1,NA,TRUE,1566,"2019-03-15T15:17:29.981Z","2019-03-15T15:17:29.981Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
"10",104743,26630,26619,"1922-01-01T00:00:00.000Z","directed","predation","field observation",25,1,NA,TRUE,1566,"2019-03-15T15:17:30.016Z","2019-03-15T15:17:30.016Z",25,"presence/absence","Presence or absence of interaction",NA,"2019-03-01T16:03:38.993Z","2019-03-01T16:03:38.993Z"
