#OTU ID	Class	Order	Family	Species	sum	A10	A10	A11	A11	A12	A12	A13	A13	A14	A14	A15	A15	A16	A16	A17	A17	A18	A18	A19	A19	A1	A1	A20	A20	A21	A21	A22	A22	A23	A23	A24	A24	A25	A25	A26	A26	A27	A27	A28	A28	A29	A29	A2	A2	A30	A30	A31	A31	A3	A3	A4	A4	A5	A5	A6	A6	A7	A7	A8	A8	A9	A9	B10	B10	B11	B11	B12	B12	B13	B13	B14	B14	B15	B15	B42	B42	B16	B16	B43	B43	B17	B17	B44	B44	B18	B18	B45	B45	B19	B19	B1	B1	B46	B46	B20	B20	B21	B21	B23	B23	B24	B24	B25	B25	B2	B2	B31	B31	B32	B32	B33	B33	B34	B34	B35	B35	B36	B36	B37	B37	B38	B38	B39	B39	B3	B3	B41	B41	B4	B4	B5	B5	B6	B6	B7	B7	B8	B8	B9	B9Zeale21	C10	C10	C11	C11	C12	C12	C13	C13	C14	C14	C15	C15	C16	C16	C17	C17	C18	C18	C19	C19	C1	C1	C20	C20	C21	C21	C22	C22	C23	C23	C24	C24	C25	C25	C26	C26Zeale21	C27	C27	C28	C28	C29	C29	C2	C2	C30	C30	C31	C31	C32	C32	C33	C33	C34	C34	C35	C35	C36	C36	C39	C39	C3	C3	C4	C4	C5	C5	C6	C6	C7	C7	C8	C8	C9	C9	D10	D10	D11	D11	D12	D12	D13	D13	D14	D14	D15	D15	D16	D16	D17	D17	D18	D18	D19	D19	D1	D1	D20	D20	D21	D21Zeale21	D22	D22	D23	D23	D24	D24	D25	D25	D26	D26	D27	D27	D28	D28	D29	D29	D2	D2	D3	D3	D4	D4	D5	D5	D6	D6	D7	D7	D8	D8	D9	D9	DX10	DX10	DX11	DX11	DX12	DX12	DX1	DX1	DX2	DX2	DX3	DX3	DX4	DX4	DX5	DX5	DX6	DX6	DX7	DX7	DX8	DX8	DX9	DX9	E10	E10	E11	E11Zeale21	E12	E12	E13	E13	E14	E14	E15	E15	E16	E16	E17	E17	E18	E18	E19	E19	E1	E1	E20	E20	E31	E21	E31	E21	E22	E22	E23	E23	E24	E24	E25	E25	E26	E26	E27	E27	E28	E28	E29	E29	E2	E2	E30	E30	E32	E32	E33	E33	E34	E34	E35	E35	E3	E3	E4	E4	E5	E5	E6	E6	E7	E7	E8	E8	E9	E9	F10	F10	F11	F11	F12	F12	F13	F13Zeale21	F14	F14	F15	F15	F16	F16	F17	F17	F18	F18	F19	F19	F1	F1	F20	F20	F21	F21	F22	F22	F23	F23	F24	F24	F25	F25	F26	F26	F27	F27	F28	F28	F29	F29	F2	F2	F30	F30	F31	F31	F32	F32	F33	F33	F34	F34	F35	F35	F36	F36	F37	F37	F38	F38	F39	F39	F3	F3	F40	F40	F41	F41	F42	F42	F43	F43	F44	F44	F45	F45	F46	F46	F47	F47	F4	F4	F5	F5	F6	F6	F7	F7	F8	F8	F9	F9	G10	G10	G11	G11	G12	G12	G13	G13	G14	G14	G15	G15	G16	G16	G17	G17	G18	G18	G19	G19	G1	G1	G20	G20	G21	G21	G22	G22	G23	G23	G24	G24	G25	G25	G26	G26	G27	G27	G28	G28	G29	G29	G2	G2	G30	G30	G31	G31	G32	G32	G33	G33	G34	G34	G35	G35	G36	G36	G37	G37	G38	G38	G39	G39	G3	G3	G40	G40	G41	G41	G42	G42	G4	G4	G5	G5	G6	G6	G7	G7	G8	G8	G9	G9	H10	H10	H11	H11	H12	H12	H13	H13	H14	H14	H15	H15	H16	H16	H17	H17	H18	I18	H18	I18	H19	H19	H20	H20	H21	H21	H22	H22	H23	H23Zeale21	H24	H24	H25	H25	H26	H26	H27	H27	H28	H28	H29	H29	H2	H2	H30	H30	H31	H31	H32	H32	H33	H33	H34	H34	H35	H35	H36	H36	H37	H37	H38	H38	H39	H39	H3	H3	H40	H40	H41	H41	H42	H42	H43	H43	H44	H44	H45	H45	H46	H46	H4	H4	H5	H5	H6	H6	H7	H7	H8	H8	H9	H9	I10	I10	I11	I11	I12	I12	I13	I13	I14	I14	I15	I15	I16	I16	I17	I17	I19	I19	I1	I1	I20	I20	I21	I21	I22	I22	I23	I23	I24	I24	I25	I25	I26	I26	I27	I27	I28	I28	I29	I29	I2	I2	I30	I30	I31	I31	I32	I32	I33	I33	I34	I34	I35	I35	I36	I36	I37	I37	I5	I5	I6	I6	I7	I7	I8	I8	I9	I9	IX10	IX10	IX11	IX11	IX12	IX12	IX13	IX13	IX14	IX14	IX15	IX15	IX16	IX16	IX17	IX17	IX18	IX18	IX19	IX19	IX1	IX1	IX20	IX20	IX21	IX21	IX22	IX22	IX23	IX23	IX24	IX24	IX25	IX25	IX26	IX26	IX27	IX27	IX28	IX28	IX29	IX29	IX2	IX2	IX30	IX30	IX31	IX31	IX32	IX32	IX33	IX33	IX34	IX34	IX35	IX35	IX36	IX36	IX37	IX37	IX39	IX39	IX3	IX3	IX40	IX40	IX41	IX41	IX42	IX42	IX43	IX43	IX44	IX44	IX4	IX4	IX5	IX5	IX6	IX6	IX7	IX7	IX8	IX8	IX9	IX9	J10	J10	J11	J11	J12	J12	J13	J13	J14	J14	J15	J15	J16	J16	J17	J17	J18	J18	J19	J19	J1	J1	J20	J20	J21	J21	J22	J22	J23	J23	J24	J24	J25	J25	J26	J26	J27	J27	J29	J29	J2	J2	J30	J30	J31	J31	J32	J32	J38	J38	J3	J3	J4	J4	J5	J5	J6	J6	J7	J7	J8	J8	J9	J9	K11	K11	K12	K12	K13	K13	K14	K14	K15	K15	K16	K16	K17	K17	K18	K18	K19	K19	K1	K1	K20	K20	K21	K21	K22	K22	K23	K23	K24	K24	K25	K25	K26	K26	K27	K27	K28	K28	K29	K29	K2	K2	K30	K30	K31	K31	K32	K32	K33	K33	K34	K34	K35	K35	K36	K36	K37	K37	K38	K38	K39	K39	K3	K3	K4	K4	K5	K5	K6	K6	K7	K7	K8	K8	K9	K9	L10	L10	L11	L11	L12	L12	L13	L13	L14	L14	L15	L15	L16	L16	L17	L17	L18	L18	L19	L19	L1	L1	L20	L20	L21	L21	L22	L22	L23	L23	L24	L24	L25	L25	L26	L26	L27	L27	L28	L28	L29	L29	L2	L2	L30	L30	L31	L31	L32	L32	L33	L33	L34	L34	L35	L35	L36	L36	L37	L37	L38	L38	L3	L3	L40	L40	L41	L41	L42	L42	L43	L43	L44	L44	L45	L45	L46	L46	L47	L47	L48	L48	L4	L4	L5	L5	L6	L6	L7	L7	L8	L8	L9	L9	LX10	LX10	LX11	LX11	LX12	LX12	LX13	LX13	LX14	LX14	LX15	LX15	LX16	LX16	LX17	LX17	LX18	LX18	LX19	LX19	LX1	LX1	LX20	LX20	LX21	LX21	LX22	LX22	LX23	LX23	LX24	LX24	LX25	LX25	LX26	LX26	LX27	LX27	LX28	LX28	LX29	LX29	LX2	LX2	LX30	LX30	LX31	LX31	LX32	LX32	LX33	LX33	LX34	LX34	LX35	LX35	LX3	LX3	LX4	LX4	LX5	LX5Zeale21	LX6	LX6	LX7	LX7Zeale21	LX8	LX8	LX9	LX9	P10	P10	P11	P11	P12	P12	P13	P13	P14	P14	P15	P15	P16	P16	P17	P17	P18	P18	P19	P19	P1	P1	P20	P20	P21	P21	P22	P22	P23	P23	P24	P24	P25	P25	P26	P26	P27	P27	P28	P28	P29	P29	P2	P2	P30	P30	P32	P32	P33	P33	P34	P34	P35	P35	P36	P36	P37	P37	P38	P38	P39	P39	P3	P3	P40	P40	P41	P41	P42	P42	P43	P43	P44	P44	P45	P45	P46	P46	P47	P47	P48	P48	P49	P49	P4	P4	P50	P50	P51	P51	P52	P52	P53	P53	P54	P54	P5	P5	P6	P6	P7	P7	P8	P8	P9	P9	R10	R10	R11	R11	R12	R12	R13	R13Zeale21	R14	R14	R15	R15	R16	R16	R17	R17	R18	R18	R19	R19	R1	R1	R20	R20	R21	R21Zeale21	R22	R22	R24	R24	R25	R25	R26	R26	R28	R28	R29	R29	R2	R2	R30	R30	R31	R31	R33	R33	R34	R34	R35	R35	R36	R36	R37	R37	R38	R38	R39	R39	R3	R3	R40	R40	R41	R41	R42	R42	R43	R43	R44	R44	R45	R45	R46	R46	R47	R47	R48	R48	R49	R49	R4	R4	R50	R50	R51	R51	R52	R52	R5	R5	R6	R6	R7	R7	R8	R8	R9	R9	S10	S10	S11	S11	S12	S12	S13	S13	S14	S14	S15	S15	S16	S16	S17	S17	S18	S18	S19	S19	S1	S1	S20	S20	S21	S21	S22	S22	S23	S23	S24	S24	S25	S25	S26	S26	S27	S27	S28	S28	S29	S29	S2	S2	S30	S30	S31	S31	S32	S32Zeale21	S33	S33	S34	S34	S35	S35	S36	S36	S37	S37	S38	S38	S3	S3	S4	S4	S5	S5	S6	S6	S7	S7	S8	S8	S9	S9
Otu1	Arachnida	Araneae	Lycosidae	Pardosa glacialis	517306	19	17	4	2	291	413	705	809	10	17	601	1378	20	5	39	1	603	82	8	7	17	116	370	386	15	1	621	31	1	11	41	5	22	3	14	11	107	6	85	40	3	1	573	167	658	240	14	22	48	196	76	60	63	50	27	36	0	4	643	190	70	453	15	669	22	18	14	183	7	29	9	11	13	0	23	42	358	36	4	80	15	155	9	16	509	45	619	489	3	6	17	1975	37	2217	20	84	13	6	126	17	114	130	17	4	12	0	17	64	224	2	11	2	79	1	7	5	9	8	253	1789	1109	129	3459	9	882	25	505	88	4	5	1705	135	32	3	12	31	75	14	0	0	7	2	152	29	1	8	407	557	1	3	24	866	1	933	52	18	14	234	148	19	2	7	26	5	512	11	42	179	132	10	0	5	55	13	7	2	19	628	1398	325	673	36	46	109	886	2	1715	756	76	173	105	8	783	208	1189	52	803	267	25	435	29	160	962	0	2	9	1	15	1022	159	8	41	190	16	16	423	77	21	2	86	2	0	8	1	2145	16	248	49	6	175	12	3	23	8	4	1	688	681	1	1	23	3	227	54	1182	180	1182	2	656	1313	3582	368	164	5	3	8	5	309	1785	3504	999	34	434	738	55	35	981	9	25	7	225	73	165	93	4763	4298	113	17	6	3	1020	6	8	33	1536	105	55	469	433	27	1729	328	100	7	672	132	242	2	3	4	2559	1748	741	44	258	82	420	131	82	176	2	12	701	377	23	27	104	35	105	3	1	226	12	24	3	8	3	147	1785	21	2631	124	32	149	4	3	5	7	121	2	8	20	14	399	6	1	366	19	101	11	5	1	2702	9	443	28	14	1775	4	10	7	3	1541	1428	2725	378	4	4	4	19	9	88	603	30	2	2	483	15	150	410	976	60	117	5	1172	253	7	50	49	146	170	5	318	283	1582	4259	29	3	81	8	125	15	23	17	328	1780	833	99	19	1535	309	4	259	1228	300	26	3	104	902	3	36	14	40	72	8	20	1856	906	275	409	23	33	23	13	1451	391	0	21	293	115	2328	1743	1819	412	19	12	92	421	345	4	14	6	1	1	75	10	9	82	291	208	6	3	3	11	18	2	5	9	2935	2	345	10	5	38	33	23	69	86	293	102	8	1271	917	116	283	6	15	14	126	19	228	30	5	26	60	468	19	7	428	2392	66	5	6	32	25	3	1635	1121	56	2	31	1518	5	17	2431	2123	37	15	82	11	408	8	2826	419	244	925	12	1	1912	192	7	383	62	335	1	4	14	0	5	0	60	647	296	12	15	435	4	5	1878	1833	13	11	3232	12	1329	1679	8	1	11	975	2907	152	3175	37	6	0	3	1	1972	323	3	1	74	67	19	19	2	49	33	41	33	456	310	983	403	2086	71	17	1	7	16	3	1461	345	23	32	1237	8	321	44	179	14	111	6	628	1052	40	22	16	1022	62	4	159	2	852	32	68	3	48	6	133	27	2344	1320	1563	1837	53	62	117	17	1478	12	57	432	40	38	581	1360	3	13	135	2	8	3	8	2	358	10	8	14	393	4	6	11	114	2815	668	4	2390	1764	1796	2991	113	2169	79	69	470	34	4	32	11	52	79	296	32	1011	349	2	1962	1008	101	24	2004	12	0	419	6	22	3869	1076	35	128	233	33	34	914	556	1075	3	52	38	6	0	521	787	564	16	85	1352	14	8	38	29	280	8	1449	2210	4	2261	53	81	9	478	1421	3	61	1287	9	3081	770	13	5	3	2	3144	10	1696	8	65	52	16	273	728	20	1809	366	4	6	28	998	4	21	3	1015	378	4	2119	1237	582	2	5	25	1769	2662	960	1695	20	1696	183	44	120	717	42	25	51	1579	1684	2641	9	125	30	60	3	1	20	474	101	1830	14	232	35	379	257	604	233	3	59	466	307	433	22	75	17	45	4	644	4361	113	12	2832	23	240	1359	153	11	299	4	11	169	222	242	8	2042	19	7	58	1027	55	570	163	100	21	130	941	1188	194	6066	20	942	100	241	8	120	2	758	141	2	3	34	96	205	216	496	2549	18	86	3	15	76	2699	9	565	2	1	2	3	4	2	39	38	1344	75	13	947	21	118	402	238	96	492	9	143	3	10	18	16	202	1092	103	13	3	11	15	2	224	3167	2	2	467	131	160	5	240	6	84	2579	405	343	254	46	3046	719	1292	8	117	35	29	31	633	853	3	8	5	8	1254	285	253	5	74	407	1629	1654	213	49	13	13	1537	31	2888	2045	7	7	739	2425	135	353	11	118	60	276	30	160	5	1	2678	448	42	303	328	3230	19	815	312	1695	161	1015	83	3	27	861	83	147	8	18	55	2221	3556	1504	51	256	5	613	1541	1002	588	186	642	6	341	187	29	909	15	160	136	1	91	682	132	741	8	16	960	4545	30	129	330	656	1426	89	8	0	24	3	50	2435	118	5	6	19	12	939	45	474	5	728	192	7	10	0	30	21	5	17	28	83	68	2867	8	623	6	18	3	48	2	14	414	1998	216	7	4	2	41	38	27	1414	45	13	38	12	41	2	185	4	25	9	253	933	112	22	35	1	4	9	794	28	3	2	102	11	122	9	46	90	23	1991	1	2	5	941	7	2	34	277	26	13	61	96	130	83	11	531	13	0	14	1	2	2	8	35	10	178	113	24	4	9	18	12	302	6	0	1	217	12	1	16	3	11	142	4	4	5	13	1041	58	7	18	1	1186	601	85	77	3	1	507	13	365	15	204	2	12	3520	15	129	4	104	4	1	11	84	1535	115	1977	4	39	0	1	2	189	4	5	1	47	13	28	6	139	20	584	90	37	21	149	84	1178	175	9	8	14	5	489	86	406	32	28	23	858	0	20	10	10	0	72	1079	3	9	663	273	5	40	881	2679	500	78	1	75	71	89	3460	3604	6	9	17	25	13	16	50	27	7	3	189	1	7	15	3684	627	5	19	8	3	559	1656	148	426	3291	1078	12	81	28	10	8	12	63	371	31	216	5	35	137	222	16	1	12	16	79	419	1795	18	103	462	81	44	8	10	28	12	3	38	321	10	13	62	8	201	9	441	22	813	1192	534	2796	1	42	3	1173	164	8	312	12	74	27	24	96	266	546	22	180	41	9	4	719	105	2775	2	7	3564	594	196	12	3721	231	287	127	5388	12	27	3	3	397	44	19	39	50	25	2565	6	17	10	1420	168	6	17	81	46	123	32	84	45	38	257	593	80	18	3274	986	342	7	54	34	602	405	1144	8	739	8	17	5	37	15	113	57	165	48	4
Otu3	Insecta	Diptera	Empididae	Rhamphomyia filicauda	297836	2893	2639	2643	8	2509	2386	0	0	7	65	0	0	3421	3225	3290	438	1	0	3888	4035	2007	1132	0	1	0	0	1	1	1700	659	3281	3	1	1	5	5	315	40	2	2	64	1	0	1	12	5	23	14	417	486	1	2	0	0	4082	2412	18	1970	2	2	2	42	0	0	3	2	5	19	3581	0	912	25	3	3	2	6	2504	2067	0	0	524	0	2584	2344	0	0	0	2	1	2	86	1	1	1	3	3	4	3	1	11	1	0	2397	1076	2	1	0	4	2	2	4	10	2	1	1	14	2	0	2265	2477	1	1	1	0	0	0	2	1	1411	1293	0	1	1	1	0	1	1	0	1	0	1	0	3	2	1154	583	0	1	1	1	3	0	3	18	0	0	0	1	2	0	0	0	2410	3789	0	1	850	626	8	5	50	4	0	0	0	0	1	2	0	0	4	0	2	0	0	1	2	1	3	3	97	61	4	3	0	0	0	0	10	14	1	1	0	2	2	4	7	5	4	4	1	0	0	0	0	0	0	0	0	0	1	1	4	2	0	1	9	42	8	5	2	2	0	0	658	3413	0	2	0	0	4	4	14	27	0	0	7	8	6	1	2	3	1	0	2	3	1	0	15	6	17	1	29	24	2	0	10	3	0	0	1	3	0	0	1	1	3	0	1	0	1	2	0	0	1	0	2	0	1	1	0	1	0	2	2	1	3400	6	1	0	13	7	5	1	1	2	5	1	1	1	2913	3274	2	10	2	1	6	9	0	0	2181	0	2617	0	3772	1861	0	0	3	4	2	2	1	0	3	8	1	0	0	0	3	1	0	2	1	1	0	2	32	2	1935	1393	1	1	0	0	1	0	795	3126	411	3	1	0	0	1	2	2	0	0	0	4	0	1	1	1	0	0	0	0	1	0	1	0	1	1	3458	1	11	3	0	0	0	1	2	0	1082	103	740	5	0	1	3	1	0	0	0	1	2	0	249	1	0	0	1851	3024	0	16	2	0	1	0	1	0	0	0	2	0	0	1	2	0	1	8	0	0	1	0	0	0	0	0	0	0	1	0	21	23	0	2	1461	7	1	2	0	1	2768	1620	0	2	31	2	0	0	14	17	1	0	10	24	2	2	0	0	0	3	0	0	5	2	886	3	2	1	0	0	0	0	0	2	6	17	1	0	2	0	0	0	44	8	2752	1178	0	13	0	0	7	6	0	0	1	2	3	1	0	0	2	2	12	2	1	0	0	0	1	0	1	1	0	0	0	1	2	3	0	7	2	1	2	1	0	1	5	58	0	1	0	1	1	0	0	0	20	7	0	0	2	1	0	1	3	1	6	1	0	2	0	1	0	0	1	1	2	0	0	0	1	0	0	0	4	1	0	0	0	2	4	1	1	1	1	1	38	22	3	0	5	0	1	2	3	4	0	1	14	12	2	0	0	4	0	2	0	0	2	2	6	13	0	1	0	0	0	0	3	1	1	0	2	0	2	1	0	0	0	1	1	1	1	1	35	480	13	280	4550	2098	0	1	3	7	2	1	2902	6	2	0	3	2	0	2	9	25	0	0	0	0	7	4383	0	0	1	1	1	0	16	41	28	17	11	27	0	2	0	0	5	29	3143	14	32	42	1	0	2	0	0	0	0	1	2	0	1	1	1969	0	0	0	1	2	2	2	0	0	3	1	0	0	5	5	4	1	2	39	2	1	2	1	2	1	1	1	0	1	4797	2338	0	1	1	1	0	12	0	0	0	3	0	2	139	4574	0	2	4803	5	1	2	1	0	0	0	51	44	2	2	0	1	0	3	3	4	0	0	0	1	0	0	0	0	1	1	1	0	6	1	0	1	0	2	1	0	1	0	0	1	0	0	0	0	0	2	1	4	39	25	1	3	2	0	0	0	1	2	0	1	0	0	3	1	0	1	0	1	0	0	5	2	0	0	0	0	2	1	2	2	0	0	0	0	5	2	3	3	0	0	35	3	1	0	4	3	2	0	0	0	0	0	0	0	0	0	2	3	2	1	1	0	0	0	1	1	0	1	0	1	2	0	0	1	0	0	0	1	1	1	0	0	8	2	2	1	1	0	2	0	3	0	1	2	146	2298	2	0	1	2	0	1	0	0	24	6	1	0	0	1	0	2	1	2	1	0	0	0	0	0	2	2	0	0	1	0	1	0	0	0	1	1	3336	5058	1	0	0	0	1	0	4	2	1	0	0	0	1990	2023	4	4	0	1	8	8	1	1	0	0	2	1	4	29	0	0	0	0	2	3	0	0	0	0	2	1	0	1	1	0	2	0	0	1	0	1	2	3	0	0	1	3	0	2	1	1	1	0	2	0	26	33	14	17	0	0	2	2	0	1	1	1	28	1	6	0	1	2	0	1	0	0	0	1	2	1	0	2	1	1	1	0	0	2	14	10	1	0	3	0	3748	3444	0	1	0	2	2	3	4	6	9	23	1	0	5	17	0	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0	6	1	1	2	224	2045	3	0	1	1	0	0	0	1	0	2	0	0	2659	1666	0	0	3	0	0	1	28	14	20	12	0	4	0	0	1	0	0	0	2	0	3	22	17	8	10	10	0	1	0	0	1	1	0	1	2	0	2	3	3	0	0	0	2	1	1	2	9	18	0	1	0	0	2	1	2	0	1	1	3	1	0	0	0	0	1	3	0	1	2	4	1	2	2566	0	1	1	1	11	0	0	2	1	0	2	3	1	3	3	0	0	1	2	8	29	1769	427	1506	1623	3	0	1	0	3	0	13	25	0	1	3920	4055	0	0	1	2	1	0	3194	2994	3	1	0	1	0	0	2	1	6	2	0	3	0	0	0	0	3494	3149	2	1	2	5	1356	2086	2	0	1	0	1349	2503	0	0	1	0	0	0	1127	2654	3472	3571	3066	2408	2	7	1	2	1	2	0	0	0	3	0	1	1	0	36	1201	0	0	0	0	5	2	0	1	2827	2777	0	0	2564	2007	2	2	3729	2	2	4	2	1	0	1	0	0	0	0	2	2	1	8	1	0	1	1	0	0	0	1	2919	559	0	0	3	0	2	1	1	2	1	0	2	0	0	6	3742	2375	0	0	2	2	575	3527	0	1	3	1	1	0	0	2	10	4513	1	5	2	2	0	1	11	8	1	6	2	1	0	0	2357	3199	8	47	1	2	1	3	0	2	0	0	0	2	8	0	7	25
Otu4	Insecta	Diptera	Phoridae	Megaselia	175311	1	0	2	2	4	0	0	0	0	1	0	0	4	22	3	3	0	0	4	4	1	0	0	0	0	0	0	0	1	9	883	0	2066	240	1	0	2056	29	2135	342	183	1	0	0	0	0	0	0	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	10	0	295	0	0	0	1	0	0	0	4	1	1199	1	0	0	0	0	0	2	2655	620	1	3	0	1	3	2	0	0	1	2	50	472	1527	879	0	0	1	0	0	0	3	0	1	5	0	0	0	2	64	0	2	0	0	0	0	3	1	1	2	1	0	0	0	1	1	0	0	0	172	2452	1	1	29	11	0	1	0	0	197	1796	0	1	0	0	0	1	1	0	1	1	1330	633	4	0	2	279	5	21	3924	5035	34	565	55	0	1848	934	0	0	0	2	566	218	0	0	1	2	1	208	0	0	0	56	0	7	0	0	0	0	1328	1409	1	0	0	0	1	0	946	0	0	0	1	0	0	0	0	1	0	2	0	5	0	0	0	0	0	0	2	0	1117	3405	74	0	297	483	3	44	0	1	86	59	169	6	4	0	0	1	1	0	0	0	1	0	0	3	2	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	135	178	1	801	0	4	33	1	0	1	49	5	0	0	3	1	2302	392	0	0	0	1	3	77	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	3	2	0	0	0	0	1	0	0	0	0	1	3	0	5	26	24	11	4715	0	364	1892	1127	866	0	0	0	0	2	6	3361	0	4	6	15	13	0	0	1	2	35	7	0	0	1	2	0	0	0	3	0	2	0	0	967	837	1888	2965	0	0	2	1	1	0	0	0	2	2	3182	5024	152	1365	0	1	25	12	1360	122	79	1177	1	0	1	0	1613	4395	1	16	2	0	0	1	0	1	0	23	6	0	224	7	688	175	4462	1	2	0	6	3	16	437	2127	0	1	0	0	0	6	1	2	13	0	1	0	0	0	0	0	0	0	0	1	1	27	2	2	0	0	0	0	6	0	0	1	0	0	0	0	0	211	682	1142	1600	1	3	0	0	2246	2	2324	2813	840	1909	0	3	1	6	0	10	1	0	11	2	0	0	0	1	0	1	3	0	1	0	1	1	0	0	358	173	0	0	104	581	0	0	5	1	7	222	4042	2083	0	0	1202	8	9	11	0	1	0	0	0	0	861	1380	0	0	0	0	1	1	3	62	1	0	90	1350	0	3	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	17	0	30	630	6	4	1	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	1	0	3	13	0	2	121	37	0	0	46	0	0	2	0	3	0	0	0	8	1	0	1	1	0	2	0	5	0	0	2	0	26	31	0	1	0	4	0	1	3	5	4	1	0	2	0	0	0	2	0	0	2	0	0	0	4	1	4	4	2	0	2	4	1	1	0	1	0	0	0	0	1	0	2	1	0	0	0	1	0	0	1	0	2	2	3	0	0	0	4	2	0	2	7	7	0	1	1	1	0	2	3	0	0	0	0	0	0	3	1	0	0	0	2	0	3	1	0	1	3	0	1	0	1	0	1	0	2	2	0	0	1	5	0	3	0	0	0	0	1	3	0	0	0	0	0	0	1	1	0	0	0	1	3	3	10	8	0	0	1	0	3	6	2	7	23	1	1	0	0	0	1	0	1	4	1	3	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	2	0	0	1	0	1	0	0	0	0	2	1	4	0	0	2	0	1	0	2	0	1	2	0	1	3	0	4	1	2	2	0	2	0	2	0	0	239	0	1	0	0	0	1	0	0	0	0	1	0	0	4	6	57	6301	0	0	0	0	35	5628	0	0	2	132	1	0	0	1	0	0	7	0	0	0	5	25	0	0	0	0	580	1	2	1	830	156	0	0	39	37	1	0	1	1	1	0	0	1	3446	1812	1	1	4251	1910	3	1	5	946	2	1	0	0	0	0	0	0	0	1	2154	2848	1	0	3	2	0	0	0	0	3	2	2	0	1	0	2	0	18	78	27	9	0	0	5	6	2	0	1	0	0	1	1	0	0	0	0	0	1	5	0	1	0	4	385	2505	1	0	1	1	0	1	4	3	0	0	0	0	0	0	1	4	0	0	5	2	0	0	1	0	1	1	7	10	1	1	2	0	7	1	1	0	2	0	0	0	1	0	0	0	0	1	1	3	26	60	3760	654	1	0	4	8	2	0	0	1	6	3	1	1	24	2648	2	4	2	0	0	0	5	1	0	0	0	1	2	1	1	2	14	5	0	0	0	0	1	0	2	2	0	0	1	0	2	9	0	1	1	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	188	4	0	0	0	2	1	1	3	2	0	0	0	0	0	0	0	0	0	17	0	0	7	3	0	0	0	0	3	28	0	0	0	0	0	0	8	7	0	0	0	1	0	0	0	2	0	1	0	3	0	1	3	2	0	1	0	0	5	1	0	0	3	9	5	0	0	0	10	30	1	0	41	1491	1	0	8	1135	0	0	1	1	1	0	1	0	2	8	0	0	2	1	2	0	3	11	0	1	0	0	3	0	0	0	1	1	1	2	0	1	0	0	0	2	0	0	1	0	0	0	12	0	0	0	0	1	0	0	0	0	2	0	0	0	1	3	1	1	0	0	0	0	1	0	1	2	0	1	0	0	0	0	1	3	0	0	2	3	0	2	0	0	0	0	3	0	487	12	0	0	1	1	3128	3212	1	8	0	7	3	22	0	1	1	0	1	1	4	0	2	2	0	1	0	0	15	18	0	0	0	0	0	1	0	3	0	2	0	2	1	1	0	0	0	0	0	1	0	0	1	1	2	1	1	1	0	0	0	2	0	0	0	10	3	0	0	1	0	0	2	1	1	2	0	0	0	0	5	0	1	0	2	0	1	8	0	1	0	0	1	2	0	0	0	0	1	0	0	0	1	2	0	1	0	0	2	0	0	2	0	1	1	1	0	0	0	1	0	0	5	20	0	0	1	2	1	0	5	19	24	3	0	3	2	0	0	0	2	0	0	0
