Order,Suborder,Family,Live body mass (mg),Body length (mm),Body width (mm),Geographic Region,Groups for Table S1,Analysis
araneae,labidognatha,pholcidae,0.24,0.94,0.48,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.33,1.33,0.66,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.25,1.22,0.61,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.2,1.1,0.53,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.25,1.19,0.56,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.2,1.1,0.52,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.36,1.26,0.6,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.4,1.24,0.58,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.21,1.17,0.55,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.35,1.23,0.56,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.18,1.08,0.49,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.08,0.94,0.42,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.32,1.35,0.6,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.4,1.32,0.59,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.34,1.35,0.6,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.4,1.48,0.65,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.32,1.28,0.55,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,1.96,2.43,0.99,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,5.43,3.11,1.27,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,9.66,3.86,1.55,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.58,1.87,0.75,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.08,1.16,0.46,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pisauridae,5.17,3.47,1.47,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,pisauridae,31.62,7.26,2.81,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,pisauridae,90.46,10.87,3.96,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.74,2.43,1.22,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.19,2.07,1.03,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,4.91,3.31,1.66,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,6.3,3.96,1.97,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.35,2.62,1.3,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.22,1.26,0.62,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.05,2.37,1.16,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.5,2.76,1.36,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.13,2.1,1.03,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,17.24,5.28,2.59,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.15,3.24,1.58,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.87,1.01,0.49,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,5.86,3.71,1.78,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.88,2.85,1.36,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,4.37,3.15,1.51,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,18.74,5.84,2.77,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.96,2.64,1.25,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,7.55,3.79,1.78,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.97,3.16,1.48,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.62,1.8,0.84,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.33,1.32,0.62,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,5.27,3.59,1.66,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,11.98,4.62,2.13,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.07,2.9,1.33,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,5,3.54,1.61,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.88,2.54,1.15,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.36,2.58,1.17,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.76,2.61,1.17,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,4.05,3.37,1.51,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.19,2.24,1,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.05,2.65,1.17,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.81,2.41,1.06,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,5.18,3.79,1.67,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.6,1.77,0.77,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.44,2.3,1,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,4.83,3.67,1.59,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.18,2.36,1.02,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.68,3.16,1.35,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.83,2.51,1.07,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.7,3.14,1.33,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.68,3.21,1.36,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.5,2.36,1,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.36,2.92,1.24,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.98,2.74,1.16,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.47,1.45,0.61,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.2,3.21,1.35,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,4.84,3.64,1.53,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,13.33,5.27,2.18,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.01,3.12,1.29,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,6.08,3.95,1.63,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.9,2.6,1.07,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.34,1.44,0.59,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.78,3.14,1.29,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.47,1.76,0.72,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.43,2.82,1.16,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,25.01,6.31,2.58,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.86,3.48,1.43,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.92,3,1.22,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,6.69,4.01,1.63,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,5.98,3.88,1.57,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.59,2.52,1.02,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,9.52,4.83,1.94,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.26,3.13,1.25,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,5.42,3.97,1.57,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.73,2.01,0.8,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,4.81,3.7,1.46,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.3,3.15,1.24,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.4,2.48,0.97,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.4,2.42,0.95,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.4,1.59,0.62,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.13,2.62,1.03,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.13,2.34,0.92,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,7.89,4.59,1.78,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.75,2.03,0.79,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.29,2.95,1.13,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.6,3.36,1.29,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.43,1.58,0.61,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.79,3.41,1.3,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.85,3.25,1.24,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.66,3.19,1.21,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,13.12,5.39,2.03,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.43,2.49,0.93,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,22.15,6.72,2.51,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.45,1.97,0.73,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.9,2.75,1.03,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.2,2.55,0.95,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.78,3.61,1.35,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.25,2.45,0.91,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.39,2.9,1.07,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.35,3.37,1.24,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.4,3.24,1.19,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,12.09,5.77,2.11,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.59,3.88,1.42,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.17,1.35,0.49,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,11.53,4.94,1.8,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.83,3.01,1.08,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,0.37,1.77,0.63,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,7.69,4.98,1.77,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.17,3.07,1.08,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,3.96,3.62,1.27,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.8,3.35,1.17,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.86,3.41,1.19,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.76,3.07,1.07,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,5.45,3.95,1.37,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,5.14,4.1,1.42,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.4,3.69,1.27,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.3,2.64,0.91,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.34,2.63,0.9,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.67,2.84,0.97,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,2.25,3.19,1.09,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.73,2.99,1.01,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.56,3.03,1.02,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,5.8,4.33,1.46,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,1.84,3.23,1.08,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,salticidae,8.54,4.94,1.65,tropical,Araneae (hunting),Main Analysis and Supporting Information
