Morphospecies,Order,Present in Vials,Species_Stage_Name,Stage_Name,Group,Specialist,Standard_Sorting_Name,Barcode_Status,Authority,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,specific_epithet,subspecies,Body_Length_Mean_mm,Body_Mass_Mean_mg,Body_Mass_SD_mg,Body_Mass_N,Body_Mass_Source,Body_Mass_Proxy,Body_Mass_Notes
Leptocera_sp_1,253,1,Leptocera_sp_1_Egg,Egg,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Sphaeroceridae,Limosininae,Leptocera,sp1,,,,,,,,
Leptocera_sp_1,253,1,Leptocera_sp_1_Larvae,Larvae,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Sphaeroceridae,Limosininae,Leptocera,sp1,,,,,,,,
Leptocera_sp_1,253,1,Leptocera_sp_1_Pupae,Pupae,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Sphaeroceridae,Limosininae,Leptocera,sp1,,,,,,,,
Liriomyza_sativae,254,1,Liriomyza_sativae_Adult,Adult,Diptera,Matt_Bertone,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Agromyzidae,,Liriomyza,sativae,,1.2,0.153780929,0.050267027,3,,,
Liriomyza_sativae,254,1,Liriomyza_sativae_Egg,Egg,Diptera,Matt_Bertone,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Agromyzidae,,Liriomyza,sativae,,,,,,,,
Liriomyza_sativae,254,1,Liriomyza_sativae_Larvae,Larvae,Diptera,Matt_Bertone,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Agromyzidae,,Liriomyza,sativae,,,,,,,,
Liriomyza_sativae,254,1,Liriomyza_sativae_Pupae,Pupae,Diptera,Matt_Bertone,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Agromyzidae,,Liriomyza,sativae,,,,,,,,
Lucilia_sericata,255,1,Lucilia_sericata_Adult,Adult,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Calliphoridae,,Lucilia,sericata,,3.5,4.112343928,NA,1,,,
Lucilia_sericata,255,1,Lucilia_sericata_Egg,Egg,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Calliphoridae,,Lucilia,sericata,,,,,,,,
Lucilia_sericata,255,1,Lucilia_sericata_Larvae,Larvae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Calliphoridae,,Lucilia,sericata,,,,,,,,
Lucilia_sericata,255,1,Lucilia_sericata_Pupae,Pupae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Calliphoridae,,Lucilia,sericata,,,,,,,,
Milichiella_lacteipennis,256,1,Milichiella_lacteipennis_Adult,Adult,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Milichiidae,,Milichiella,lacteipennis,,2.4,0.958778972,0.341629033,3,,,
Milichiella_lacteipennis,256,1,Milichiella_lacteipennis_Egg,Egg,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Milichiidae,,Milichiella,lacteipennis,,,,,,,,
Milichiella_lacteipennis,256,1,Milichiella_lacteipennis_Larvae,Larvae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Milichiidae,,Milichiella,lacteipennis,,,,,,,,
Milichiella_lacteipennis,256,1,Milichiella_lacteipennis_Pupae,Pupae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Milichiidae,,Milichiella,lacteipennis,,,,,,,,
Nocticanace_marshallensis,257,1,Nocticanace_marshallensis_Adult,Adult,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Canacidae,,Nocticanace,marshallensis,,1.866666667,0.55503204,0.397227846,3,,,
Nocticanace_marshallensis,257,1,Nocticanace_marshallensis_Egg,Egg,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Canacidae,,Nocticanace,marshallensis,,,,,,,,
Nocticanace_marshallensis,257,1,Nocticanace_marshallensis_Larvae,Larvae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Canacidae,,Nocticanace,marshallensis,,,,,,,,
Nocticanace_marshallensis,257,1,Nocticanace_marshallensis_Pupae,Pupae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Canacidae,,Nocticanace,marshallensis,,,,,,,,
Olfesia_aenescens,258,1,Olfesia_aenescens_Adult,Adult,Diptera,Rachel_Behm,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Hippoboscidae,,Olfesia,aenescens,,5.3,11.75243387,NA,1,,,
Olfesia_aenescens,258,1,Olfesia_aenescens_Egg,Egg,Diptera,Rachel_Behm,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Hippoboscidae,,Olfesia,aenescens,,,,,,,,
Olfesia_aenescens,258,1,Olfesia_aenescens_Larvae,Larvae,Diptera,Rachel_Behm,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Hippoboscidae,,Olfesia,aenescens,,,,,,,,
Olfesia_aenescens,258,1,Olfesia_aenescens_Pupae,Pupae,Diptera,Rachel_Behm,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Hippoboscidae,,Olfesia,aenescens,,,,,,,,
Ornithoica_vicina,259,1,Ornithoica_vicina_Adult,Adult,Diptera,Rachel_Behm,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Hippoboscidae,,Ornithoica,vicina,,NA,NA,NA,1,,,
Ornithoica_vicina,259,1,Ornithoica_vicina_Egg,Egg,Diptera,Rachel_Behm,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Hippoboscidae,,Ornithoica,vicina,,,,,,,,
Ornithoica_vicina,259,1,Ornithoica_vicina_Larvae,Larvae,Diptera,Rachel_Behm,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Hippoboscidae,,Ornithoica,vicina,,,,,,,,
Ornithoica_vicina,259,1,Ornithoica_vicina_Pupae,Pupae,Diptera,Rachel_Behm,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Hippoboscidae,,Ornithoica,vicina,,,,,,,,
Orthocladiinae_sp_1,260,1,Orthocladiinae_sp_1_Adult,Adult,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chironomidae,Orthocladiinae,Orthocladiinae,sp1,,0.933333333,0.034749498,0.019295328,3,,,
Orthocladiinae_sp_1,260,1,Orthocladiinae_sp_1_Egg,Egg,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chironomidae,Orthocladiinae,Orthocladiinae,sp1,,,,,,,,
Orthocladiinae_sp_1,260,1,Orthocladiinae_sp_1_Larvae,Larvae,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chironomidae,Orthocladiinae,Orthocladiinae,sp1,,,,,,,,
Orthocladiinae_sp_1,260,1,Orthocladiinae_sp_1_Pupae,Pupae,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chironomidae,Orthocladiinae,Orthocladiinae,sp1,,,,,,,,
Pale_fringed_wing_fly,261,1,Pale_fringed_wing_fly_Adult,Adult,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_fringed_wing_fly,,,1.28,0.060446848,0.036418335,5,,,
Pale_fringed_wing_fly,261,1,Pale_fringed_wing_fly_Egg,Egg,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_fringed_wing_fly,,,,,,,,,
Pale_fringed_wing_fly,261,1,Pale_fringed_wing_fly_Larvae,Larvae,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_fringed_wing_fly,,,,,,,,,
Pale_fringed_wing_fly,261,1,Pale_fringed_wing_fly_Pupae,Pupae,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_fringed_wing_fly,,,,,,,,,
Pale_unknown_fly,262,#N/A,Pale_unknown_fly_Adult,Adult,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_unknown_fly,,,0.95,0.079482278,0.083081894,2,,,
Pale_unknown_fly,262,#N/A,Pale_unknown_fly_Egg,Egg,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_unknown_fly,,,,,,,,,
Pale_unknown_fly,262,#N/A,Pale_unknown_fly_Larvae,Larvae,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_unknown_fly,,,,,,,,,
Pale_unknown_fly,262,#N/A,Pale_unknown_fly_Pupae,Pupae,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_unknown_fly,,,,,,,,,
Pale_yellow_nematocera,263,1,Pale_yellow_nematocera_Adult,Adult,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_yellow_nematocera,,,1.257142857,0.089335283,0.028466263,7,,,
Pale_yellow_nematocera,263,1,Pale_yellow_nematocera_Egg,Egg,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_yellow_nematocera,,,,,,,,,
Pale_yellow_nematocera,263,1,Pale_yellow_nematocera_Larvae,Larvae,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_yellow_nematocera,,,,,,,,,
Pale_yellow_nematocera,263,1,Pale_yellow_nematocera_Pupae,Pupae,Diptera,Rachel_Behm,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Pale_yellow_nematocera,,,,,,,,,
Psectrosciara_sp_1,264,1,Psectrosciara_sp_1_Adult,Adult,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,Nematocera,Bibionomorpha,,Scatopsidae,,Psectrosciara,sp1,,1.1,0.012671088,0.001151917,3,,,
Psectrosciara_sp_1,264,1,Psectrosciara_sp_1_Egg,Egg,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,Nematocera,Bibionomorpha,,Scatopsidae,,Psectrosciara,sp1,,,,,,,,
Psectrosciara_sp_1,264,1,Psectrosciara_sp_1_Larvae,Larvae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,Nematocera,Bibionomorpha,,Scatopsidae,,Psectrosciara,sp1,,,,,,,,
Psectrosciara_sp_1,264,1,Psectrosciara_sp_1_Pupae,Pupae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,Nematocera,Bibionomorpha,,Scatopsidae,,Psectrosciara,sp1,,,,,,,,
Pseudeuxesta_prima,265,1,Pseudeuxesta_prima_Adult,Adult,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Ulidiidae,,Pseudeuxesta,prima,,5.1,8.667599968,1.349669207,3,,,
Pseudeuxesta_prima,265,1,Pseudeuxesta_prima_Egg,Egg,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Ulidiidae,,Pseudeuxesta,prima,,,,,,,,
Pseudeuxesta_prima,265,1,Pseudeuxesta_prima_Larvae,Larvae,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Ulidiidae,,Pseudeuxesta,prima,,,,,,,,
Pseudeuxesta_prima,265,1,Pseudeuxesta_prima_Pupae,Pupae,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Ulidiidae,,Pseudeuxesta,prima,,,,,,,,
Psychodinae_sp_1,266,1,Psychodinae_sp_1_Adult,Adult,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Psychodidae,Psychodinae,Psychodinae,sp1,,1,0.108280204,0.022690135,3,,,
Psychodinae_sp_1,266,1,Psychodinae_sp_1_Egg,Egg,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Psychodidae,Psychodinae,Psychodinae,sp1,,,,,,,,
Psychodinae_sp_1,266,1,Psychodinae_sp_1_Larvae,Larvae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Psychodidae,Psychodinae,Psychodinae,sp1,,,,,,,,
Psychodinae_sp_1,266,1,Psychodinae_sp_1_Pupae,Pupae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Psychodidae,Psychodinae,Psychodinae,sp1,,,,,,,,
Rhegmoclema_sp_1,267,1,Rhegmoclema_sp_1_Adult,Adult,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Scatopsidae,,Rhegmoclema,sp1,,1.2,0.062203521,0.03591322,3,,,
Rhegmoclema_sp_1,267,1,Rhegmoclema_sp_1_Egg,Egg,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Scatopsidae,,Rhegmoclema,sp1,,,,,,,,
Rhegmoclema_sp_1,267,1,Rhegmoclema_sp_1_Larvae,Larvae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Scatopsidae,,Rhegmoclema,sp1,,,,,,,,
Rhegmoclema_sp_1,267,1,Rhegmoclema_sp_1_Pupae,Pupae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Scatopsidae,,Rhegmoclema,sp1,,,,,,,,
Sarcophaga_gressitti,268,#N/A,Sarcophaga_gressitti_Adult,Adult,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,gressitti,,NA,NA,NA,1,,,
Sarcophaga_gressitti,268,#N/A,Sarcophaga_gressitti_Egg,Egg,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,gressitti,,,,,,,,
Sarcophaga_gressitti,268,#N/A,Sarcophaga_gressitti_Larvae,Larvae,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,gressitti,,,,,,,,
Sarcophaga_gressitti,268,#N/A,Sarcophaga_gressitti_Pupae,Pupae,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,gressitti,,,,,,,,
Sarcophaga_misera,269,#N/A,Sarcophaga_misera_Adult,Adult,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,misera,,NA,NA,NA,1,,,
Sarcophaga_misera,269,#N/A,Sarcophaga_misera_Egg,Egg,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,misera,,,,,,,,
Sarcophaga_misera,269,#N/A,Sarcophaga_misera_Larvae,Larvae,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,misera,,,,,,,,
Sarcophaga_misera,269,#N/A,Sarcophaga_misera_Pupae,Pupae,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,misera,,,,,,,,
Sarcophaga_peregrina,270,1,Sarcophaga_peregrina_Adult,Adult,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,peregrina,,NA,NA,NA,1,,,
Sarcophaga_peregrina,270,1,Sarcophaga_peregrina_Egg,Egg,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,peregrina,,,,,,,,
Sarcophaga_peregrina,270,1,Sarcophaga_peregrina_Larvae,Larvae,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,peregrina,,,,,,,,
Sarcophaga_peregrina,270,1,Sarcophaga_peregrina_Pupae,Pupae,Diptera,Matt_Bertone,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,peregrina,,,,,,,,
Scatella_stagnalis,271,1,Scatella_stagnalis_Adult,Adult,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Ephydridae,,Scatella,stagnalis,,2.2,0.532185685,NA,1,,,
Scatella_stagnalis,271,1,Scatella_stagnalis_Egg,Egg,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Ephydridae,,Scatella,stagnalis,,,,,,,,
Scatella_stagnalis,271,1,Scatella_stagnalis_Larvae,Larvae,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Ephydridae,,Scatella,stagnalis,,,,,,,,
Scatella_stagnalis,271,1,Scatella_stagnalis_Pupae,Pupae,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Ephydridae,,Scatella,stagnalis,,,,,,,,
Scholastes_palmyra,272,1,Scholastes_palmyra_Adult,Adult,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Platystomatidae,,Scholastes,palmyra,,7.566666667,45.81519749,14.16587673,3,,,
Scholastes_palmyra,272,1,Scholastes_palmyra_Egg,Egg,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Platystomatidae,,Scholastes,palmyra,,,,,,,,
Scholastes_palmyra,272,1,Scholastes_palmyra_Larvae,Larvae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Platystomatidae,,Scholastes,palmyra,,,,,,,,
Scholastes_palmyra,272,1,Scholastes_palmyra_Pupae,Pupae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Platystomatidae,,Scholastes,palmyra,,,,,,,,
Siphunculina_striolata,273,1,Siphunculina_striolata_Adult,Adult,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chloropidae,,Siphunculina,striolata,,1.9,0.404898849,0.162607079,3,,,
Siphunculina_striolata,273,1,Siphunculina_striolata_Egg,Egg,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chloropidae,,Siphunculina,striolata,,,,,,,,
Siphunculina_striolata,273,1,Siphunculina_striolata_Larvae,Larvae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chloropidae,,Siphunculina,striolata,,,,,,,,
Siphunculina_striolata,273,1,Siphunculina_striolata_Pupae,Pupae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chloropidae,,Siphunculina,striolata,,,,,,,,
Small_wings_striped_legs_fly,274,1,Small_wings_striped_legs_fly_Adult,Adult,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Small_wings_striped_legs_fly,,,0.9,0.054428082,0.012828821,2,,,
Small_wings_striped_legs_fly,274,1,Small_wings_striped_legs_fly_Egg,Egg,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Small_wings_striped_legs_fly,,,,,,,,,
Small_wings_striped_legs_fly,274,1,Small_wings_striped_legs_fly_Larvae,Larvae,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Small_wings_striped_legs_fly,,,,,,,,,
Small_wings_striped_legs_fly,274,1,Small_wings_striped_legs_fly_Pupae,Pupae,Diptera,Rachel_Behm,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,Small_wings_striped_legs_fly,,,,,,,,,
Striped Ceratopogonid,275,1,Striped Ceratopogonid_Adult,Adult,Diptera,Rachel_Behm,,,,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,,,,NA,NA,NA,1,,,
Striped Ceratopogonid,275,1,Striped Ceratopogonid_Egg,Egg,Diptera,Rachel_Behm,,,,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,,,,,,,,,,
Striped Ceratopogonid,275,1,Striped Ceratopogonid_Larvae,Larvae,Diptera,Rachel_Behm,,,,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,,,,,,,,,,
Striped Ceratopogonid,275,1,Striped Ceratopogonid_Pupae,Pupae,Diptera,Rachel_Behm,,,,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,,,,,,,,,,
Styringomyia_didyma,276,1,Styringomyia_didyma_Adult,Adult,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Limoniidae,,Styringomyia,didyma,,4.8,1.584461925,0.797172594,3,,,
Styringomyia_didyma,276,1,Styringomyia_didyma_Egg,Egg,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Limoniidae,,Styringomyia,didyma,,,,,,,,
Styringomyia_didyma,276,1,Styringomyia_didyma_Larvae,Larvae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Limoniidae,,Styringomyia,didyma,,,,,,,,
Styringomyia_didyma,276,1,Styringomyia_didyma_Pupae,Pupae,Diptera,Matt_Bertone,,Compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Limoniidae,,Styringomyia,didyma,,,,,,,,
Syritta_aenigmatopatria,277,#N/A,Syritta_aenigmatopatria_Adult,Adult,Diptera,Matt_Bertone,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Syrphidae,Eristalinae,Syritta,aenigmatopatria,,NA,NA,NA,1,,,
Syritta_aenigmatopatria,277,#N/A,Syritta_aenigmatopatria_Egg,Egg,Diptera,Matt_Bertone,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Syrphidae,Eristalinae,Syritta,aenigmatopatria,,,,,,,,
Syritta_aenigmatopatria,277,#N/A,Syritta_aenigmatopatria_Larvae,Larvae,Diptera,Matt_Bertone,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Syrphidae,Eristalinae,Syritta,aenigmatopatria,,,,,,,,
Syritta_aenigmatopatria,277,#N/A,Syritta_aenigmatopatria_Pupae,Pupae,Diptera,Matt_Bertone,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Syrphidae,Eristalinae,Syritta,aenigmatopatria,,,,,,,,
Thalassomya_setosipennis,278,#N/A,Thalassomya_setosipennis_Adult,Adult,Diptera,Rachel_Behm,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chironomidae,,Thalassomya,setosipennis,,1.733333333,0.277803999,0.053586847,3,,,
Thalassomya_setosipennis,278,#N/A,Thalassomya_setosipennis_Egg,Egg,Diptera,Rachel_Behm,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chironomidae,,Thalassomya,setosipennis,,,,,,,,
Thalassomya_setosipennis,278,#N/A,Thalassomya_setosipennis_Larvae,Larvae,Diptera,Rachel_Behm,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chironomidae,,Thalassomya,setosipennis,,,,,,,,
Thalassomya_setosipennis,278,#N/A,Thalassomya_setosipennis_Pupae,Pupae,Diptera,Rachel_Behm,,Error,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Chironomidae,,Thalassomya,setosipennis,,,,,,,,
Thin_cecidomyiid_spp,279,1,Thin_cecidomyiid_spp_Adult,Adult,Diptera,Rachel_Behm,Likely 6 species complex,,,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,,,,0.927272727,0.041325025,0.017050343,11,,,
Thin_cecidomyiid_spp,279,1,Thin_cecidomyiid_spp_Egg,Egg,Diptera,Rachel_Behm,Likely 6 species complex,,,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,,,,,,,,,,
Thin_cecidomyiid_spp,279,1,Thin_cecidomyiid_spp_Larvae,Larvae,Diptera,Rachel_Behm,Likely 6 species complex,,,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,,,,,,,,,,
Thin_cecidomyiid_spp,279,1,Thin_cecidomyiid_spp_Pupae,Pupae,Diptera,Rachel_Behm,Likely 6 species complex,,,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,,,,,,,,,,,,
Xenasteia_sp_1,280,1,Xenasteia_sp_1_Adult,Adult,Diptera,Matt_Bertone,,Not_compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Xenasteiidae,,Xenasteia,sp1,,1.466666667,0.211568768,0.089748559,3,,,
