Morphospecies,Order,Present in Vials,Species_Stage_Name,Stage_Name,Group,Specialist,Standard_Sorting_Name,Barcode_Status,Authority,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,specific_epithet,subspecies,Body_Length_Mean_mm,Body_Mass_Mean_mg,Body_Mass_SD_mg,Body_Mass_N,Body_Mass_Source,Body_Mass_Proxy,Body_Mass_Notes
Scytodes_sp_2,109,1,Scytodes_sp_2_Egg,Egg,Araneae,Nadine_Duperre,,Not_submitted,Taxonomist,Arthropoda,Chelicerata,Arachnida,,,Araneae,,Araneomorphae,,Scytodidae,,Scytodes,sp2,,,,,,,,
Scytodes_sp_2,109,1,Scytodes_sp_2_Juvenile,Juvenile,Araneae,Nadine_Duperre,,Not_submitted,Taxonomist,Arthropoda,Chelicerata,Arachnida,,,Araneae,,Araneomorphae,,Scytodidae,,Scytodes,sp2,,2.2,1.710596844,NA,1,,,
Smeringopus_pallidus,110,1,Smeringopus_pallidus_Adult,Adult,Araneae,,,,,Arthropoda,Chelicerata,Arachnida,,,Araneae,,Araneomorphae,,Pholicidae,,Smeringopus,pallidus,,,,,,,,
Smeringopus_pallidus,110,1,Smeringopus_pallidus_Egg,Egg,Araneae,,,,,Arthropoda,Chelicerata,Arachnida,,,Araneae,,Araneomorphae,,Pholicidae,,Smeringopus,pallidus,,,,,,,,
Smeringopus_pallidus,110,1,Smeringopus_pallidus_Juvenile,Juvenile,Araneae,,,,,Arthropoda,Chelicerata,Arachnida,,,Araneae,,Araneomorphae,,Pholicidae,,Smeringopus,pallidus,,,,,,,,
Blattella_germanica,111,1,Blattella_germanica_Adult,Adult,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,,Blattella,germanica,,,,,,,,
Blattella_germanica,111,,Blattella_germanica_Instars_I_II,Instars_I_II,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,,Blattella,germanica,,,,,,,,
Blattella_germanica,111,,Blattella_germanica_Instars_III_IV_V,Instars_III_IV_V,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,,Blattella,germanica,,,,,,,,
Blattella_germanica,111,,Blattella_germanica_Instars_VI_VII,Instars_VI_VII,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,,Blattella,germanica,,,,,,,,
Blattella_germanica,111,1,Blattela_germanica_Ootheca,Ootheca,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,,Blattella,germanica,,,,,,,,
Diploptera_punctata,112,1,Diplopera_punctata_Adult,Adult,Blattodea,Robin_Victarino,,Not_compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blaberoidea,Blaberidae,Diplopterinae,Diploptera,punctata,,,,,,,,
Diploptera_punctata,112,,Diploptera_punctata_Instars_I_II,Instars_I_II,Blattodea,Robin_Victarino,,Not_compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blaberoidea,Blaberidae,Diplopterinae,Diploptera,punctata,,10.75,52.9185,39.02421988,4,,,
Diploptera_punctata,112,,Diploptera_punctata_Instars_III_IV,Instars_III_IV,Blattodea,Robin_Victarino,,Not_compliant,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blaberoidea,Blaberidae,Diplopterinae,Diploptera,punctata,,13.5,181.504,74.56851203,13,,,
Margattea_sp_1,113,#N/A,Margattea_sp_1_Adult,Adult,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Margattea,sp_1,,,,,,,,
Margattea_sp_1,113,,Margattea_sp_1_Instars_I_II,Instars_I_II,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Margattea,sp_1,,,,,,,,
Margattea_sp_1,113,,Margattea_sp_1_Instars_III_IV_V,Instars_III_IV_V,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Margattea,sp_1,,,,,,,,
Margattea_sp_1,113,,Margattea_sp_1_Instars_VI_VII,Instars_VI_VII,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Margattea,sp_1,,,,,,,,
Margattea_sp_1,113,#N/A,Margattea_sp_1_Ootheca,Ootheca,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Margattea,sp_1,,,,,,,,
Megamareta_sp_1,114,1,Megamareta_sp_1_Adult,Adult,Blattodea,Robin_Victarino,Golden_cockroach,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Megamareta,sp_1,,9.805263158,53.05923816,42.85763855,38,,,
Megamareta_sp_1,114,,Megamareta_sp_1_Instars_I_II,Instars_I_II,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Megamareta,sp_1,,2.176404494,0.875714944,0.757953071,89,,,
Megamareta_sp_1,114,,Megamareta_sp_1_Instars_III_IV_V,Instars_III_IV_V,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Megamareta,sp_1,,4.379775281,7.60568427,6.894119186,89,,,
Megamareta_sp_1,114,,Megamareta_sp_1_Instars_VI_VII,Instars_VI_VII,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Megamareta,sp_1,,7.58627451,26.51171471,18.81248046,51,,,
Megamareta_sp_1,114,1,Megamareta_sp_1_Ootheca,Ootheca,Blattodea,Robin_Victarino,Golden_cockroach,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Megamareta,sp_1,,,,,,,,
Megamareta_skinny,115,1,Megamareta_skinny_Adult,Adult,Blattodea,Robin_Victarino,,,,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,,Megamareta_skinny,,,7.686956522,7.364894453,5.079666931,23,,,
Megamareta_skinny,115,,Megamareta_skinny_Instars_I_II,Instars_I_II,Blattodea,Robin_Victarino,,,,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,,Megamareta_skinny,,,2,0.092153365,NA,1,,,
Megamareta_skinny,115,,Megamareta_skinny_Instars_III_IV_V,Instars_III_IV_V,Blattodea,Robin_Victarino,,,,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,,Megamareta_skinny,,,3.188461538,0.587865368,0.520933629,26,,,
Megamareta_skinny,115,,Megamareta_skinny_Instars_VI_VII,Instars_VI_VII,Blattodea,Robin_Victarino,,,,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,,Megamareta_skinny,,,5.19047619,2.110504052,1.1638397,21,,,
Megamareta_skinny,115,,Megamareta_skinny_Ootheca,Ootheca,Blattodea,Robin_Victarino,,,,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,,Megamareta_skinny,,,,,,,,,
Onchostylus_notulatus,116,1,Onchostylus_notulatus_Adult,Adult,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Onchostylus,notulatus,,,,,,,,
Onchostylus_notulatus,116,,Onchostylus_notulatus_Instars_I_II,Instars_I_II,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Onchostylus,notulatus,,2.35,1.116988889,1.098277878,18,,,
Onchostylus_notulatus,116,,Onchostylus_notulatus_Instars_III_IV_V,Instars_III_IV_V,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Onchostylus,notulatus,,4.365517241,4.129817241,3.246403161,29,,,
Onchostylus_notulatus,116,,Onchostylus_notulatus_Instars_VI_VII,Instars_VI_VII,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Onchostylus,notulatus,,,,,,,,
Onchostylus_notulatus,116,1,Onchostylus_notulatus_Ootheca,Ootheca,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Onchostylus,notulatus,,,,,,,,
Periplaneta_americana,117,1,Periplanata_americana_Adult,Adult,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blattoidea,Blattidae,,Periplanata,americana,,,,,,,,
Periplaneta_americana,117,,Periplaneta_americana_Instars_I_II,Instars_I_II,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blattoidea,Blattidae,,Periplanata,americana,,3.346153846,1.756496309,1.756608681,13,,,
Periplaneta_americana,117,,Periplaneta_americana_Instars_III_IV_V,Instars_III_IV_V,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blattoidea,Blattidae,,Periplanata,americana,,16.71818182,315.3729017,133.9704545,11,,,
Periplaneta_americana,117,,Periplaneta_americana_Instars_VI_VII,Instars_VI_VII,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blattoidea,Blattidae,,Periplanata,americana,,26.38571429,778.6345564,179.9572348,7,,,
Periplaneta_americana,117,1,Periplanata_americana_Ootheca,Ootheca,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blattoidea,Blattidae,,Periplanata,americana,,,,,,,,
Periplaneta_australasiae,118,1,Periplanata_australasiae_Adult,Adult,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blattoidea,Blattidae,,Periplanata,australasiae,,,,,,,,
Periplaneta_australasiae,118,,Periplaneta_australasiae_Instars_I_II,Instars_I_II,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blattoidea,Blattidae,,Periplanata,australasiae,,4.7,8.506390652,8.71958587,39,,,
Periplaneta_australasiae,118,,Periplaneta_australasiae_Instars_III_IV_V,Instars_III_IV_V,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blattoidea,Blattidae,,Periplanata,australasiae,,12.09056604,142.71169,156.7125707,53,,,
Periplaneta_australasiae,118,,Periplaneta_australasiae_Instars_VI_VII,Instars_VI_VII,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blattoidea,Blattidae,,Periplanata,australasiae,,22.92142857,634.2556574,271.3836955,14,,,
Periplaneta_australasiae,118,1,Periplanata_australasiae_Ootheca,Ootheca,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blattoidea,Blattidae,,Periplanata,australasiae,,,,,,,,
Pycnoscelus_surinamensis,119,1,Pycnoscelus_surinamensis_Adult,Adult,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blaberoidea,Blaberidae,Pycnoscelinae,Pycnoscelus,surinamensis,,15.51666667,157.5121798,65.03667881,6,,,
Pycnoscelus_surinamensis,119,,Pycnoscelus_surinamensis_Instars_I_II,Instars_I_II,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blaberoidea,Blaberidae,Pycnoscelinae,Pycnoscelus,surinamensis,,3.382608696,2.160207604,1.127007039,23,,,
Pycnoscelus_surinamensis,119,,Pycnoscelus_surinamensis_Instars_III_IV_V,Instars_III_IV_V,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blaberoidea,Blaberidae,Pycnoscelinae,Pycnoscelus,surinamensis,,6.166666667,18.9400124,18.99845873,36,,,
Pycnoscelus_surinamensis,119,,Pycnoscelus_surinamensis_Instars_VI_VII,Instars_VI_VII,Blattodea,Robin_Victarino,,Compliant,BOLD confirmed,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,Blaberoidea,Blaberidae,Pycnoscelinae,Pycnoscelus,surinamensis,,11.025,76.73063571,37.25272912,4,,,
Small_hairy_cockroach,120,1,Small_hairy_cockroach_Adult,Adult,Blattodea,Robin_Victarino,Small_hairy_cockroach,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,,,Small_hairy_cockroach,,,,,,,,,
Small_hairy_cockroach,120,,Small_hairy_cockroach_Instars_I_II,Instars_I_II,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,,,Small_hairy_cockroach,,,1.45,0.187906472,0.045817221,2,,,
Small_hairy_cockroach,120,,Small_hairy_cockroach_Instars_III_IV_V,Instars_III_IV_V,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,,,Small_hairy_cockroach,,,2.3,0.463646619,NA,1,,,
Small_hairy_cockroach,120,,Small_hairy_cockroach_Instars_VI_VII,Instars_VI_VII,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,,,Small_hairy_cockroach,,,,,,,,,
Small_hairy_cockroach,120,1,Small_hairy_cockroach_Ootheca,Ootheca,Blattodea,Robin_Victarino,Small_hairy_cockroach,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,,,Small_hairy_cockroach,,,,,,,,,
Supella_longipalpa,121,#N/A,Supella_longipalpa_Adult,Adult,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Supella,longipalpa,,,,,,,,
Supella_longipalpa,121,,Supella_longipalpa_Instars_I_II,Instars_I_II,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Supella,longipalpa,,,,,,,,
Supella_longipalpa,121,,Supella_longipalpa_Instars_III_IV_V,Instars_III_IV_V,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Supella,longipalpa,,,,,,,,
Supella_longipalpa,121,,Supella_longipalpa_Instars_VI_VII,Instars_VI_VII,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Supella,longipalpa,,,,,,,,
Supella_longipalpa,121,#N/A,Supella_longipalpa_Ootheca,Ootheca,Blattodea,Robin_Victarino,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Blattodea,,,,Ectobiidae,Pseudophyllodromiinae,Supella,longipalpa,,,,,,,,
Albino_centipede,122,1,Albino_centipede_Adult,Adult,Chilopoda,,,Not_submitted,Taxonomist,Arthropoda,Myriapoda,Chilopoda,,,,,,,Schendylida,,Albino_centipede,sp_1,,,,,,,,
Albino_centipede,122,1,Albino_centipede_Egg,Egg,Chilopoda,,,Not_submitted,Taxonomist,Arthropoda,Myriapoda,Chilopoda,,,,,,,Schendylida,,Albino_centipede,sp_1,,,,,,,,
Albino_centipede,122,1,Albino_centipede_Juvenile,Juvenile,Chilopoda,,,Not_submitted,Taxonomist,Arthropoda,Myriapoda,Chilopoda,,,,,,,Schendylida,,Albino_centipede,sp_1,,,,,,,,
Mecistocephalus_sp_1,123,1,Mecistocephalus_sp_1_Adult,Adult,Chilopoda,,,Not_submitted,Taxonomist,Arthropoda,Myriapoda,Chilopoda,,,Geophilomorpha,,,,Mecistocephalidae,,Mecistocephalus,sp_1,,,,,,,,
Mecistocephalus_sp_1,123,1,Mecistocephalus_sp_1_Egg,Egg,Chilopoda,,,Not_submitted,Taxonomist,Arthropoda,Myriapoda,Chilopoda,,,Geophilomorpha,,,,Mecistocephalidae,,Mecistocephalus,sp_1,,,,,,,,
Mecistocephalus_sp_1,123,1,Mecistocephalus_sp_1_Juvenile,Juvenile,Chilopoda,,,Not_submitted,Taxonomist,Arthropoda,Myriapoda,Chilopoda,,,Geophilomorpha,,,,Mecistocephalidae,,Mecistocephalus,sp_1,,,,,,,,
Hemidactylus_frenatus,124,#N/A,Hemidactylus_frenatus_Adult,Adult,Chordata,,,Not_submitted,Taxonomist,Chordata,,Reptilia,,,Squamata,,,,Gekkonidae,Gekkoninae,Hemidactylus,frenatus,,,,,,,,
Hemidactylus_frenatus,124,#N/A,Hemidactylus_frenatus_Egg,Egg,Chordata,,,Not_submitted,Taxonomist,Chordata,,Reptilia,,,Squamata,,,,Gekkonidae,Gekkoninae,Hemidactylus,frenatus,,,,,,,,
Hemidactylus_frenatus,124,#N/A,Hemidactylus_frenatus_Juvenile,Juvenile,Chordata,,,Not_submitted,Taxonomist,Chordata,,Reptilia,,,Squamata,,,,Gekkonidae,Gekkoninae,Hemidactylus,frenatus,,,,,,,,
Lepidodactylus_legubris,125,#N/A,Lepidodactylus_legubris_Adult,Adult,Chordata,,,Not_submitted,Taxonomist,Chordata,,Reptilia,,,Squamata,,,,Gekkonidae,Gekkoninae,Lepidodactylus,legubris,,,,,,,,
Lepidodactylus_legubris,125,#N/A,Lepidodactylus_legubris_Egg,Egg,Chordata,,,Not_submitted,Taxonomist,Chordata,,Reptilia,,,Squamata,,,,Gekkonidae,Gekkoninae,Lepidodactylus,legubris,,,,,,,,
Lepidodactylus_legubris,125,#N/A,Lepidodactylus_legubris_Juvenile,Juvenile,Chordata,,,Not_submitted,Taxonomist,Chordata,,Reptilia,,,Squamata,,,,Gekkonidae,Gekkoninae,Lepidodactylus,legubris,,,,,,,,
Lepidodactylus_sp_nov,126,#N/A,Lepidodactylus_sp_nov_Adult,Adult,Chordata,,,Not_submitted,Taxonomist,Chordata,,Reptilia,,,Squamata,,,,Gekkonidae,Gekkoninae,Lepidodactylus,sp_nov,,,,,,,,
Lepidodactylus_sp_nov,126,#N/A,Lepidodactylus_sp_nov_Egg,Egg,Chordata,,,Not_submitted,Taxonomist,Chordata,,Reptilia,,,Squamata,,,,Gekkonidae,Gekkoninae,Lepidodactylus,sp_nov,,,,,,,,
Lepidodactylus_sp_nov,126,#N/A,Lepidodactylus_sp_nov_Juvenile,Juvenile,Chordata,,,Not_submitted,Taxonomist,Chordata,,Reptilia,,,Squamata,,,,Gekkonidae,Gekkoninae,Lepidodactylus,sp_nov,,,,,,,,
Rattus_rattus,127,#N/A,Rattus_rattus_Adult,Adult,Chordata,,,Not_submitted,Taxonomist,Chordata,,Mammalia,,,Rodentia,,,,Muridae,,Rattus,rattus,,,,,,,,
Rattus_rattus,127,#N/A,Rattus_rattus_Juvenile,Juvenile,Chordata,,,Not_submitted,Taxonomist,Chordata,,Mammalia,,,Rodentia,,,,Muridae,,Rattus,rattus,,,,,,,,
Dysmicoccus_brevipes,128,1,Dysmicoccus_brevipes_Adult,Adult,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Dysmicoccus,brevipes,,0.854545455,0.097742781,0.095718993,22,,,
Dysmicoccus_brevipes,128,1,Dysmicoccus_brevipes_Male,Male,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Dysmicoccus,brevipes,,,,,,,,
Dysmicoccus_brevipes,128,1,Dysmicoccus_brevipes_Egg,Egg,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Dysmicoccus,brevipes,,,,,,,,
Dysmicoccus_brevipes,128,1,Dysmicoccus_brevipes_Crawler,Crawler,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Dysmicoccus,brevipes,,0.473333333,0.008360998,0.005171175,15,,,
Dysmicoccus_neobrevipes,129,1,Dysmicoccus_neobrevipes_Adult,Adult,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Dysmicoccus,neobrevipes,,1.45,0.334508488,0.227475766,14,,,
Dysmicoccus_neobrevipes,129,1,Dysmicoccus_neobrevipes_Male,Male,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Dysmicoccus,neobrevipes,,,,,,,,
Dysmicoccus_neobrevipes,129,1,Dysmicoccus_neobrevipes_Egg,Egg,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Dysmicoccus,neobrevipes,,,,,,,,
Dysmicoccus_neobrevipes,129,1,Dysmicoccus_neobrevipes_Crawler,Crawler,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Dysmicoccus,neobrevipes,,0.346153846,0.007996963,0.013445966,13,,,
Ferrisia_virgata,130,1,Ferrisia_virgata_Adult,Adult,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Ferrisia,virgata,,0.986666667,0.06723356,0.030922565,15,,,
Ferrisia_virgata,130,1,Ferrisia_virgata_Male,Male,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Ferrisia,virgata,,,,,,,,
Ferrisia_virgata,130,1,Ferrisia_virgata_Egg,Egg,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Ferrisia,virgata,,,,,,,,
Ferrisia_virgata,130,1,Ferrisia_virgata_Crawler,Crawler,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Ferrisia,virgata,,0.654545455,0.026624992,0.006094507,11,,,
Icerya_purchasi,131,1,Icerya_purchasi_Adult,Adult,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,,,Icerya_purchase,,,2.0625,0.474013873,0.162783449,8,,,
Icerya_purchasi,131,1,Icerya_purchasi_Male,Male,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,,,Icerya_purchase,,,,,,,,,
Icerya_purchasi,131,1,Icerya_purchasi_Egg,Egg,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,,,Icerya_purchase,,,,,,,,,
Icerya_purchasi,131,1,Icerya_purchasi_Crawler,Crawler,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,,,Icerya_purchase,,,0.647058824,0.037945503,0.045268602,17,,,
Planococcus_citri,132,1,Planococcus_citri_Adult,Adult,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Planococcus,citri,,2.044444444,0.7583774,0.415826034,9,,,
Planococcus_citri,132,1,Planococcus_citri_Male,Male,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Planococcus,citri,,,,,,,,
Planococcus_citri,132,1,Planococcus_citri_Egg,Egg,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Planococcus,citri,,,,,,,,
Planococcus_citri,132,1,Planococcus_citri_Crawler,Crawler,Coccoidea,,,,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Pseudococcidae,,Planococcus,citri,,1.233333333,0.14638946,0.098227477,12,,,
Pulvinaria_urbicola,133,1,Pulvinaria_urbicola_Adult,Adult,Coccoidea,,,Compliant,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Coccidae,,Pulvinaria,urbicola,,1.6,0.159121635,0.073519969,11,,,
Pulvinaria_urbicola,133,1,Pulvinaria_urbicola_Male,Male,Coccoidea,,,Compliant,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Coccidae,,Pulvinaria,urbicola,,,,,,,,
Pulvinaria_urbicola,133,1,Pulvinaria_urbicola_Egg,Egg,Coccoidea,,,Compliant,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Coccidae,,Pulvinaria,urbicola,,,,,,,,
Pulvinaria_urbicola,133,1,Pulvinaria_urbicola_Crawler,Crawler,Coccoidea,,,Compliant,,Arthropoda,Hexapoda,Insecta,,,Hemiptera,Sternorrhyncha,,Coccoidea,Coccidae,,Pulvinaria,urbicola,,0.933333333,0.034045549,0.011580901,9,,,
Abraeomorphus_atomarius,134,1,Abraeomorphus_atomarius_Adult,Adult,Coleoptera,Matthew_Gimmel,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,Histeroidea,Histeridae,,Abraeomorphus,atomarius,,0.890909091,0.11367327,0.035941172,11,,,
Abraeomorphus_atomarius,134,1,Abraeomorphus_atomarius_Egg,Egg,Coleoptera,Matthew_Gimmel,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,Histeroidea,Histeridae,,Abraeomorphus,atomarius,,,,,,,,
Abraeomorphus_atomarius,134,1,Abraeomorphus_atomarius_Larvae,Larvae,Coleoptera,Matthew_Gimmel,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,Histeroidea,Histeridae,,Abraeomorphus,atomarius,,,,,,,,
Abraeomorphus_atomarius,134,1,Abraeomorphus_atomarius_Pupae,Pupae,Coleoptera,Matthew_Gimmel,,Not_submitted,Taxonomist,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,Histeroidea,Histeridae,,Abraeomorphus,atomarius,,,,,,,,
