"","sample","unique_ID","pred_ID","Phylum_prey","Class_prey","Order_prey","Family_prey","Genus_prey","Species_prey","ID_level","reads"
"17329","PAN2c","Diadiplosis donaldi","Pantala flavescens","Arthropoda","Insecta","Diptera","Cecidomyiidae","Diadiplosis","Diadiplosis donaldi","Species",0
"17330","PAN2c","Diploptera punctata","Pantala flavescens","Arthropoda","Insecta","Blattodea","Blaberidae","Diploptera","Diploptera punctata","Species",0
"17331","PAN2c","Diptera","Pantala flavescens","Arthropoda","Insecta","Diptera","","","","Order",41
"17332","PAN2c","Diptera sp. sc","Pantala flavescens","Arthropoda","Insecta","Diptera","","","Diptera sp. sc_00793","Species",0
"17333","PAN2c","Echmepteryx madagascariensis","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Lepidopsocidae","Echmepteryx","Echmepteryx madagascariensis","Species",0
"17334","PAN2c","Ectobiidae","Pantala flavescens","Arthropoda","Insecta","Blattodea","Ectobiidae","","","Family",0
"17335","PAN2c","Ectopsocidae sp. S150708","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Ectopsocidae","","Ectopsocidae sp. S150708","Species",0
"17336","PAN2c","Ectopsocus fullawayi","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Ectopsocidae","Ectopsocus","Ectopsocus fullawayi","Species",0
"17337","PAN2c","Ectopsocus sp. KY212","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Ectopsocidae","Ectopsocus","Ectopsocus sp. KY212","Species",0
"17338","PAN2c","Enterobius vermicularis","Pantala flavescens","Nematoda","Chromadorea","Rhabditida","Oxyuridae","Enterobius","Enterobius vermicularis","Species",0
"17339","PAN2c","Entomobryomorpha","Pantala flavescens","Arthropoda","Collembola","Entomobryomorpha","","","","Order",0
"17340","PAN2c","Erebidae","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","Erebidae","","","Family",0
"17341","PAN2c","Eukaryota","Pantala flavescens","","","","","","","Domain",0
"17342","PAN2c","Eukaryota","Pantala flavescens","Arthropoda","Insecta","","","","","Class",0
"17343","PAN2c","Eukaryota","Pantala flavescens","Chordata","Mammalia","Rodentia","","","","Order",0
"17344","PAN2c","Evaniella semaeoda","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Evaniidae","Evaniella","Evaniella semaeoda","Species",0
"17345","PAN2c","Formicidae","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","","","Family",0
"17346","PAN2c","Geophilomorpha","Pantala flavescens","Arthropoda","Chilopoda","Geophilomorpha","","","","Order",0
"17347","PAN2c","Hasarius adansoni","Pantala flavescens","Arthropoda","Arachnida","Araneae","Salticidae","Hasarius","Hasarius adansoni","Species",0
"17348","PAN2c","Hemiptera","Pantala flavescens","Arthropoda","Insecta","Hemiptera","","","","Order",0
"17349","PAN2c","Hemiptera sp. BIOUG03439-H02","Pantala flavescens","Arthropoda","Insecta","Hemiptera","","","Hemiptera sp. BIOUG03439-H02","Species",0
"17350","PAN2c","Hercostomus unicolor","Pantala flavescens","Arthropoda","Insecta","Diptera","Dolichopodidae","Hercostomus","Hercostomus unicolor","Species",0
"17351","PAN2c","Homidia","Pantala flavescens","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Homidia","","Genus",0
"17352","PAN2c","Hominidae","Pantala flavescens","Chordata","Mammalia","Primates","Hominidae","","","Family",0
"17353","PAN2c","Homo sapiens","Pantala flavescens","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Species",0
"17354","PAN2c","Hymenoptera","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","","","","Order",0
"17355","PAN2c","Hypoponera","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Hypoponera","","Genus",0
"17356","PAN2c","Hypothenemus sp. H206","Pantala flavescens","Arthropoda","Insecta","Coleoptera","Curculionidae","Hypothenemus","Hypothenemus sp. H206","Species",0
"17357","PAN2c","Insecta","Pantala flavescens","Arthropoda","Insecta","","","","","Class",0
"17358","PAN2c","Insecta","Pantala flavescens","Arthropoda","Insecta","Coleoptera","","","","Order",0
"17359","PAN2c","Insecta","Pantala flavescens","Arthropoda","Insecta","Dermaptera","","","","Order",0
"17360","PAN2c","Insecta","Pantala flavescens","Arthropoda","Insecta","Diptera","","","","Order",0
"17361","PAN2c","Insecta","Pantala flavescens","Arthropoda","Insecta","Hemiptera","","","","Order",0
"17362","PAN2c","Isotomidae sp. DPCOL102537","Pantala flavescens","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","","Isotomidae sp. DPCOL102537","Species",0
"17363","PAN2c","Keijia mneon","Pantala flavescens","Arthropoda","Arachnida","Araneae","Theridiidae","Keijia <spiders>","Keijia mneon","Species",0
"17364","PAN2c","Lepidopsocidae","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Lepidopsocidae","","","Family",0
"17365","PAN2c","Lepidoptera","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","","","","Order",0
"17366","PAN2c","Lepidoptera sp. BOLD:AAC1583","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","","","Lepidoptera sp. BOLD:AAC1583","Species",0
"17367","PAN2c","Lepidoptera sp. sc","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","","","Lepidoptera sp. sc_03005","Species",0
"17368","PAN2c","Lepidoptera sp. sc","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","","","Lepidoptera sp. sc_07152","Species",0
"17369","PAN2c","Limoniidae","Pantala flavescens","Arthropoda","Insecta","Diptera","Limoniidae","","","Family",0
"17370","PAN2c","Linepithema humile","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Linepithema","Linepithema humile","Species",0
"17371","PAN2c","Liposcelis bostrychophila","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Liposcelididae","Liposcelis","Liposcelis bostrychophila","Species",0
"17372","PAN2c","Liposcelis decolor","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Liposcelididae","Liposcelis","Liposcelis decolor","Species",0
"17373","PAN2c","Littorophiloscia bifasciata","Pantala flavescens","Arthropoda","Malacostraca","Isopoda","Philosciidae","Littorophiloscia","Littorophiloscia bifasciata","Species",0
"17374","PAN2c","Mecistocephalus guildingii","Pantala flavescens","Arthropoda","Chilopoda","Geophilomorpha","Mecistocephalidae","Mecistocephalus","Mecistocephalus guildingii","Species",0
"17375","PAN2c","Mus musculus","Pantala flavescens","Chordata","Mammalia","Rodentia","Muridae","Mus","Mus musculus","Species",0
"17376","PAN2c","Myopsocidae sp. sc","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Myopsocidae","","Myopsocidae sp. sc_07272","Species",0
"17377","PAN2c","Neoscona","Pantala flavescens","Arthropoda","Arachnida","Araneae","Araneidae","Neoscona","","Genus",0
"17378","PAN2c","Neoscona theisi","Pantala flavescens","Arthropoda","Arachnida","Araneae","Araneidae","Neoscona","Neoscona theisi","Species",0
"17379","PAN2c","Nephus sp. PSRU-COC007","Pantala flavescens","Arthropoda","Insecta","Coleoptera","Coccinellidae","Nephus","Nephus sp. PSRU-COC007","Species",0
"17380","PAN2c","Nylanderia sp. CHR01","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Nylanderia","Nylanderia sp. CHR01","Species",0
"17381","PAN2c","Olios sp. 1GAB","Pantala flavescens","Arthropoda","Arachnida","Araneae","Sparassidae","Olios","Olios sp. 1GAB_PAK","Species",0
"17382","PAN2c","Oncorhynchus nerka","Pantala flavescens","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Species",0
"17383","PAN2c","Opopaea sp. CASENT9024170","Pantala flavescens","Arthropoda","Arachnida","Araneae","Oonopidae","Opopaea","Opopaea sp. CASENT9024170","Species",0
"17384","PAN2c","Ornebius novarae","Pantala flavescens","Arthropoda","Insecta","Orthoptera","Mogoplistidae","Ornebius","Ornebius novarae","Species",0
"17385","PAN2c","Orphnaeus brevilabiatus","Pantala flavescens","Arthropoda","Chilopoda","Geophilomorpha","Oryidae","Orphnaeus","Orphnaeus brevilabiatus","Species",0
"17386","PAN2c","Orthoptera","Pantala flavescens","Arthropoda","Insecta","Orthoptera","","","","Order",0
"17387","PAN2c","Oxyopes sertatus","Pantala flavescens","Arthropoda","Arachnida","Araneae","Oxyopidae","Oxyopes","Oxyopes sertatus","Species",0
"17388","PAN2c","Parartemia serventyi","Pantala flavescens","Arthropoda","Branchiopoda","Anostraca","Branchipodidae","Parartemia","Parartemia serventyi","Species",0
"17389","PAN2c","Periplaneta","Pantala flavescens","Arthropoda","Insecta","Blattodea","Blattidae","Periplaneta","","Genus",0
"17390","PAN2c","Pheidole","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Pheidole","","Genus",0
"17391","PAN2c","Philonthus explorator","Pantala flavescens","Arthropoda","Insecta","Coleoptera","Staphylinidae","Philonthus","Philonthus explorator","Species",0
"17392","PAN2c","Piletocera signiferalis","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","Crambidae","Piletocera","Piletocera signiferalis","Species",0
"17393","PAN2c","Ponera <ants>","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Ponera <ants>","","Genus",0
"17394","PAN2c","Pseudococcidae","Pantala flavescens","Arthropoda","Insecta","Hemiptera","Pseudococcidae","","","Family",0
"17395","PAN2c","Pseudomyrmex gracilis","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Pseudomyrmex","Pseudomyrmex gracilis","Species",0
"17396","PAN2c","Saissetia oleae","Pantala flavescens","Arthropoda","Insecta","Hemiptera","Coccidae","Saissetia","Saissetia oleae","Species",0
"17397","PAN2c","Salmo salar","Pantala flavescens","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar","Species",0
"17398","PAN2c","Sarcoptiformes","Pantala flavescens","Arthropoda","Arachnida","Sarcoptiformes","","","","Order",0
"17399","PAN2c","Scholastes lonchifer","Pantala flavescens","Arthropoda","Insecta","Diptera","Platystomatidae","Scholastes","Scholastes lonchifer","Species",0
"17400","PAN2c","Sciaridae","Pantala flavescens","Arthropoda","Insecta","Diptera","Sciaridae","","","Family",0
"17401","PAN2c","Sciaridae sp. BIOUG15345-H01","Pantala flavescens","Arthropoda","Insecta","Diptera","Sciaridae","","Sciaridae sp. BIOUG15345-H01","Species",0
"17402","PAN2c","Sciaridae sp. sc","Pantala flavescens","Arthropoda","Insecta","Diptera","Sciaridae","","Sciaridae sp. sc_02707","Species",0
"17403","PAN2c","Sciaridae sp. sc","Pantala flavescens","Arthropoda","Insecta","Diptera","Sciaridae","","Sciaridae sp. sc_07876","Species",0
"17404","PAN2c","Selenothrips rubrocinctus","Pantala flavescens","Arthropoda","Insecta","Thysanoptera","Thripidae","Selenothrips","Selenothrips rubrocinctus","Species",0
"17405","PAN2c","Smeringopus pallidus","Pantala flavescens","Arthropoda","Arachnida","Araneae","Pholcidae","Smeringopus","Smeringopus pallidus","Species",0
"17406","PAN2c","Sminthuridae sp. DPCOL44194","Pantala flavescens","Arthropoda","Collembola","Symphypleona","Sminthuridae","","Sminthuridae sp. DPCOL44194","Species",0
"17407","PAN2c","Sparassidae","Pantala flavescens","Arthropoda","Arachnida","Araneae","Sparassidae","","","Family",0
"17408","PAN2c","Stigmatogaster souletina","Pantala flavescens","Arthropoda","Chilopoda","Geophilomorpha","Himantariidae","Stigmatogaster","Stigmatogaster souletina","Species",0
"17409","PAN2c","Styringomyia didyma","Pantala flavescens","Arthropoda","Insecta","Diptera","Limoniidae","Styringomyia","Styringomyia didyma","Species",0
"17410","PAN2c","Suidasia","Pantala flavescens","Arthropoda","Arachnida","Sarcoptiformes","Suidasiidae","Suidasia","","Genus",0
"17411","PAN2c","Sula sula","Pantala flavescens","Chordata","Aves","Pelecaniformes","Sulidae","Sula","Sula sula","Species",0
"17412","PAN2c","Theridion","Pantala flavescens","Arthropoda","Arachnida","Araneae","Theridiidae","Theridion","","Genus",0
"17413","PAN2c","Thysanoptera","Pantala flavescens","Arthropoda","Insecta","Thysanoptera","","","","Order",0
"17414","PAN2c","Tygarrup javanicus","Pantala flavescens","Arthropoda","Chilopoda","Geophilomorpha","Mecistocephalidae","Tygarrup","Tygarrup javanicus","Species",0
"17415","PAN3c","Acaridae","Pantala flavescens","Arthropoda","Arachnida","Sarcoptiformes","Acaridae","","","Family",0
"17416","PAN3c","Acrididae","Pantala flavescens","Arthropoda","Insecta","Orthoptera","Acrididae","","","Family",0
"17417","PAN3c","Agromyzidae","Pantala flavescens","Arthropoda","Insecta","Diptera","Agromyzidae","","","Family",0
"17418","PAN3c","Aleyrodidae","Pantala flavescens","Arthropoda","Insecta","Hemiptera","Aleyrodidae","","","Family",0
"17419","PAN3c","Anisolabis","Pantala flavescens","Arthropoda","Insecta","Dermaptera","Anisolabididae","Anisolabis","","Genus",0
"17420","PAN3c","Arachnida","Pantala flavescens","Arthropoda","Arachnida","","","","","Class",0
"17421","PAN3c","Arachnida","Pantala flavescens","Arthropoda","Arachnida","Araneae","","","","Order",0
"17422","PAN3c","Araneae","Pantala flavescens","Arthropoda","Arachnida","Araneae","","","","Order",0
"17423","PAN3c","Arthropoda","Pantala flavescens","Arthropoda","","","","","","Phylum",0
"17424","PAN3c","Arthropoda","Pantala flavescens","Arthropoda","Arachnida","Araneae","","","","Order",0
"17425","PAN3c","Arthropoda","Pantala flavescens","Arthropoda","Entognatha","Entomobryomorpha","","","","Order",0
"17426","PAN3c","Arthropoda","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","","","","Order",0
"17427","PAN3c","Arthropoda environmental sample","Pantala flavescens","Arthropoda","","","","","Arthropoda environmental sample","Species",0
"17428","PAN3c","Bdelloidea","Pantala flavescens","Rotifera","Bdelloidea","","","","","Class",0
"17429","PAN3c","Blattodea","Pantala flavescens","Arthropoda","Insecta","Blattodea","","","","Order",0
"17430","PAN3c","Bourletiellidae","Pantala flavescens","Arthropoda","Collembola","Symphypleona","Bourletiellidae","","","Family",0
"17431","PAN3c","Buthus mariefranceae","Pantala flavescens","Arthropoda","Arachnida","Scorpiones","Buthidae","Buthus","Buthus mariefranceae","Species",0
"17432","PAN3c","Carapoia sp. DNA100446402","Pantala flavescens","Arthropoda","Arachnida","Araneae","Pholcidae","Carapoia","Carapoia sp. DNA100446402","Species",0
"17433","PAN3c","Cardiocondyla minutior","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Cardiocondyla","Cardiocondyla minutior","Species",0
"17434","PAN3c","Cecidomyiidae","Pantala flavescens","Arthropoda","Insecta","Diptera","Cecidomyiidae","","","Family",0
"17435","PAN3c","Cephalochrysa","Pantala flavescens","Arthropoda","Insecta","Diptera","Stratiomyidae","Cephalochrysa","","Genus",0
"17436","PAN3c","Ceratopogonidae sp. sc","Pantala flavescens","Arthropoda","Insecta","Diptera","Ceratopogonidae","","Ceratopogonidae sp. sc_02724","Species",0
"17437","PAN3c","Ceratopogonidae sp. sc","Pantala flavescens","Arthropoda","Insecta","Diptera","Ceratopogonidae","","Ceratopogonidae sp. sc_07781","Species",0
"17438","PAN3c","Chilopoda","Pantala flavescens","Arthropoda","Chilopoda","","","","","Class",0
"17439","PAN3c","Chloropidae","Pantala flavescens","Arthropoda","Insecta","Diptera","Chloropidae","","","Family",2
"17440","PAN3c","Chromadorea","Pantala flavescens","Nematoda","Chromadorea","","","","","Class",0
"17441","PAN3c","Coleoptera","Pantala flavescens","Arthropoda","Insecta","Coleoptera","","","","Order",0
"17442","PAN3c","Collembola","Pantala flavescens","Arthropoda","Collembola","","","","","Class",0
"17443","PAN3c","Conoderus pallipes","Pantala flavescens","Arthropoda","Insecta","Coleoptera","Elateridae","Conoderus","Conoderus pallipes","Species",0
"17444","PAN3c","Culex univittatus","Pantala flavescens","Arthropoda","Insecta","Diptera","Culicidae","Culex","Culex univittatus","Species",0
"17445","PAN3c","Culicoides sp. OM-2014","Pantala flavescens","Arthropoda","Insecta","Diptera","Ceratopogonidae","Culicoides","Culicoides sp. OM-2014","Species",0
"17446","PAN3c","Cytaea cf. sinuata JXZ-2013","Pantala flavescens","Arthropoda","Arachnida","Araneae","Salticidae","Cytaea","Cytaea cf. sinuata JXZ-2013","Species",0
"17447","PAN3c","Dactylosternum abdominale","Pantala flavescens","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Dactylosternum","Dactylosternum abdominale","Species",0
"17448","PAN3c","Dermatophagoides farinae","Pantala flavescens","Arthropoda","Arachnida","Sarcoptiformes","Pyroglyphidae","Dermatophagoides","Dermatophagoides farinae","Species",0
"17449","PAN3c","Diadiplosis donaldi","Pantala flavescens","Arthropoda","Insecta","Diptera","Cecidomyiidae","Diadiplosis","Diadiplosis donaldi","Species",1
"17450","PAN3c","Diploptera punctata","Pantala flavescens","Arthropoda","Insecta","Blattodea","Blaberidae","Diploptera","Diploptera punctata","Species",0
"17451","PAN3c","Diptera","Pantala flavescens","Arthropoda","Insecta","Diptera","","","","Order",0
"17452","PAN3c","Diptera sp. sc","Pantala flavescens","Arthropoda","Insecta","Diptera","","","Diptera sp. sc_00793","Species",0
"17453","PAN3c","Echmepteryx madagascariensis","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Lepidopsocidae","Echmepteryx","Echmepteryx madagascariensis","Species",0
"17454","PAN3c","Ectobiidae","Pantala flavescens","Arthropoda","Insecta","Blattodea","Ectobiidae","","","Family",0
"17455","PAN3c","Ectopsocidae sp. S150708","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Ectopsocidae","","Ectopsocidae sp. S150708","Species",0
"17456","PAN3c","Ectopsocus fullawayi","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Ectopsocidae","Ectopsocus","Ectopsocus fullawayi","Species",0
"17457","PAN3c","Ectopsocus sp. KY212","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Ectopsocidae","Ectopsocus","Ectopsocus sp. KY212","Species",0
"17458","PAN3c","Enterobius vermicularis","Pantala flavescens","Nematoda","Chromadorea","Rhabditida","Oxyuridae","Enterobius","Enterobius vermicularis","Species",0
"17459","PAN3c","Entomobryomorpha","Pantala flavescens","Arthropoda","Collembola","Entomobryomorpha","","","","Order",0
"17460","PAN3c","Erebidae","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","Erebidae","","","Family",0
"17461","PAN3c","Eukaryota","Pantala flavescens","","","","","","","Domain",0
"17462","PAN3c","Eukaryota","Pantala flavescens","Arthropoda","Insecta","","","","","Class",0
"17463","PAN3c","Eukaryota","Pantala flavescens","Chordata","Mammalia","Rodentia","","","","Order",0
"17464","PAN3c","Evaniella semaeoda","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Evaniidae","Evaniella","Evaniella semaeoda","Species",0
"17465","PAN3c","Formicidae","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","","","Family",0
"17466","PAN3c","Geophilomorpha","Pantala flavescens","Arthropoda","Chilopoda","Geophilomorpha","","","","Order",0
"17467","PAN3c","Hasarius adansoni","Pantala flavescens","Arthropoda","Arachnida","Araneae","Salticidae","Hasarius","Hasarius adansoni","Species",0
"17468","PAN3c","Hemiptera","Pantala flavescens","Arthropoda","Insecta","Hemiptera","","","","Order",0
"17469","PAN3c","Hemiptera sp. BIOUG03439-H02","Pantala flavescens","Arthropoda","Insecta","Hemiptera","","","Hemiptera sp. BIOUG03439-H02","Species",0
"17470","PAN3c","Hercostomus unicolor","Pantala flavescens","Arthropoda","Insecta","Diptera","Dolichopodidae","Hercostomus","Hercostomus unicolor","Species",0
"17471","PAN3c","Homidia","Pantala flavescens","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Homidia","","Genus",0
"17472","PAN3c","Hominidae","Pantala flavescens","Chordata","Mammalia","Primates","Hominidae","","","Family",0
"17473","PAN3c","Homo sapiens","Pantala flavescens","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Species",0
"17474","PAN3c","Hymenoptera","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","","","","Order",0
"17475","PAN3c","Hypoponera","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Hypoponera","","Genus",0
"17476","PAN3c","Hypothenemus sp. H206","Pantala flavescens","Arthropoda","Insecta","Coleoptera","Curculionidae","Hypothenemus","Hypothenemus sp. H206","Species",0
"17477","PAN3c","Insecta","Pantala flavescens","Arthropoda","Insecta","","","","","Class",0
"17478","PAN3c","Insecta","Pantala flavescens","Arthropoda","Insecta","Coleoptera","","","","Order",0
"17479","PAN3c","Insecta","Pantala flavescens","Arthropoda","Insecta","Dermaptera","","","","Order",1
"17480","PAN3c","Insecta","Pantala flavescens","Arthropoda","Insecta","Diptera","","","","Order",0
"17481","PAN3c","Insecta","Pantala flavescens","Arthropoda","Insecta","Hemiptera","","","","Order",0
"17482","PAN3c","Isotomidae sp. DPCOL102537","Pantala flavescens","Arthropoda","Collembola","Entomobryomorpha","Isotomidae","","Isotomidae sp. DPCOL102537","Species",0
"17483","PAN3c","Keijia mneon","Pantala flavescens","Arthropoda","Arachnida","Araneae","Theridiidae","Keijia <spiders>","Keijia mneon","Species",0
"17484","PAN3c","Lepidopsocidae","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Lepidopsocidae","","","Family",0
"17485","PAN3c","Lepidoptera","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","","","","Order",0
"17486","PAN3c","Lepidoptera sp. BOLD:AAC1583","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","","","Lepidoptera sp. BOLD:AAC1583","Species",0
"17487","PAN3c","Lepidoptera sp. sc","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","","","Lepidoptera sp. sc_03005","Species",0
"17488","PAN3c","Lepidoptera sp. sc","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","","","Lepidoptera sp. sc_07152","Species",0
"17489","PAN3c","Limoniidae","Pantala flavescens","Arthropoda","Insecta","Diptera","Limoniidae","","","Family",0
"17490","PAN3c","Linepithema humile","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Linepithema","Linepithema humile","Species",0
"17491","PAN3c","Liposcelis bostrychophila","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Liposcelididae","Liposcelis","Liposcelis bostrychophila","Species",0
"17492","PAN3c","Liposcelis decolor","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Liposcelididae","Liposcelis","Liposcelis decolor","Species",0
"17493","PAN3c","Littorophiloscia bifasciata","Pantala flavescens","Arthropoda","Malacostraca","Isopoda","Philosciidae","Littorophiloscia","Littorophiloscia bifasciata","Species",0
"17494","PAN3c","Mecistocephalus guildingii","Pantala flavescens","Arthropoda","Chilopoda","Geophilomorpha","Mecistocephalidae","Mecistocephalus","Mecistocephalus guildingii","Species",0
"17495","PAN3c","Mus musculus","Pantala flavescens","Chordata","Mammalia","Rodentia","Muridae","Mus","Mus musculus","Species",0
"17496","PAN3c","Myopsocidae sp. sc","Pantala flavescens","Arthropoda","Insecta","Psocoptera","Myopsocidae","","Myopsocidae sp. sc_07272","Species",0
"17497","PAN3c","Neoscona","Pantala flavescens","Arthropoda","Arachnida","Araneae","Araneidae","Neoscona","","Genus",0
"17498","PAN3c","Neoscona theisi","Pantala flavescens","Arthropoda","Arachnida","Araneae","Araneidae","Neoscona","Neoscona theisi","Species",0
"17499","PAN3c","Nephus sp. PSRU-COC007","Pantala flavescens","Arthropoda","Insecta","Coleoptera","Coccinellidae","Nephus","Nephus sp. PSRU-COC007","Species",0
"17500","PAN3c","Nylanderia sp. CHR01","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Nylanderia","Nylanderia sp. CHR01","Species",0
"17501","PAN3c","Olios sp. 1GAB","Pantala flavescens","Arthropoda","Arachnida","Araneae","Sparassidae","Olios","Olios sp. 1GAB_PAK","Species",0
"17502","PAN3c","Oncorhynchus nerka","Pantala flavescens","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Species",0
"17503","PAN3c","Opopaea sp. CASENT9024170","Pantala flavescens","Arthropoda","Arachnida","Araneae","Oonopidae","Opopaea","Opopaea sp. CASENT9024170","Species",0
"17504","PAN3c","Ornebius novarae","Pantala flavescens","Arthropoda","Insecta","Orthoptera","Mogoplistidae","Ornebius","Ornebius novarae","Species",0
"17505","PAN3c","Orphnaeus brevilabiatus","Pantala flavescens","Arthropoda","Chilopoda","Geophilomorpha","Oryidae","Orphnaeus","Orphnaeus brevilabiatus","Species",0
"17506","PAN3c","Orthoptera","Pantala flavescens","Arthropoda","Insecta","Orthoptera","","","","Order",0
"17507","PAN3c","Oxyopes sertatus","Pantala flavescens","Arthropoda","Arachnida","Araneae","Oxyopidae","Oxyopes","Oxyopes sertatus","Species",0
"17508","PAN3c","Parartemia serventyi","Pantala flavescens","Arthropoda","Branchiopoda","Anostraca","Branchipodidae","Parartemia","Parartemia serventyi","Species",0
"17509","PAN3c","Periplaneta","Pantala flavescens","Arthropoda","Insecta","Blattodea","Blattidae","Periplaneta","","Genus",0
"17510","PAN3c","Pheidole","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Pheidole","","Genus",0
"17511","PAN3c","Philonthus explorator","Pantala flavescens","Arthropoda","Insecta","Coleoptera","Staphylinidae","Philonthus","Philonthus explorator","Species",0
"17512","PAN3c","Piletocera signiferalis","Pantala flavescens","Arthropoda","Insecta","Lepidoptera","Crambidae","Piletocera","Piletocera signiferalis","Species",0
"17513","PAN3c","Ponera <ants>","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Ponera <ants>","","Genus",0
"17514","PAN3c","Pseudococcidae","Pantala flavescens","Arthropoda","Insecta","Hemiptera","Pseudococcidae","","","Family",0
"17515","PAN3c","Pseudomyrmex gracilis","Pantala flavescens","Arthropoda","Insecta","Hymenoptera","Formicidae","Pseudomyrmex","Pseudomyrmex gracilis","Species",0
"17516","PAN3c","Saissetia oleae","Pantala flavescens","Arthropoda","Insecta","Hemiptera","Coccidae","Saissetia","Saissetia oleae","Species",0
"17517","PAN3c","Salmo salar","Pantala flavescens","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar","Species",0
"17518","PAN3c","Sarcoptiformes","Pantala flavescens","Arthropoda","Arachnida","Sarcoptiformes","","","","Order",0
"17519","PAN3c","Scholastes lonchifer","Pantala flavescens","Arthropoda","Insecta","Diptera","Platystomatidae","Scholastes","Scholastes lonchifer","Species",0
"17520","PAN3c","Sciaridae","Pantala flavescens","Arthropoda","Insecta","Diptera","Sciaridae","","","Family",0
"17521","PAN3c","Sciaridae sp. BIOUG15345-H01","Pantala flavescens","Arthropoda","Insecta","Diptera","Sciaridae","","Sciaridae sp. BIOUG15345-H01","Species",0
"17522","PAN3c","Sciaridae sp. sc","Pantala flavescens","Arthropoda","Insecta","Diptera","Sciaridae","","Sciaridae sp. sc_02707","Species",0
"17523","PAN3c","Sciaridae sp. sc","Pantala flavescens","Arthropoda","Insecta","Diptera","Sciaridae","","Sciaridae sp. sc_07876","Species",0
"17524","PAN3c","Selenothrips rubrocinctus","Pantala flavescens","Arthropoda","Insecta","Thysanoptera","Thripidae","Selenothrips","Selenothrips rubrocinctus","Species",0
"17525","PAN3c","Smeringopus pallidus","Pantala flavescens","Arthropoda","Arachnida","Araneae","Pholcidae","Smeringopus","Smeringopus pallidus","Species",0
"17526","PAN3c","Sminthuridae sp. DPCOL44194","Pantala flavescens","Arthropoda","Collembola","Symphypleona","Sminthuridae","","Sminthuridae sp. DPCOL44194","Species",0
"17527","PAN3c","Sparassidae","Pantala flavescens","Arthropoda","Arachnida","Araneae","Sparassidae","","","Family",0
